STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
289 	 -70 	 -1083 	 244.475 	 159.6 	 -17.36 	
348 	 -141 	 -1151 	 253.54 	 159.915 	 -0.07 	
397 	 -209 	 -1208 	 263.445 	 160.51 	 16.485 	
445 	 -297 	 -1292 	 273.49 	 161.245 	 30.24 	
479 	 -376 	 -1354 	 284.34 	 162.575 	 40.53 	
491 	 -447 	 -1392 	 295.295 	 164.22 	 48.195 	
538 	 -538 	 -1445 	 306.6 	 165.97 	 54.145 	
591 	 -648 	 -1473 	 318.535 	 168.945 	 58.8 	
690 	 -836 	 -1535 	 331.1 	 172.69 	 65.345 	
793 	 -976 	 -1620 	 345.275 	 177.905 	 76.86 	
951 	 -1158 	 -1726 	 360.85 	 184.415 	 97.3 	
1077 	 -1334 	 -1840 	 378.0 	 193.62 	 125.965 	
1317 	 -1464 	 -1835 	 395.92 	 203.175 	 162.89 	
1534 	 -1671 	 -1698 	 409.71 	 215.95 	 206.255 	
1588 	 -2047 	 -1556 	 417.515 	 228.97 	 252.175 	
2163 	 -1697 	 -1422 	 414.365 	 246.68 	 282.555 	
2223 	 -966 	 -1155 	 385.665 	 276.43 	 317.975 	
2642 	 -146 	 -794 	 330.47 	 309.33 	 349.44 	
2789 	 308 	 -358 	 240.415 	 357.175 	 342.23 	
2507 	 1199 	 34 	 120.225 	 410.41 	 299.075 	
1961 	 1869 	 322 	 -24.22 	 460.985 	 274.365 	
1162 	 2336 	 452 	 -179.865 	 500.465 	 255.57 	
440 	 2680 	 475 	 -343.49 	 516.18 	 205.94 	
-182 	 2524 	 376 	 -507.57 	 503.44 	 118.02 	
-453 	 1888 	 192 	 -653.905 	 448.175 	 -3.5 	
-332 	 1144 	 -42 	 -771.12 	 354.375 	 -133.805 	
-219 	 231 	 -234 	 -844.865 	 231.77 	 -235.025 	
264 	 -172 	 -493 	 -857.885 	 92.82 	 -291.305 	
297 	 -151 	 -687 	 -823.41 	 -32.865 	 -290.15 	
776 	 -82 	 -902 	 -752.29 	 -139.86 	 -230.72 	
1084 	 -133 	 -939 	 -664.615 	 -203.49 	 -159.88 	
1494 	 -138 	 -1004 	 -573.58 	 -235.97 	 -102.585 	
1811 	 -65 	 -979 	 -488.215 	 -238.7 	 -61.11 	
1710 	 154 	 -840 	 -408.24 	 -215.18 	 -16.905 	
1536 	 403 	 -666 	 -340.445 	 -182.63 	 38.43 	
1382 	 279 	 -488 	 -285.74 	 -145.39 	 80.115 	
947 	 519 	 -243 	 -235.655 	 -105.945 	 90.09 	
793 	 346 	 -108 	 -196.665 	 -76.895 	 84.315 	
669 	 303 	 -28 	 -160.23 	 -54.285 	 55.51 	
547 	 259 	 20 	 -130.2 	 -39.76 	 18.375 	
484 	 291 	 21 	 -102.165 	 -32.62 	 -7.245 	
507 	 309 	 0 	 -76.51 	 -30.45 	 -8.435 	
508 	 484 	 -36 	 -53.095 	 -30.45 	 19.53 	
664 	 496 	 -115 	 -35.77 	 -32.375 	 60.935 	
781 	 544 	 -202 	 -24.185 	 -31.605 	 80.85 	
