STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
1268 	 -1033 	 -1193 	 271.075 	 230.16 	 11.585 	
1572 	 -1002 	 -1092 	 281.26 	 251.93 	 14.175 	
1978 	 -927 	 -958 	 287.595 	 278.04 	 21.49 	
2297 	 -1148 	 -892 	 290.78 	 307.37 	 58.31 	
2490 	 -1346 	 -925 	 293.51 	 339.85 	 138.6 	
2824 	 -1100 	 -1006 	 294.385 	 374.815 	 262.64 	
3387 	 179 	 -1208 	 283.745 	 414.75 	 389.2 	
3785 	 1369 	 -1584 	 237.72 	 468.125 	 469.245 	
3919 	 1304 	 -1953 	 154.28 	 537.74 	 461.51 	
3812 	 1666 	 -2355 	 51.905 	 619.675 	 373.205 	
2993 	 2372 	 -2462 	 -70.77 	 702.8 	 325.815 	
2040 	 2663 	 -2554 	 -192.71 	 774.83 	 369.32 	
1119 	 2808 	 -2487 	 -307.16 	 827.12 	 404.355 	
252 	 2597 	 -2276 	 -417.55 	 844.97 	 361.935 	
-1043 	 1709 	 -1531 	 -523.075 	 821.45 	 262.01 	
-2151 	 803 	 -431 	 -610.225 	 738.605 	 151.585 	
-2753 	 -335 	 904 	 -671.055 	 598.395 	 53.55 	
-2538 	 -637 	 1122 	 -680.015 	 391.195 	 -111.125 	
-2072 	 -250 	 772 	 -699.825 	 192.64 	 -297.465 	
-1319 	 0 	 131 	 -714.77 	 6.37 	 -439.39 	
-335 	 630 	 -546 	 -680.645 	 -158.655 	 -498.82 	
424 	 1255 	 -1076 	 -613.375 	 -285.46 	 -459.62 	
926 	 2114 	 -1537 	 -537.39 	 -378.98 	 -309.68 	
2423 	 950 	 -2147 	 -482.44 	 -414.435 	 -124.565 	
2639 	 959 	 -2101 	 -434.315 	 -382.83 	 -47.565 	
2752 	 556 	 -1855 	 -405.615 	 -341.145 	 -24.43 	
2205 	 660 	 -1436 	 -372.05 	 -288.085 	 -24.885 	
1796 	 492 	 -1088 	 -341.845 	 -240.975 	 -12.11 	
1439 	 215 	 -798 	 -307.405 	 -198.345 	 -5.81 	
1129 	 29 	 -521 	 -274.05 	 -163.8 	 -29.89 	
926 	 -165 	 -387 	 -240.59 	 -140.28 	 -68.11 	
725 	 -143 	 -264 	 -201.18 	 -121.695 	 -94.99 	
534 	 -7 	 -165 	 -162.12 	 -108.78 	 -88.935 	
429 	 84 	 -156 	 -124.425 	 -99.19 	 -53.165 	
391 	 177 	 -168 	 -91.385 	 -91.21 	 -15.505 	
376 	 245 	 -216 	 -65.87 	 -84.21 	 5.145 	
