STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
791 	 -904 	 -881 	 218.54 	 155.435 	 -25.725 	
853 	 -1045 	 -898 	 227.01 	 163.31 	 -19.565 	
964 	 -1152 	 -867 	 237.545 	 172.025 	 -12.11 	
1102 	 -1271 	 -817 	 248.255 	 181.265 	 -4.025 	
1264 	 -1535 	 -780 	 259.105 	 190.855 	 3.745 	
1445 	 -1642 	 -714 	 271.53 	 202.825 	 7.56 	
1705 	 -1894 	 -613 	 281.015 	 215.425 	 18.375 	
1951 	 -2115 	 -585 	 288.82 	 230.475 	 50.925 	
2218 	 -1955 	 -487 	 294.35 	 247.8 	 128.275 	
2391 	 -1414 	 -350 	 290.885 	 265.965 	 268.975 	
2937 	 -608 	 -367 	 273.875 	 287.805 	 441.385 	
3398 	 -66 	 -561 	 228.585 	 324.555 	 557.305 	
3915 	 239 	 -948 	 151.13 	 379.4 	 538.09 	
3558 	 867 	 -1091 	 46.095 	 458.5 	 422.17 	
2881 	 1557 	 -1160 	 -76.02 	 541.205 	 354.935 	
2200 	 1804 	 -1259 	 -196.63 	 613.445 	 380.66 	
1654 	 2025 	 -1432 	 -306.46 	 674.065 	 399.525 	
989 	 1797 	 -1568 	 -412.93 	 710.605 	 354.34 	
291 	 1213 	 -1330 	 -500.85 	 703.185 	 269.675 	
-1357 	 266 	 -120 	 -569.17 	 656.565 	 184.625 	
-1772 	 -490 	 743 	 -574.7 	 501.69 	 100.17 	
-1613 	 -479 	 948 	 -573.79 	 349.86 	 -19.495 	
-1241 	 -158 	 713 	 -593.845 	 211.82 	 -150.675 	
-407 	 118 	 194 	 -611.31 	 76.58 	 -254.555 	
455 	 279 	 -378 	 -593.39 	 -43.015 	 -291.97 	
1133 	 746 	 -822 	 -534.45 	 -138.425 	 -263.76 	
1247 	 1337 	 -1086 	 -469.105 	 -203.665 	 -172.165 	
2206 	 609 	 -1553 	 -416.71 	 -243.32 	 -35.56 	
2229 	 369 	 -1442 	 -372.925 	 -227.115 	 18.165 	
2133 	 184 	 -1235 	 -335.65 	 -202.58 	 30.94 	
1762 	 76 	 -914 	 -296.975 	 -172.9 	 32.41 	
1364 	 96 	 -633 	 -258.825 	 -147.175 	 27.72 	
1041 	 9 	 -434 	 -221.655 	 -125.755 	 20.895 	
913 	 -95 	 -322 	 -186.76 	 -111.055 	 3.465 	
852 	 -93 	 -267 	 -154.385 	 -100.625 	 -15.47 	
740 	 -10 	 -238 	 -122.395 	 -90.51 	 -20.23 	
711 	 117 	 -246 	 -93.24 	 -82.425 	 -10.395 	
659 	 213 	 -277 	 -69.685 	 -74.515 	 2.94 	
648 	 297 	 -335 	 -52.78 	 -67.795 	 6.51 	
643 	 333 	 -390 	 -41.79 	 -60.725 	 -0.035 	
552 	 474 	 -418 	 -34.265 	 -53.795 	 -5.11 	
