STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
332 	 22 	 -1043 	 183.505 	 73.465 	 -71.995 	
341 	 -51 	 -1074 	 190.89 	 80.43 	 -70.56 	
354 	 -122 	 -1105 	 198.485 	 87.255 	 -67.83 	
378 	 -189 	 -1144 	 206.255 	 94.22 	 -64.4 	
393 	 -259 	 -1173 	 214.13 	 101.255 	 -60.76 	
418 	 -329 	 -1197 	 222.04 	 108.395 	 -57.015 	
467 	 -404 	 -1224 	 229.88 	 115.535 	 -53.76 	
512 	 -478 	 -1246 	 237.86 	 123.305 	 -51.59 	
582 	 -550 	 -1268 	 245.7 	 131.565 	 -49.84 	
656 	 -638 	 -1311 	 253.47 	 140.525 	 -46.76 	
708 	 -717 	 -1337 	 261.52 	 150.745 	 -41.3 	
809 	 -809 	 -1359 	 269.92 	 161.28 	 -34.405 	
870 	 -866 	 -1344 	 277.445 	 173.32 	 -29.085 	
947 	 -956 	 -1311 	 284.06 	 186.235 	 -27.195 	
1056 	 -1067 	 -1277 	 289.555 	 200.235 	 -29.995 	
1185 	 -1176 	 -1198 	 293.825 	 215.46 	 -33.67 	
1254 	 -1172 	 -1072 	 297.78 	 232.785 	 -28.175 	
1294 	 -1289 	 -910 	 300.37 	 248.43 	 -1.715 	
1378 	 -1290 	 -709 	 303.345 	 261.695 	 38.22 	
1349 	 -1376 	 -405 	 300.23 	 272.965 	 80.815 	
1383 	 -1258 	 -48 	 287.98 	 279.475 	 112.525 	
1212 	 -773 	 393 	 256.655 	 284.69 	 133.805 	
1244 	 236 	 625 	 200.515 	 287.77 	 151.2 	
1272 	 1376 	 803 	 113.26 	 296.03 	 171.85 	
1278 	 1900 	 852 	 -5.74 	 304.22 	 193.795 	
1156 	 2082 	 841 	 -144.06 	 315.91 	 194.215 	
870 	 2057 	 874 	 -295.47 	 330.12 	 180.04 	
572 	 2098 	 841 	 -442.12 	 340.13 	 174.02 	
481 	 1753 	 656 	 -578.76 	 341.11 	 172.725 	
551 	 1187 	 365 	 -693.49 	 336.0 	 158.795 	
710 	 1002 	 204 	 -775.25 	 319.585 	 133.875 	
949 	 192 	 93 	 -831.845 	 291.69 	 94.185 	
925 	 -149 	 75 	 -854.0 	 248.01 	 10.955 	
649 	 -856 	 276 	 -840.175 	 172.27 	 -92.085 	
457 	 -58 	 -98 	 -785.4 	 75.705 	 -181.825 	
395 	 -118 	 -363 	 -736.26 	 1.645 	 -184.205 	
477 	 -56 	 -542 	 -665.0 	 -56.035 	 -162.89 	
737 	 91 	 -484 	 -581.805 	 -98.56 	 -137.935 	
1151 	 177 	 -447 	 -496.79 	 -125.895 	 -107.625 	
1257 	 651 	 -389 	 -415.38 	 -136.99 	 -63.595 	
1437 	 795 	 -470 	 -345.205 	 -137.2 	 18.725 	
1342 	 895 	 -434 	 -286.65 	 -118.405 	 94.045 	
1274 	 816 	 -370 	 -243.11 	 -96.39 	 145.285 	
1080 	 699 	 -294 	 -209.37 	 -73.57 	 154.14 	
1068 	 503 	 -286 	 -184.275 	 -59.01 	 116.165 	
968 	 413 	 -263 	 -163.38 	 -48.615 	 43.75 	
828 	 460 	 -231 	 -143.255 	 -44.59 	 -10.815 	
746 	 439 	 -215 	 -122.08 	 -44.625 	 -18.305 	
708 	 538 	 -171 	 -100.275 	 -45.885 	 8.505 	
756 	 508 	 -197 	 -83.3 	 -47.95 	 47.145 	
801 	 630 	 -218 	 -69.09 	 -48.685 	 74.76 	
