STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
1219 	 -584 	 -933 	 154.945 	 213.22 	 -28.175 	
1405 	 -620 	 -883 	 160.37 	 229.74 	 -1.26 	
1821 	 -552 	 -752 	 166.005 	 248.815 	 45.36 	
2120 	 -618 	 -736 	 167.895 	 270.83 	 137.55 	
2359 	 -701 	 -738 	 171.955 	 292.285 	 292.145 	
2415 	 87 	 -426 	 172.83 	 318.045 	 464.205 	
2835 	 122 	 -448 	 140.035 	 347.305 	 566.09 	
3479 	 314 	 -663 	 77.385 	 394.59 	 495.635 	
3415 	 1091 	 -864 	 -21.91 	 456.715 	 365.715 	
2812 	 2469 	 -1142 	 -133.945 	 524.125 	 384.475 	
2258 	 2742 	 -1625 	 -243.67 	 590.38 	 557.76 	
1868 	 2786 	 -2205 	 -338.24 	 658.35 	 657.09 	
1247 	 2726 	 -2478 	 -433.475 	 716.065 	 592.2 	
487 	 2409 	 -2446 	 -534.45 	 747.88 	 441.7 	
-829 	 1740 	 -2093 	 -635.705 	 735.525 	 279.16 	
-1807 	 951 	 -1362 	 -719.425 	 657.02 	 126.175 	
-2375 	 -152 	 -422 	 -774.83 	 524.965 	 -12.425 	
-2159 	 -1248 	 535 	 -773.255 	 322.84 	 -170.555 	
-1602 	 -663 	 380 	 -742.875 	 116.935 	 -329.875 	
-690 	 -447 	 -199 	 -693.315 	 -51.31 	 -374.675 	
353 	 310 	 -621 	 -600.67 	 -186.655 	 -323.89 	
1107 	 917 	 -967 	 -498.82 	 -280.035 	 -180.215 	
2165 	 916 	 -1580 	 -407.995 	 -326.34 	 6.265 	
2496 	 741 	 -1724 	 -345.625 	 -305.97 	 123.27 	
2540 	 509 	 -1635 	 -302.96 	 -257.285 	 147.07 	
2242 	 337 	 -1419 	 -265.93 	 -197.645 	 107.73 	
1773 	 398 	 -1048 	 -225.54 	 -142.31 	 67.375 	
1392 	 251 	 -748 	 -184.625 	 -96.565 	 58.31 	
972 	 87 	 -506 	 -142.59 	 -60.585 	 53.725 	
655 	 61 	 -318 	 -101.29 	 -36.995 	 35.35 	
344 	 146 	 -149 	 -64.435 	 -23.625 	 11.515 	
182 	 281 	 -105 	 -32.2 	 -19.6 	 -0.7 	
68 	 467 	 -110 	 -4.2 	 -19.495 	 4.305 	
