STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
1032 	 -1047 	 -975 	 197.26 	 74.235 	 -116.515 	
1040 	 -1078 	 -1002 	 208.18 	 109.515 	 -119.105 	
1560 	 -1146 	 -967 	 218.68 	 148.505 	 -113.085 	
2315 	 -914 	 -1083 	 226.87 	 196.98 	 -109.795 	
3086 	 -863 	 -1310 	 227.01 	 257.565 	 -110.285 	
3548 	 -829 	 -1316 	 221.515 	 331.275 	 -89.285 	
3576 	 -1024 	 -1497 	 209.685 	 407.155 	 5.81 	
3434 	 -483 	 -1480 	 203.0 	 480.41 	 195.475 	
2921 	 241 	 -1736 	 187.705 	 549.395 	 449.33 	
2948 	 1417 	 -2158 	 163.065 	 608.37 	 643.125 	
3082 	 1727 	 -2705 	 96.915 	 678.23 	 633.395 	
2671 	 2367 	 -3112 	 -8.295 	 752.605 	 470.505 	
1694 	 3129 	 -3217 	 -139.965 	 818.615 	 393.33 	
773 	 3182 	 -3058 	 -262.955 	 863.31 	 436.8 	
-143 	 2727 	 -2645 	 -384.72 	 881.44 	 416.57 	
-1212 	 2123 	 -1916 	 -494.76 	 846.965 	 311.325 	
-2153 	 1222 	 -761 	 -589.505 	 759.01 	 216.125 	
-2548 	 302 	 320 	 -654.36 	 622.965 	 168.665 	
-2732 	 -770 	 1206 	 -681.31 	 448.63 	 102.305 	
-2203 	 -620 	 911 	 -679.35 	 239.47 	 -88.55 	
-1383 	 -193 	 404 	 -680.015 	 42.84 	 -293.335 	
-436 	 454 	 -344 	 -659.26 	 -133.49 	 -422.275 	
254 	 1301 	 -1058 	 -596.085 	 -275.135 	 -429.835 	
880 	 2145 	 -1763 	 -516.145 	 -380.765 	 -305.06 	
2053 	 1551 	 -2373 	 -456.155 	 -425.425 	 -114.1 	
2635 	 1095 	 -2457 	 -406.14 	 -407.225 	 11.655 	
2726 	 548 	 -2200 	 -371.77 	 -362.635 	 67.62 	
2297 	 578 	 -1742 	 -334.845 	 -308.805 	 84.35 	
1735 	 424 	 -1282 	 -299.005 	 -254.8 	 101.29 	
1443 	 45 	 -1041 	 -260.33 	 -209.37 	 92.75 	
1241 	 -137 	 -752 	 -223.685 	 -173.075 	 42.35 	
936 	 -166 	 -573 	 -183.645 	 -143.325 	 -3.745 	
731 	 19 	 -428 	 -140.21 	 -120.96 	 -16.38 	
597 	 128 	 -364 	 -99.75 	 -102.865 	 5.215 	
498 	 262 	 -339 	 -64.015 	 -87.885 	 35.07 	
478 	 329 	 -362 	 -35.735 	 -76.335 	 57.295 	
407 	 422 	 -383 	 -14.385 	 -66.36 	 69.965 	
