STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
404 	 -532 	 -1193 	 185.29 	 137.725 	 -61.46 	
459 	 -674 	 -1209 	 196.21 	 140.245 	 -57.295 	
514 	 -821 	 -1241 	 208.985 	 143.43 	 -52.57 	
533 	 -957 	 -1260 	 224.35 	 148.19 	 -43.295 	
563 	 -1133 	 -1315 	 241.255 	 152.6 	 -26.95 	
639 	 -1357 	 -1376 	 260.505 	 157.78 	 -8.295 	
726 	 -1609 	 -1362 	 281.19 	 164.325 	 6.93 	
1069 	 -1939 	 -1276 	 300.93 	 171.22 	 15.82 	
1593 	 -2494 	 -1194 	 317.03 	 180.215 	 17.92 	
1973 	 -2843 	 -1035 	 328.79 	 196.315 	 25.935 	
2203 	 -2661 	 -777 	 333.865 	 218.015 	 92.82 	
2639 	 -1286 	 -735 	 330.61 	 239.365 	 248.5 	
3105 	 -449 	 -762 	 295.575 	 264.775 	 448.84 	
3642 	 72 	 -830 	 227.885 	 302.645 	 546.595 	
3526 	 770 	 -768 	 124.565 	 359.695 	 482.72 	
2902 	 1542 	 -579 	 -6.09 	 427.455 	 385.525 	
1898 	 2359 	 -437 	 -140.035 	 493.255 	 379.96 	
1480 	 2133 	 -481 	 -262.01 	 542.78 	 415.135 	
755 	 2356 	 -563 	 -372.4 	 577.99 	 395.08 	
406 	 1653 	 -584 	 -468.825 	 578.41 	 336.945 	
-597 	 1163 	 -197 	 -544.88 	 558.215 	 225.05 	
-874 	 670 	 168 	 -604.24 	 484.155 	 94.255 	
-1343 	 -12 	 999 	 -626.43 	 360.955 	 -17.045 	
-669 	 251 	 690 	 -613.935 	 203.07 	 -102.69 	
-239 	 -7 	 583 	 -609.735 	 94.885 	 -141.82 	
337 	 250 	 347 	 -579.18 	 -4.095 	 -160.44 	
699 	 585 	 104 	 -530.32 	 -87.15 	 -143.675 	
953 	 1143 	 -308 	 -473.235 	 -160.965 	 -72.835 	
1644 	 954 	 -834 	 -426.265 	 -202.37 	 19.635 	
1799 	 1018 	 -1024 	 -390.425 	 -204.015 	 68.25 	
1975 	 829 	 -1073 	 -370.125 	 -190.715 	 74.725 	
1894 	 706 	 -1034 	 -352.03 	 -165.97 	 48.615 	
1644 	 788 	 -873 	 -332.5 	 -138.53 	 29.505 	
1445 	 643 	 -743 	 -311.185 	 -114.835 	 37.485 	
1259 	 426 	 -562 	 -288.225 	 -93.1 	 40.075 	
1076 	 167 	 -437 	 -265.545 	 -76.51 	 19.005 	
831 	 224 	 -306 	 -239.26 	 -66.115 	 -9.555 	
639 	 270 	 -249 	 -213.71 	 -62.685 	 -18.095 	
555 	 342 	 -250 	 -187.95 	 -63.56 	 -12.39 	
513 	 362 	 -277 	 -165.97 	 -66.535 	 -7.14 	
498 	 461 	 -307 	 -145.705 	 -70.07 	 -3.325 	
464 	 565 	 -313 	 -129.36 	 -73.43 	 7.315 	
