STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
831 	 -591 	 -1014 	 146.86 	 215.53 	 -82.11 	
955 	 -620 	 -1121 	 148.12 	 236.775 	 -78.05 	
1111 	 -673 	 -1205 	 149.45 	 260.61 	 -72.065 	
1351 	 -637 	 -1340 	 151.235 	 286.615 	 -63.98 	
1668 	 -586 	 -1478 	 152.25 	 316.295 	 -51.59 	
2016 	 -510 	 -1585 	 152.215 	 351.015 	 -35.28 	
2527 	 -606 	 -1687 	 150.64 	 388.99 	 -8.575 	
3079 	 -717 	 -1827 	 150.115 	 432.18 	 31.395 	
3728 	 -773 	 -2041 	 150.395 	 478.205 	 105.945 	
4049 	 -347 	 -2215 	 155.085 	 529.725 	 245.91 	
3736 	 813 	 -2306 	 162.295 	 578.935 	 484.12 	
3561 	 1567 	 -2729 	 164.5 	 616.91 	 778.155 	
4078 	 2054 	 -3303 	 151.34 	 660.555 	 898.415 	
4080 	 1460 	 -3573 	 85.225 	 717.465 	 740.565 	
2842 	 3403 	 -3483 	 -18.69 	 777.175 	 506.275 	
1042 	 4100 	 -3123 	 -148.61 	 813.82 	 507.045 	
50 	 3877 	 -2842 	 -267.19 	 819.35 	 572.46 	
-1326 	 3936 	 -2383 	 -397.145 	 799.925 	 491.575 	
-1843 	 2924 	 -1913 	 -531.44 	 720.895 	 314.79 	
-2580 	 1916 	 -872 	 -652.995 	 599.9 	 146.93 	
-2618 	 888 	 68 	 -736.365 	 437.57 	 71.82 	
-2088 	 -150 	 336 	 -759.15 	 252.14 	 23.345 	
-1240 	 -468 	 480 	 -735.35 	 50.365 	 -77.91 	
-330 	 -314 	 -241 	 -676.34 	 -149.52 	 -174.335 	
586 	 191 	 -794 	 -585.2 	 -301.91 	 -196.49 	
1224 	 676 	 -1360 	 -488.74 	 -395.64 	 -143.29 	
1620 	 920 	 -1895 	 -398.09 	 -435.575 	 -35.35 	
2033 	 1047 	 -2176 	 -327.775 	 -439.565 	 69.79 	
1794 	 1083 	 -2009 	 -277.025 	 -410.55 	 149.485 	
1607 	 1070 	 -1792 	 -240.765 	 -372.225 	 194.88 	
1324 	 931 	 -1523 	 -213.15 	 -329.525 	 210.28 	
993 	 963 	 -1239 	 -189.595 	 -287.28 	 194.495 	
744 	 647 	 -1085 	 -171.5 	 -249.935 	 149.695 	
820 	 529 	 -984 	 -151.27 	 -220.85 	 74.305 	
712 	 440 	 -787 	 -129.57 	 -190.715 	 15.61 	
545 	 520 	 -604 	 -104.09 	 -165.025 	 5.88 	
561 	 406 	 -505 	 -78.505 	 -143.325 	 36.365 	
482 	 357 	 -420 	 -53.795 	 -121.275 	 68.775 	
453 	 319 	 -413 	 -33.95 	 -102.41 	 87.465 	
350 	 375 	 -398 	 -17.64 	 -84.175 	 89.635 	
307 	 423 	 -410 	 -7.385 	 -68.81 	 79.275 	
274 	 415 	 -473 	 -1.47 	 -54.25 	 58.87 	
324 	 437 	 -526 	 1.505 	 -40.705 	 30.205 	
290 	 467 	 -532 	 2.03 	 -26.32 	 4.515 	
281 	 502 	 -547 	 1.68 	 -13.16 	 -9.975 	
269 	 477 	 -550 	 0.875 	 0.35 	 -15.785 	
