STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
313 	 -1087 	 -1339 	 153.93 	 53.095 	 -75.285 	
282 	 -1323 	 -1388 	 167.825 	 61.04 	 -68.635 	
337 	 -1561 	 -1484 	 184.205 	 69.58 	 -64.085 	
406 	 -1814 	 -1556 	 203.91 	 80.745 	 -58.275 	
730 	 -2109 	 -1487 	 225.68 	 94.57 	 -47.74 	
1419 	 -2513 	 -1205 	 249.725 	 113.4 	 -33.075 	
2251 	 -3231 	 -1128 	 270.445 	 140.35 	 -6.51 	
2863 	 -3312 	 -1037 	 291.83 	 179.795 	 75.74 	
3418 	 -2228 	 -872 	 309.96 	 226.415 	 273.105 	
4189 	 -1184 	 -885 	 308.35 	 276.605 	 540.365 	
5281 	 -985 	 -1276 	 264.18 	 346.255 	 659.33 	
5254 	 439 	 -1586 	 175.035 	 443.975 	 521.605 	
4371 	 1891 	 -1538 	 47.88 	 548.975 	 369.88 	
2924 	 2964 	 -1275 	 -75.145 	 652.96 	 400.225 	
1606 	 3257 	 -845 	 -195.3 	 731.255 	 487.305 	
460 	 3672 	 -521 	 -307.02 	 777.56 	 458.185 	
-835 	 3490 	 -177 	 -426.545 	 778.365 	 320.53 	
-1347 	 2752 	 182 	 -532.0 	 709.1 	 145.635 	
-2211 	 1736 	 1103 	 -619.535 	 592.655 	 -8.505 	
-1879 	 540 	 1764 	 -671.825 	 415.065 	 -131.985 	
-1348 	 64 	 1685 	 -682.22 	 217.0 	 -244.93 	
-545 	 147 	 1056 	 -661.78 	 33.25 	 -307.895 	
25 	 711 	 288 	 -607.95 	 -121.835 	 -293.3 	
854 	 1156 	 -713 	 -541.975 	 -242.025 	 -214.935 	
1182 	 1537 	 -1266 	 -485.59 	 -299.32 	 -115.08 	
1877 	 1231 	 -1614 	 -447.79 	 -316.855 	 -36.715 	
1964 	 1148 	 -1490 	 -420.805 	 -294.84 	 -11.165 	
1916 	 948 	 -1282 	 -398.3 	 -260.19 	 -1.89 	
1763 	 628 	 -1025 	 -371.84 	 -218.4 	 2.345 	
1467 	 435 	 -729 	 -342.02 	 -177.625 	 -8.54 	
1209 	 192 	 -467 	 -308.875 	 -143.955 	 -23.59 	
898 	 169 	 -261 	 -271.845 	 -117.53 	 -32.76 	
782 	 51 	 -190 	 -235.13 	 -101.815 	 -25.55 	
684 	 261 	 -163 	 -194.705 	 -88.445 	 -2.415 	
602 	 465 	 -198 	 -161.28 	 -79.345 	 36.575 	
682 	 592 	 -305 	 -133.455 	 -72.205 	 69.405 	
626 	 814 	 -362 	 -114.45 	 -64.05 	 76.195 	
606 	 921 	 -440 	 -104.475 	 -58.345 	 66.045 	
