STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
19 	 98 	 -968 	 156.59 	 142.415 	 -52.955 	
2 	 44 	 -1014 	 166.005 	 148.12 	 -54.25 	
-15 	 -36 	 -1030 	 174.685 	 154.56 	 -66.01 	
-2 	 -63 	 -1092 	 183.68 	 160.65 	 -84.0 	
13 	 -86 	 -1158 	 193.305 	 167.265 	 -100.135 	
12 	 -110 	 -1221 	 203.525 	 175.49 	 -106.26 	
38 	 -81 	 -1308 	 215.67 	 183.26 	 -97.02 	
38 	 -91 	 -1369 	 229.355 	 191.24 	 -74.515 	
46 	 -162 	 -1438 	 242.97 	 198.66 	 -50.05 	
76 	 -263 	 -1543 	 257.425 	 205.38 	 -35.175 	
88 	 -367 	 -1606 	 271.355 	 212.73 	 -34.125 	
190 	 -507 	 -1678 	 284.27 	 220.57 	 -43.89 	
279 	 -600 	 -1760 	 297.43 	 230.755 	 -55.125 	
411 	 -678 	 -1870 	 311.185 	 242.9 	 -53.235 	
570 	 -772 	 -1967 	 327.32 	 256.9 	 -29.855 	
815 	 -941 	 -2008 	 345.03 	 272.72 	 10.955 	
1149 	 -1127 	 -2059 	 363.755 	 290.115 	 61.215 	
1608 	 -1173 	 -2047 	 381.745 	 310.17 	 114.24 	
2157 	 -1292 	 -2029 	 392.14 	 331.1 	 162.47 	
2665 	 -1357 	 -1950 	 390.495 	 355.285 	 194.88 	
2644 	 -938 	 -1833 	 367.885 	 385.63 	 233.275 	
2818 	 -60 	 -1769 	 327.705 	 409.045 	 312.9 	
2592 	 990 	 -1333 	 265.16 	 432.95 	 411.985 	
2273 	 1374 	 -639 	 166.425 	 453.32 	 466.55 	
1598 	 1715 	 -64 	 35.035 	 469.49 	 422.17 	
634 	 2338 	 386 	 -124.88 	 475.685 	 320.915 	
-440 	 2973 	 673 	 -304.325 	 463.785 	 234.955 	
-807 	 2626 	 432 	 -486.605 	 422.38 	 158.97 	
-684 	 2616 	 0 	 -653.24 	 351.155 	 61.74 	
-482 	 1577 	 -510 	 -803.005 	 261.695 	 -23.275 	
-285 	 1059 	 -862 	 -892.745 	 150.395 	 -79.625 	
122 	 -77 	 -1099 	 -938.945 	 33.6 	 -98.07 	
132 	 -462 	 -1109 	 -922.285 	 -72.45 	 -110.425 	
505 	 -768 	 -1148 	 -868.28 	 -164.64 	 -80.43 	
803 	 -906 	 -1037 	 -783.685 	 -223.3 	 -31.01 	
1345 	 -889 	 -892 	 -682.57 	 -251.3 	 6.685 	
1641 	 -767 	 -767 	 -581.49 	 -248.15 	 32.655 	
1846 	 -609 	 -592 	 -484.575 	 -221.795 	 72.485 	
1846 	 -192 	 -375 	 -396.865 	 -177.52 	 127.155 	
1671 	 211 	 -273 	 -324.87 	 -125.755 	 185.64 	
1468 	 646 	 -226 	 -266.35 	 -75.145 	 225.47 	
1197 	 859 	 -204 	 -224.385 	 -31.78 	 226.695 	
902 	 918 	 -175 	 -193.83 	 -1.785 	 185.465 	
514 	 964 	 -43 	 -170.73 	 13.72 	 127.645 	
68 	 919 	 113 	 -149.905 	 15.925 	 87.955 	
-65 	 890 	 192 	 -128.31 	 5.285 	 72.345 	
