STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-174 	 193 	 -862 	 10.57 	 -2.52 	 -26.145 	
-141 	 115 	 -848 	 12.915 	 -0.63 	 -34.02 	
-94 	 61 	 -840 	 16.275 	 2.065 	 -44.1 	
-32 	 0 	 -836 	 20.51 	 5.81 	 -54.39 	
40 	 -74 	 -832 	 25.69 	 11.13 	 -64.015 	
156 	 -130 	 -799 	 31.85 	 18.34 	 -74.515 	
292 	 -203 	 -804 	 39.025 	 27.825 	 -84.35 	
411 	 -308 	 -793 	 47.39 	 39.83 	 -92.575 	
593 	 -459 	 -760 	 56.91 	 54.88 	 -100.555 	
800 	 -608 	 -761 	 67.69 	 73.15 	 -109.13 	
1044 	 -729 	 -793 	 80.15 	 95.165 	 -115.29 	
1297 	 -735 	 -794 	 93.87 	 122.01 	 -115.92 	
1534 	 -769 	 -843 	 107.1 	 152.495 	 -103.04 	
1806 	 -790 	 -903 	 120.785 	 186.41 	 -74.095 	
2104 	 -784 	 -977 	 135.205 	 224.245 	 -27.09 	
2348 	 -756 	 -1006 	 150.71 	 264.915 	 37.835 	
2635 	 -822 	 -1057 	 166.74 	 306.18 	 113.05 	
2877 	 -752 	 -1083 	 183.155 	 349.615 	 184.485 	
3127 	 -488 	 -1102 	 195.195 	 393.295 	 252.735 	
3243 	 -142 	 -1213 	 200.06 	 438.305 	 329.7 	
3266 	 488 	 -1397 	 192.535 	 484.4 	 419.02 	
3086 	 1261 	 -1778 	 167.685 	 530.005 	 516.04 	
2887 	 1980 	 -2237 	 123.48 	 579.705 	 598.22 	
2702 	 2531 	 -2633 	 60.76 	 635.67 	 622.125 	
2197 	 2789 	 -2768 	 -24.745 	 695.135 	 591.08 	
1455 	 3009 	 -2756 	 -118.195 	 752.465 	 550.165 	
822 	 2841 	 -2624 	 -208.25 	 792.75 	 520.765 	
380 	 2204 	 -2344 	 -294.28 	 809.48 	 471.485 	
-355 	 1669 	 -1763 	 -367.465 	 798.77 	 375.165 	
-741 	 1037 	 -880 	 -440.195 	 747.635 	 242.9 	
-1226 	 717 	 -275 	 -505.89 	 659.995 	 127.925 	
-1243 	 459 	 320 	 -537.495 	 534.975 	 81.165 	
-539 	 259 	 626 	 -550.9 	 389.235 	 52.64 	
-353 	 122 	 631 	 -552.37 	 246.4 	 -3.15 	
303 	 640 	 146 	 -542.465 	 103.985 	 -82.985 	
706 	 1006 	 -309 	 -528.885 	 -9.38 	 -139.195 	
1047 	 1560 	 -731 	 -505.26 	 -110.145 	 -155.26 	
1371 	 1490 	 -1123 	 -479.045 	 -182.665 	 -122.01 	
1648 	 1314 	 -1347 	 -445.095 	 -226.31 	 -71.82 	
1868 	 972 	 -1435 	 -410.97 	 -245.315 	 -20.51 	
2063 	 747 	 -1414 	 -372.96 	 -242.9 	 26.04 	
2123 	 512 	 -1363 	 -333.06 	 -224.91 	 77.245 	
1984 	 422 	 -1186 	 -290.71 	 -196.77 	 128.835 	
1845 	 297 	 -1000 	 -251.51 	 -166.005 	 163.38 	
1617 	 239 	 -844 	 -214.865 	 -134.26 	 165.305 	
1409 	 335 	 -730 	 -179.76 	 -105.245 	 142.065 	
1326 	 464 	 -664 	 -148.785 	 -82.46 	 112.07 	
1285 	 578 	 -615 	 -120.575 	 -62.545 	 87.745 	
1132 	 715 	 -552 	 -95.76 	 -44.52 	 75.53 	
1050 	 722 	 -525 	 -75.04 	 -30.59 	 74.795 	
913 	 691 	 -481 	 -57.155 	 -18.655 	 74.305 	
792 	 657 	 -443 	 -42.63 	 -10.99 	 70.56 	
635 	 597 	 -420 	 -30.275 	 -6.65 	 66.64 	
586 	 533 	 -424 	 -18.445 	 -6.475 	 63.245 	
533 	 488 	 -408 	 -8.33 	 -8.015 	 58.45 	
517 	 452 	 -414 	 0.21 	 -11.62 	 51.38 	
525 	 435 	 -427 	 7.315 	 -16.17 	 40.6 	
561 	 403 	 -447 	 11.97 	 -20.51 	 23.275 	
585 	 422 	 -448 	 15.085 	 -23.87 	 1.645 	
670 	 444 	 -481 	 16.975 	 -27.055 	 -10.29 	
663 	 439 	 -477 	 19.11 	 -27.825 	 -6.195 	
758 	 374 	 -518 	 20.965 	 -29.75 	 5.95 	
769 	 290 	 -528 	 22.75 	 -29.26 	 15.015 	
762 	 229 	 -532 	 23.905 	 -28.91 	 15.26 	
743 	 179 	 -538 	 24.605 	 -28.21 	 7.665 	
755 	 143 	 -550 	 25.095 	 -27.44 	 -6.055 	
768 	 120 	 -558 	 25.55 	 -26.18 	 -21.0 	
762 	 124 	 -569 	 26.425 	 -24.29 	 -31.85 	
772 	 115 	 -576 	 27.58 	 -22.015 	 -37.275 	
783 	 137 	 -569 	 29.155 	 -19.005 	 -39.655 	
