STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
298 	 -367 	 -1129 	 230.965 	 101.29 	 20.685 	
290 	 -457 	 -1176 	 239.33 	 104.755 	 16.835 	
267 	 -560 	 -1223 	 248.57 	 109.06 	 13.37 	
226 	 -729 	 -1355 	 259.42 	 113.575 	 12.81 	
206 	 -916 	 -1413 	 273.14 	 118.79 	 9.975 	
211 	 -1213 	 -1415 	 287.21 	 126.35 	 -2.975 	
655 	 -1516 	 -1455 	 303.975 	 136.325 	 -35.735 	
1301 	 -1813 	 -1316 	 320.775 	 157.955 	 -87.395 	
2306 	 -2333 	 -1513 	 335.335 	 194.565 	 -128.24 	
3076 	 -2122 	 -1846 	 350.0 	 248.675 	 -107.31 	
3618 	 -1128 	 -2075 	 365.015 	 312.06 	 61.425 	
3959 	 -145 	 -2314 	 375.62 	 374.43 	 381.29 	
4099 	 53 	 -2270 	 374.22 	 429.555 	 677.46 	
4230 	 291 	 -2234 	 334.53 	 487.76 	 711.62 	
3310 	 1525 	 -1904 	 244.72 	 551.705 	 518.84 	
2001 	 2719 	 -1299 	 116.83 	 607.425 	 368.165 	
539 	 3420 	 -549 	 -23.24 	 649.705 	 367.675 	
-7 	 3430 	 -142 	 -173.495 	 652.96 	 374.045 	
-468 	 3178 	 47 	 -324.38 	 623.455 	 285.845 	
-796 	 2601 	 198 	 -474.74 	 559.685 	 154.42 	
-1097 	 1858 	 344 	 -603.54 	 462.805 	 47.985 	
-904 	 871 	 330 	 -694.855 	 330.68 	 -35.945 	
-567 	 57 	 264 	 -742.07 	 180.88 	 -126.805 	
-199 	 -83 	 -74 	 -750.715 	 27.615 	 -226.24 	
-11 	 318 	 -409 	 -727.475 	 -107.765 	 -266.21 	
306 	 674 	 -851 	 -675.535 	 -217.63 	 -204.155 	
1163 	 666 	 -1281 	 -611.345 	 -288.435 	 -102.165 	
1589 	 708 	 -1443 	 -553.7 	 -310.835 	 -27.72 	
1910 	 745 	 -1486 	 -509.985 	 -304.955 	 3.78 	
1766 	 751 	 -1376 	 -473.165 	 -276.045 	 12.635 	
1716 	 606 	 -1238 	 -439.81 	 -242.795 	 18.235 	
1441 	 441 	 -984 	 -403.97 	 -204.4 	 23.695 	
1158 	 381 	 -697 	 -366.17 	 -168.21 	 30.94 	
881 	 288 	 -483 	 -328.65 	 -136.605 	 36.225 	
829 	 128 	 -383 	 -290.745 	 -113.12 	 23.52 	
718 	 142 	 -291 	 -252.595 	 -94.36 	 -1.68 	
577 	 323 	 -223 	 -214.2 	 -80.08 	 -9.485 	
539 	 384 	 -206 	 -179.025 	 -70.595 	 6.965 	
545 	 437 	 -234 	 -146.825 	 -63.245 	 28.735 	
508 	 564 	 -251 	 -119.7 	 -57.12 	 48.335 	
538 	 612 	 -303 	 -98.175 	 -53.41 	 67.655 	
559 	 703 	 -346 	 -81.06 	 -49.105 	 79.905 	
605 	 712 	 -422 	 -69.895 	 -45.22 	 79.415 	
643 	 709 	 -493 	 -62.16 	 -40.845 	 65.38 	
