STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
436 	 -360 	 -1066 	 230.335 	 126.91 	 -67.13 	
452 	 -468 	 -1088 	 233.8 	 134.715 	 -57.89 	
514 	 -547 	 -1091 	 238.595 	 142.625 	 -50.435 	
601 	 -640 	 -1111 	 243.845 	 150.675 	 -42.56 	
642 	 -738 	 -1135 	 250.53 	 159.39 	 -33.18 	
675 	 -804 	 -1162 	 258.545 	 168.385 	 -22.54 	
674 	 -913 	 -1207 	 266.665 	 177.625 	 -9.905 	
728 	 -976 	 -1249 	 276.78 	 186.13 	 2.975 	
790 	 -1097 	 -1254 	 287.175 	 195.44 	 17.045 	
882 	 -1285 	 -1187 	 298.095 	 204.68 	 31.605 	
961 	 -1480 	 -1076 	 310.24 	 214.095 	 43.995 	
1107 	 -1708 	 -915 	 319.795 	 223.055 	 52.885 	
1419 	 -1766 	 -821 	 325.29 	 232.155 	 57.855 	
1619 	 -1362 	 -578 	 324.765 	 244.965 	 68.985 	
1966 	 -923 	 -345 	 305.375 	 257.88 	 103.39 	
2312 	 -471 	 -110 	 267.995 	 271.88 	 155.225 	
2407 	 150 	 219 	 209.09 	 290.64 	 208.25 	
2094 	 533 	 551 	 122.08 	 312.97 	 267.19 	
1681 	 1413 	 793 	 12.53 	 336.14 	 303.415 	
1275 	 1699 	 849 	 -126.385 	 360.395 	 293.51 	
626 	 2185 	 787 	 -281.015 	 382.095 	 222.985 	
178 	 2152 	 597 	 -445.9 	 388.325 	 145.635 	
-361 	 1936 	 496 	 -596.995 	 377.195 	 86.31 	
-389 	 1201 	 365 	 -730.695 	 342.125 	 38.045 	
-256 	 522 	 316 	 -826.21 	 287.805 	 -17.955 	
293 	 -137 	 277 	 -883.995 	 210.91 	 -80.78 	
797 	 -691 	 270 	 -905.66 	 129.885 	 -150.08 	
1127 	 -733 	 24 	 -884.38 	 43.54 	 -218.715 	
1298 	 -369 	 -225 	 -832.965 	 -30.66 	 -228.095 	
1108 	 127 	 -408 	 -760.06 	 -83.055 	 -155.4 	
1195 	 312 	 -587 	 -675.325 	 -112.56 	 -43.505 	
1407 	 308 	 -658 	 -590.835 	 -115.15 	 44.975 	
1534 	 228 	 -610 	 -512.715 	 -97.615 	 82.88 	
1374 	 371 	 -446 	 -439.88 	 -72.975 	 84.665 	
1096 	 487 	 -248 	 -371.735 	 -49.525 	 89.46 	
808 	 432 	 -98 	 -307.895 	 -31.29 	 101.045 	
715 	 247 	 9 	 -249.62 	 -21.035 	 103.705 	
420 	 319 	 126 	 -195.055 	 -14.455 	 103.705 	
387 	 330 	 132 	 -146.23 	 -16.905 	 114.345 	
485 	 372 	 74 	 -103.705 	 -21.175 	 115.955 	
563 	 578 	 -13 	 -71.435 	 -26.39 	 98.525 	
632 	 845 	 -123 	 -48.335 	 -31.43 	 78.155 	
702 	 1076 	 -203 	 -35.98 	 -35.385 	 59.325 	
763 	 1183 	 -270 	 -33.81 	 -38.115 	 39.55 	
