STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
1258 	 -719 	 -787 	 157.605 	 175.175 	 -55.405 	
1466 	 -808 	 -716 	 167.3 	 190.225 	 -30.38 	
1814 	 -1027 	 -678 	 176.89 	 206.15 	 8.785 	
2268 	 -1008 	 -498 	 187.845 	 223.405 	 62.44 	
2569 	 -933 	 -283 	 192.08 	 242.27 	 139.37 	
2574 	 -524 	 -51 	 187.81 	 262.115 	 248.92 	
2818 	 370 	 -12 	 163.38 	 281.995 	 379.96 	
3290 	 630 	 -193 	 108.045 	 310.135 	 495.95 	
3884 	 837 	 -480 	 21.805 	 357.28 	 513.905 	
3562 	 1704 	 -520 	 -96.32 	 424.62 	 451.115 	
2894 	 2422 	 -780 	 -233.275 	 492.905 	 427.665 	
2085 	 2998 	 -1184 	 -368.69 	 560.07 	 462.665 	
1186 	 3014 	 -1829 	 -502.88 	 613.55 	 473.445 	
305 	 2942 	 -2179 	 -618.87 	 638.225 	 407.12 	
-730 	 2182 	 -2063 	 -729.05 	 626.255 	 283.045 	
-1544 	 1209 	 -1516 	 -814.24 	 555.485 	 131.775 	
-1654 	 292 	 -724 	 -861.665 	 429.87 	 -7.595 	
-1665 	 -558 	 -34 	 -857.43 	 277.235 	 -103.18 	
-1103 	 -724 	 353 	 -802.865 	 85.365 	 -185.15 	
-546 	 -474 	 -294 	 -716.03 	 -107.31 	 -267.61 	
-12 	 423 	 -668 	 -607.25 	 -243.46 	 -278.495 	
877 	 641 	 -1107 	 -500.185 	 -340.095 	 -189.595 	
1508 	 1061 	 -1426 	 -401.73 	 -380.905 	 -71.435 	
1956 	 1199 	 -1635 	 -331.625 	 -376.53 	 35.42 	
2255 	 1145 	 -1755 	 -289.03 	 -343.945 	 80.885 	
2165 	 1041 	 -1597 	 -261.835 	 -292.6 	 66.22 	
1988 	 938 	 -1340 	 -238.315 	 -238.14 	 39.2 	
1669 	 813 	 -1000 	 -213.22 	 -184.8 	 35.91 	
1389 	 567 	 -685 	 -187.46 	 -139.02 	 50.96 	
1047 	 311 	 -437 	 -160.335 	 -100.45 	 58.03 	
795 	 252 	 -244 	 -132.405 	 -71.82 	 44.905 	
538 	 262 	 -138 	 -107.065 	 -52.36 	 23.52 	
390 	 402 	 -111 	 -83.965 	 -42.455 	 4.235 	
349 	 485 	 -117 	 -65.59 	 -38.5 	 -4.795 	
258 	 702 	 -124 	 -51.205 	 -37.625 	 2.835 	
299 	 732 	 -190 	 -42.455 	 -40.67 	 30.275 	
377 	 720 	 -280 	 -36.435 	 -42.84 	 57.085 	
480 	 633 	 -341 	 -35.07 	 -44.275 	 64.225 	
551 	 526 	 -397 	 -37.345 	 -43.295 	 46.13 	
585 	 503 	 -444 	 -40.32 	 -41.125 	 13.58 	
582 	 504 	 -460 	 -43.19 	 -38.465 	 -16.135 	
571 	 508 	 -476 	 -45.36 	 -35.98 	 -34.055 	
595 	 494 	 -490 	 -46.725 	 -33.81 	 -40.53 	
586 	 503 	 -508 	 -47.04 	 -31.045 	 -37.065 	
589 	 510 	 -523 	 -46.865 	 -28.595 	 -25.34 	
619 	 467 	 -549 	 -46.48 	 -25.97 	 -13.65 	
