STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
645 	 -1527 	 -853 	 304.955 	 137.235 	 18.655 	
738 	 -1844 	 -691 	 320.005 	 141.575 	 11.9 	
1004 	 -2126 	 -563 	 334.67 	 148.015 	 -1.715 	
1509 	 -2230 	 -385 	 348.25 	 159.985 	 -20.615 	
1951 	 -2271 	 -200 	 352.765 	 181.16 	 -35.98 	
2448 	 -2085 	 -40 	 344.645 	 206.605 	 -34.16 	
2510 	 -1146 	 136 	 321.86 	 240.695 	 8.225 	
2863 	 -125 	 253 	 270.795 	 275.205 	 115.815 	
3243 	 1041 	 235 	 191.835 	 315.035 	 249.305 	
3166 	 1639 	 226 	 77.105 	 361.83 	 345.625 	
2854 	 2293 	 254 	 -62.86 	 412.72 	 352.345 	
2263 	 2884 	 253 	 -228.55 	 462.945 	 287.91 	
1415 	 3079 	 -104 	 -412.545 	 498.96 	 214.095 	
709 	 3151 	 -615 	 -585.865 	 504.77 	 156.625 	
231 	 2616 	 -997 	 -741.51 	 476.385 	 97.3 	
-383 	 1328 	 -994 	 -864.01 	 405.965 	 23.765 	
-746 	 245 	 -529 	 -935.97 	 293.475 	 -53.9 	
-882 	 -706 	 -119 	 -959.35 	 150.15 	 -117.495 	
-866 	 -1380 	 19 	 -919.03 	 -14.84 	 -214.76 	
-703 	 -310 	 -413 	 -848.89 	 -167.895 	 -310.135 	
-529 	 423 	 -669 	 -771.085 	 -282.8 	 -293.37 	
804 	 343 	 -1198 	 -668.92 	 -373.765 	 -167.23 	
1810 	 489 	 -1405 	 -568.785 	 -396.515 	 -79.975 	
2225 	 733 	 -1549 	 -492.59 	 -376.145 	 -23.73 	
2303 	 722 	 -1511 	 -438.41 	 -328.825 	 8.33 	
1939 	 954 	 -1249 	 -391.02 	 -268.135 	 33.565 	
1626 	 824 	 -985 	 -352.065 	 -207.9 	 81.025 	
1242 	 721 	 -726 	 -314.58 	 -149.45 	 119.455 	
1080 	 341 	 -527 	 -282.45 	 -103.145 	 108.5 	
924 	 127 	 -309 	 -252.525 	 -69.125 	 40.32 	
732 	 23 	 -153 	 -222.215 	 -46.76 	 -37.905 	
437 	 163 	 -19 	 -187.95 	 -34.335 	 -80.605 	
243 	 305 	 39 	 -153.72 	 -31.395 	 -73.675 	
124 	 419 	 33 	 -122.185 	 -33.495 	 -39.445 	
207 	 435 	 -45 	 -96.005 	 -38.57 	 -3.535 	
228 	 616 	 -127 	 -74.445 	 -41.335 	 26.88 	
388 	 651 	 -233 	 -60.445 	 -44.45 	 52.71 	
555 	 649 	 -344 	 -50.61 	 -43.4 	 56.735 	
644 	 643 	 -407 	 -46.865 	 -39.06 	 34.23 	
663 	 660 	 -459 	 -45.29 	 -32.865 	 2.31 	
652 	 699 	 -470 	 -44.485 	 -26.39 	 -23.45 	
653 	 676 	 -478 	 -44.66 	 -20.37 	 -38.395 	
652 	 619 	 -500 	 -44.38 	 -14.805 	 -46.34 	
683 	 558 	 -512 	 -42.455 	 -9.625 	 -46.27 	
642 	 552 	 -495 	 -39.025 	 -5.145 	 -33.285 	
669 	 448 	 -497 	 -34.58 	 -1.575 	 -12.845 	
649 	 404 	 -492 	 -28.77 	 2.205 	 -2.17 	
