STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
2748 	 -1998 	 -1811 	0 	 0 	 0 	
-1123 	 375 	 -2748 	0 	 0 	 0 	
-4497 	 1749 	 7745 	0 	 0 	 0 	
7683 	 2186 	 -6746 	0 	 0 	 0 	
5434 	 3186 	 0 	0 	 0 	 0 	
2997 	 4685 	 -2748 	0 	 0 	 0 	
311 	 6808 	 -6371 	0 	 0 	 0 	
-625 	 -6621 	 -3060 	0 	 0 	 0 	
-875 	 -1749 	 -6871 	0 	 0 	 0 	
998 	 3810 	 -5746 	0 	 0 	 0 	
3996 	 -1999 	 -3185 	0 	 0 	 0 	
-4311 	 1186 	 4060 	0 	 0 	 0 	
5245 	 -686 	 6746 	0 	 0 	 0 	
-375 	 -6870 	 4747 	0 	 0 	 0 	
-7433 	 5996 	 -4559 	0 	 0 	 0 	
-1499 	 -687 	 2873 	0 	 0 	 0 	
2811 	 811 	 -1873 	0 	 0 	 0 	
7558 	 -4872 	 -5996 	0 	 0 	 0 	
-3996 	 187 	 -4372 	0 	 0 	 0 	
1937 	 3435 	 1998 	0 	 0 	 0 	
7496 	 -7745 	 62 	0 	 0 	 0 	
-3809 	 -3809 	 3622 	0 	 0 	 0 	
250 	 187 	 3435 	0 	 0 	 0 	
3249 	 1999 	 6433 	0 	 0 	 0 	
6184 	 3498 	 -1311 	0 	 0 	 0 	
6684 	 1812 	 -3997 	0 	 0 	 0 	
7621 	 438 	 -5871 	0 	 0 	 0 	
7496 	 -3184 	 3248 	0 	 0 	 0 	
7558 	 -5245 	 1873 	0 	 0 	 0 	
7121 	 7808 	 4247 	0 	 0 	 0 	
6247 	 4810 	 -1374 	0 	 0 	 0 	
4935 	 937 	 -6246 	0 	 0 	 0 	
4060 	 -3810 	 -4622 	0 	 0 	 0 	
3436 	 6308 	 5871 	0 	 0 	 0 	
2623 	 -749 	 -6496 	0 	 0 	 0 	
3935 	 7495 	 3497 	0 	 0 	 0 	
4997 	 -561 	 -624 	0 	 0 	 0 	
-7370 	 -6995 	 4684 	0 	 0 	 0 	
