STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-920 	 69 	 -503 	43.54 	 -75.88 	 -6.02 	
-912 	 61 	 -493 	42.84 	 -74.445 	 -6.965 	
-921 	 67 	 -478 	42.035 	 -73.08 	 -9.765 	
-933 	 52 	 -462 	40.915 	 -71.82 	 -11.515 	
-939 	 30 	 -452 	40.11 	 -70.735 	 -12.11 	
-954 	 0 	 -431 	39.69 	 -69.615 	 -12.67 	
-920 	 -3 	 -430 	39.795 	 -68.775 	 -13.37 	
-941 	 3 	 -398 	39.48 	 -66.78 	 -12.6 	
-943 	 16 	 -384 	39.585 	 -65.835 	 -8.61 	
-926 	 20 	 -388 	39.13 	 -64.295 	 -3.185 	
-929 	 9 	 -378 	38.22 	 -62.265 	 -0.35 	
-935 	 4 	 -377 	37.24 	 -60.62 	 -0.91 	
-966 	 -13 	 -372 	36.33 	 -58.94 	 -3.255 	
-998 	 -47 	 -360 	35.84 	 -58.065 	 -6.09 	
-991 	 -72 	 -351 	36.015 	 -57.785 	 -9.45 	
-999 	 -78 	 -328 	36.225 	 -57.26 	 -12.32 	
-1014 	 -72 	 -319 	36.995 	 -57.68 	 -11.935 	
-990 	 -46 	 -326 	37.835 	 -58.1 	 -8.365 	
-993 	 -49 	 -311 	38.045 	 -57.89 	 -4.27 	
-986 	 -49 	 -305 	38.36 	 -58.17 	 -1.54 	
-974 	 -77 	 -305 	38.325 	 -58.03 	 -1.05 	
-977 	 -85 	 -290 	38.675 	 -57.435 	 -3.535 	
-984 	 -101 	 -277 	38.885 	 -57.19 	 -7.805 	
-982 	 -82 	 -279 	39.13 	 -56.84 	 -11.69 	
-1008 	 -69 	 -271 	39.06 	 -56.315 	 -13.475 	
-1003 	 -50 	 -276 	38.99 	 -56.525 	 -13.335 	
-1003 	 -51 	 -266 	38.29 	 -56.315 	 -12.88 	
-997 	 -56 	 -256 	37.59 	 -56.175 	 -13.615 	
-998 	 -69 	 -242 	36.995 	 -56.035 	 -14.91 	
-996 	 -85 	 -229 	36.925 	 -55.86 	 -16.03 	
-968 	 -97 	 -218 	37.17 	 -55.37 	 -17.15 	
-979 	 -107 	 -194 	37.415 	 -54.32 	 -17.99 	
-982 	 -107 	 -195 	38.22 	 -53.795 	 -17.78 	
-982 	 -100 	 -199 	38.955 	 -52.78 	 -17.465 	
-995 	 -107 	 -192 	39.235 	 -51.52 	 -18.445 	
-1009 	 -97 	 -187 	39.69 	 -50.575 	 -20.44 	
-1020 	 -101 	 -184 	39.935 	 -49.735 	 -22.4 	
-1024 	 -108 	 -171 	40.495 	 -48.965 	 -23.765 	
-1012 	 -128 	 -162 	41.23 	 -48.545 	 -24.64 	
-983 	 -120 	 -161 	42.385 	 -47.6 	 -24.99 	
-991 	 -125 	 -135 	43.085 	 -46.27 	 -23.66 	
-971 	 -96 	 -142 	43.995 	 -45.5 	 -20.23 	
-967 	 -88 	 -143 	44.24 	 -43.96 	 -16.17 	
-966 	 -74 	 -140 	43.995 	 -42.42 	 -13.37 	
-972 	 -68 	 -137 	43.12 	 -40.81 	 -12.005 	
-978 	 -71 	 -127 	41.965 	 -39.27 	 -11.62 	
-977 	 -84 	 -120 	40.775 	 -38.045 	 -11.515 	
-964 	 -89 	 -119 	39.795 	 -36.715 	 -11.55 	
-958 	 -94 	 -101 	38.57 	 -35.105 	 -11.2 	
-958 	 -89 	 -95 	37.555 	 -33.88 	 -9.835 	
-955 	 -79 	 -102 	36.715 	 -32.585 	 -7.735 	
-958 	 -79 	 -95 	35.56 	 -30.835 	 -5.53 	
-968 	 -89 	 -84 	34.125 	 -29.435 	 -3.535 	
-971 	 -88 	 -90 	32.935 	 -28.315 	 -1.785 	
-979 	 -90 	 -85 	31.535 	 -27.055 	 -0.875 	
-982 	 -94 	 -79 	30.03 	 -26.005 	 -0.595 	
-982 	 -88 	 -73 	28.665 	 -25.095 	 0 	
-987 	 -91 	 -67 	27.09 	 -24.15 	 1.12 	
-983 	 -93 	 -62 	25.83 	 -23.485 	 2.205 	
-974 	 -96 	 -58 	24.57 	 -22.68 	 2.555 	
-977 	 -88 	 -60 	23.24 	 -21.7 	 2.45 	
-973 	 -77 	 -63 	22.085 	 -20.545 	 3.5 	
-980 	 -81 	 -55 	20.825 	 -19.25 	 6.3 	
-960 	 -86 	 -53 	19.775 	 -18.06 	 9.415 	
-960 	 -98 	 -48 	18.76 	 -16.275 	 11.305 	
-952 	 -100 	 -49 	17.745 	 -14.385 	 11.55 	
