STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
85 	 922 	 -349 	-0.665 	 0.21 	 -1.75 	
88 	 921 	 -350 	-1.05 	 0.245 	 -2.065 	
90 	 922 	 -348 	-1.4 	 0.42 	 -1.855 	
90 	 924 	 -351 	-1.61 	 0.455 	 -1.12 	
89 	 923 	 -353 	-1.785 	 0.49 	 -0.035 	
90 	 929 	 -355 	-1.96 	 0.525 	 0.98 	
88 	 929 	 -359 	-2.17 	 0.56 	 1.435 	
90 	 928 	 -361 	-2.38 	 0.595 	 1.085 	
87 	 932 	 -365 	-2.415 	 0.63 	 0.21 	
89 	 933 	 -368 	-2.45 	 0.63 	 -0.7 	
87 	 935 	 -364 	-2.24 	 0.595 	 -1.365 	
83 	 929 	 -360 	-1.925 	 0.455 	 -1.33 	
86 	 927 	 -358 	-1.4 	 0.315 	 -0.735 	
88 	 925 	 -361 	-0.84 	 0.245 	 -0.07 	
91 	 928 	 -364 	-0.245 	 0.175 	 0.28 	
91 	 929 	 -368 	0.315 	 0.175 	 0.21 	
89 	 929 	 -368 	0.875 	 0.14 	 -0.105 	
90 	 930 	 -366 	1.295 	 0.14 	 -0.56 	
90 	 926 	 -365 	1.715 	 0.105 	 -0.945 	
86 	 927 	 -362 	1.96 	 0.14 	 -0.945 	
80 	 927 	 -359 	2.275 	 0.07 	 -0.525 	
77 	 923 	 -358 	2.52 	 -0.105 	 0.14 	
79 	 921 	 -355 	2.66 	 -0.245 	 0.525 	
78 	 919 	 -355 	2.73 	 -0.42 	 0.385 	
75 	 920 	 -355 	2.8 	 -0.595 	 -0.105 	
72 	 923 	 -355 	2.73 	 -0.7 	 -0.805 	
73 	 926 	 -353 	2.66 	 -0.91 	 -1.54 	
74 	 925 	 -351 	2.485 	 -1.015 	 -2.17 	
78 	 927 	 -350 	2.135 	 -1.12 	 -2.59 	
81 	 930 	 -350 	1.855 	 -1.19 	 -2.66 	
86 	 929 	 -350 	1.54 	 -1.12 	 -2.38 	
92 	 926 	 -344 	1.295 	 -1.12 	 -1.82 	
99 	 925 	 -346 	0.945 	 -0.98 	 -1.155 	
98 	 932 	 -350 	0.665 	 -0.805 	 -0.21 	
96 	 933 	 -352 	0.385 	 -0.595 	 0.98 	
100 	 933 	 -349 	0.14 	 -0.42 	 2.03 	
102 	 932 	 -351 	-0.14 	 -0.105 	 2.625 	
103 	 930 	 -350 	-0.28 	 0.21 	 2.87 	
101 	 927 	 -348 	-0.42 	 0.49 	 3.045 	
103 	 924 	 -344 	-0.35 	 0.7 	 3.08 	
104 	 921 	 -343 	-0.245 	 0.945 	 2.765 	
102 	 921 	 -344 	-0.21 	 1.155 	 2.275 	
102 	 929 	 -343 	-0.14 	 1.4 	 2.135 	
97 	 945 	 -345 	-0.105 	 1.47 	 3.255 	
99 	 923 	 -357 	-0.07 	 1.4 	 5.81 	
103 	 948 	 -353 	0.035 	 1.365 	 8.155 	
98 	 937 	 -359 	-0.175 	 1.4 	 9.275 	
107 	 965 	 -362 	-0.35 	 1.33 	 9.345 	
91 	 933 	 -367 	-0.735 	 1.435 	 9.66 	
107 	 940 	 -366 	-0.735 	 1.295 	 9.975 	
108 	 921 	 -351 	-0.875 	 1.365 	 9.1 	
116 	 916 	 -353 	-0.77 	 1.33 	 6.895 	
111 	 903 	 -341 	-0.595 	 1.575 	 4.725 	
111 	 915 	 -338 	-0.175 	 1.575 	 3.185 	
111 	 909 	 -335 	0.21 	 1.505 	 2.695 	
108 	 917 	 -334 	0.595 	 1.505 	 3.29 	
100 	 918 	 -333 	0.84 	 1.435 	 4.69 	
101 	 919 	 -340 	1.085 	 1.225 	 5.635 	
105 	 915 	 -347 	1.26 	 1.12 	 5.04 	
108 	 919 	 -348 	1.26 	 1.155 	 2.87 	
102 	 919 	 -353 	1.12 	 1.155 	 0.105 	
111 	 911 	 -344 	0.84 	 1.225 	 -2.625 	
105 	 929 	 -344 	0.875 	 1.225 	 -4.585 	
102 	 926 	 -338 	0.525 	 1.155 	 -4.655 	
107 	 938 	 -336 	0.28 	 0.98 	 -2.94 	
106 	 928 	 -333 	-0.035 	 0.84 	 -0.14 	
114 	 918 	 -333 	-0.28 	 0.7 	 2.17 	
118 	 908 	 -334 	-0.56 	 0.735 	 2.87 	
120 	 908 	 -338 	-0.77 	 0.805 	 1.54 	
119 	 913 	 -340 	-0.945 	 0.98 	 -0.875 	
115 	 927 	 -343 	-1.295 	 1.12 	 -3.115 	
105 	 939 	 -348 	-1.61 	 1.155 	 -3.99 	
