STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
1030 	 264 	 -140 	2.94 	 -11.62 	 13.79 	
1012 	 275 	 -127 	2.31 	 -8.68 	 9.94 	
1005 	 277 	 -121 	1.575 	 -5.81 	 8.4 	
988 	 267 	 -116 	0.91 	 -2.975 	 7.175 	
992 	 263 	 -109 	0.35 	 -0.42 	 4.62 	
981 	 265 	 -108 	-0.35 	 2.275 	 1.05 	
992 	 272 	 -113 	-0.91 	 4.445 	 -2.24 	
983 	 264 	 -97 	-1.435 	 6.615 	 -4.375 	
980 	 257 	 -101 	-1.75 	 8.085 	 -3.955 	
960 	 252 	 -96 	-1.61 	 8.96 	 0.455 	
954 	 239 	 -89 	-1.26 	 9.345 	 6.195 	
955 	 225 	 -87 	-0.805 	 9.24 	 8.225 	
951 	 223 	 -79 	-0.21 	 8.75 	 4.55 	
940 	 228 	 -73 	0.245 	 7.945 	 -2.38 	
926 	 227 	 -63 	0.805 	 6.72 	 -8.925 	
927 	 236 	 -54 	1.435 	 5.18 	 -12.845 	
924 	 242 	 -56 	1.96 	 3.605 	 -13.09 	
942 	 249 	 -67 	2.45 	 2.17 	 -10.29 	
960 	 255 	 -79 	2.87 	 0.98 	 -5.46 	
975 	 270 	 -96 	3.15 	 0.035 	 1.19 	
981 	 260 	 -84 	3.395 	 -0.49 	 7.77 	
976 	 236 	 -80 	3.36 	 -0.56 	 9.52 	
979 	 238 	 -70 	3.535 	 -0.84 	 5.18 	
953 	 240 	 -62 	3.465 	 -0.91 	 -0.805 	
957 	 252 	 -64 	3.675 	 -1.575 	 -4.375 	
949 	 262 	 -54 	3.745 	 -2.135 	 -4.865 	
961 	 264 	 -55 	3.71 	 -2.765 	 -3.29 	
966 	 268 	 -56 	3.605 	 -2.87 	 -0.98 	
981 	 272 	 -73 	3.29 	 -2.73 	 0.77 	
992 	 273 	 -85 	3.08 	 -2.345 	 1.785 	
1000 	 278 	 -85 	2.8 	 -1.61 	 2.8 	
985 	 269 	 -78 	2.45 	 -0.735 	 3.745 	
980 	 263 	 -71 	2.24 	 -0.35 	 3.22 	
966 	 257 	 -49 	2.135 	 -0.105 	 0.35 	
955 	 251 	 -63 	2.03 	 -0.42 	 -2.73 	
941 	 259 	 -49 	2.24 	 -0.77 	 -4.095 	
945 	 259 	 -47 	2.17 	 -1.75 	 -4.515 	
954 	 276 	 -43 	2.31 	 -2.31 	 -4.13 	
954 	 279 	 -54 	1.995 	 -2.835 	 -1.645 	
972 	 280 	 -69 	1.925 	 -3.36 	 1.575 	
987 	 275 	 -71 	1.61 	 -3.325 	 2.555 	
980 	 271 	 -76 	1.295 	 -3.22 	 0.735 	
974 	 272 	 -71 	1.05 	 -3.115 	 -2.1 	
971 	 268 	 -70 	0.805 	 -3.22 	 -4.83 	
962 	 265 	 -69 	0.665 	 -3.57 	 -6.72 	
958 	 264 	 -70 	0.7 	 -3.955 	 -7.035 	
956 	 272 	 -74 	0.805 	 -4.48 	 -5.705 	
960 	 273 	 -73 	0.84 	 -4.97 	 -3.675 	
969 	 273 	 -75 	0.875 	 -5.18 	 -2.59 	
972 	 275 	 -82 	0.84 	 -5.25 	 -2.555 	
977 	 271 	 -83 	0.875 	 -5.145 	 -3.045 	
983 	 271 	 -77 	0.98 	 -4.935 	 -3.465 	
982 	 264 	 -87 	1.12 	 -4.725 	 -2.94 	
989 	 260 	 -102 	1.575 	 -4.585 	 -1.715 	
995 	 245 	 -99 	1.82 	 -4.2 	 -1.89 	
994 	 256 	 -109 	2.135 	 -3.57 	 -3.29 	
986 	 266 	 -110 	2.38 	 -2.94 	 -3.64 	
990 	 269 	 -114 	2.52 	 -2.345 	 -2.59 	
976 	 274 	 -113 	2.66 	 -1.785 	 -1.855 	
974 	 265 	 -104 	2.59 	 -1.155 	 -3.01 	
959 	 269 	 -100 	2.45 	 -0.49 	 -5.39 	
958 	 284 	 -101 	2.31 	 -0.14 	 -6.475 	
954 	 289 	 -105 	2.17 	 0.245 	 -4.9 	
960 	 293 	 -120 	2.03 	 0.385 	 -1.295 	
961 	 283 	 -121 	1.785 	 0.77 	 1.89 	
960 	 270 	 -123 	1.575 	 1.225 	 2.03 	
955 	 275 	 -121 	1.47 	 1.75 	 0.035 	
950 	 279 	 -115 	1.365 	 2.065 	 -1.47 	
