STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1000 	 48 	 -225 	 19.425 	 -13.58 	 1.995 	
-999 	 51 	 -238 	 19.95 	 -13.3 	 -1.575 	
-1004 	 17 	 -251 	 20.755 	 -13.37 	 -6.02 	
-984 	 35 	 -264 	 22.715 	 -13.86 	 -11.305 	
-964 	 78 	 -282 	 24.115 	 -13.86 	 -16.73 	
-989 	 94 	 -286 	 24.745 	 -13.44 	 -22.12 	
-1004 	 79 	 -292 	 25.27 	 -13.23 	 -26.915 	
-1016 	 102 	 -292 	 26.39 	 -13.475 	 -31.465 	
-1012 	 144 	 -312 	 27.125 	 -13.685 	 -34.965 	
-1016 	 145 	 -325 	 27.02 	 -13.51 	 -37.205 	
-1035 	 128 	 -305 	 27.265 	 -13.65 	 -38.92 	
-1034 	 164 	 -296 	 28.595 	 -14.175 	 -40.355 	
-1039 	 220 	 -310 	 29.26 	 -14.14 	 -41.685 	
-1067 	 190 	 -309 	 28.875 	 -13.72 	 -42.945 	
-1088 	 109 	 -299 	 29.155 	 -13.86 	 -44.625 	
-1076 	 78 	 -286 	 30.38 	 -14.385 	 -47.145 	
-1053 	 74 	 -272 	 31.465 	 -14.42 	 -50.365 	
-1053 	 39 	 -254 	 32.27 	 -13.79 	 -54.215 	
-1048 	 0 	 -232 	 33.635 	 -13.44 	 -59.08 	
-1022 	 -43 	 -217 	 35.63 	 -13.16 	 -64.295 	
-1006 	 -135 	 -170 	 37.87 	 -11.935 	 -69.09 	
-986 	 -341 	 -61 	 40.565 	 -10.15 	 -72.24 	
-967 	 -626 	 107 	 44.52 	 -8.05 	 -72.695 	
-866 	 -1018 	 309 	 49.665 	 -5.495 	 -69.615 	
-709 	 -1476 	 559 	 56.63 	 -1.365 	 -62.825 	
-629 	 -1946 	 891 	 64.82 	 4.935 	 -53.48 	
-502 	 -2444 	 1234 	 73.57 	 11.55 	 -42.945 	
-329 	 -2817 	 1650 	 82.215 	 18.62 	 -34.125 	
-203 	 -3008 	 1986 	 87.465 	 26.39 	 -28.945 	
-19 	 -2827 	 2159 	 87.36 	 34.965 	 -30.03 	
224 	 -2476 	 2172 	 82.005 	 44.1 	 -40.32 	
498 	 -1895 	 2053 	 72.835 	 52.745 	 -60.06 	
699 	 -1085 	 1840 	 54.81 	 61.075 	 -86.205 	
580 	 -438 	 1645 	 22.05 	 71.855 	 -107.275 	
-12 	 -179 	 1648 	 -20.37 	 83.125 	 -112.07 	
-704 	 412 	 1667 	 -65.31 	 84.595 	 -97.3 	
-1149 	 1255 	 1470 	 -118.09 	 73.08 	 -56.98 	
-1353 	 1625 	 1208 	 -180.775 	 56.0 	 7.595 	
-1372 	 1975 	 711 	 -245.245 	 40.565 	 86.03 	
-1682 	 2579 	 212 	 -311.36 	 29.12 	 166.705 	
-2080 	 2944 	 -276 	 -382.165 	 15.82 	 240.975 	
-2261 	 2964 	 -770 	 -451.115 	 0.875 	 297.78 	
-2377 	 3078 	 -1247 	 -512.085 	 -10.08 	 329.28 	
-2384 	 3199 	 -1666 	 -569.24 	 -16.45 	 333.48 	
-2182 	 3009 	 -2033 	 -623.525 	 -20.055 	 312.865 	
-1993 	 2625 	 -2321 	 -667.45 	 -20.615 	 273.84 	
-1908 	 2238 	 -2429 	 -695.52 	 -20.055 	 224.315 	
-1857 	 1732 	 -2396 	 -708.82 	 -21.315 	 172.2 	
-1863 	 940 	 -2185 	 -706.335 	 -24.675 	 125.23 	
-1784 	 175 	 -1916 	 -684.74 	 -30.415 	 85.015 	
-1840 	 -302 	 -1528 	 -645.82 	 -35.595 	 52.605 	
-1796 	 -782 	 -1085 	 -594.195 	 -41.37 	 32.06 	
-1642 	 -1000 	 -751 	 -529.935 	 -46.655 	 14.63 	
-1401 	 -1305 	 9 	 -456.89 	 -45.045 	 -3.185 	
-1409 	 -1423 	 959 	 -376.95 	 -48.265 	 -32.655 	
-867 	 -1477 	 985 	 -287.56 	 -60.935 	 -67.34 	
-448 	 -937 	 325 	 -196.665 	 -61.005 	 -105.63 	
-676 	 -768 	 3 	 -112.875 	 -43.96 	 -121.345 	
-1107 	 -477 	 152 	 -29.82 	 -32.06 	 -125.37 	
-902 	 -63 	 14 	 50.4 	 -33.075 	 -118.65 	
-449 	 506 	 -412 	 119.945 	 -29.505 	 -109.27 	
-388 	 757 	 -624 	 174.615 	 -12.81 	 -96.95 	
-676 	 848 	 -668 	 219.485 	 5.845 	 -87.78 	
-753 	 1057 	 -873 	 257.53 	 15.435 	 -83.79 	
-529 	 1415 	 -1115 	 285.425 	 21.84 	 -85.855 	
-338 	 1597 	 -1258 	 300.195 	 33.635 	 -90.055 	
-382 	 1582 	 -1259 	 307.335 	 49.035 	 -92.645 	
-512 	 1564 	 -1223 	 309.89 	 61.67 	 -93.205 	
-553 	 1590 	 -1125 	 307.545 	 70.28 	 -88.97 	
-530 	 1511 	 -1100 	 299.005 	 77.175 	 -78.19 	
-597 	 1338 	 -1020 	 287.07 	 84.42 	 -61.565 	
-661 	 1096 	 -928 	 274.575 	 89.425 	 -40.39 	
-704 	 980 	 -802 	 263.2 	 91.875 	 -19.075 	
-724 	 865 	 -659 	 250.985 	 92.995 	 2.45 	
-765 	 688 	 -521 	 238.07 	 93.135 	 22.085 	
-830 	 506 	 -394 	 226.275 	 91.875 	 39.55 	
-910 	 412 	 -279 	 216.09 	 89.215 	 54.845 	
-986 	 318 	 -182 	 205.625 	 85.645 	 68.845 	
-1087 	 169 	 -110 	 195.3 	 81.235 	 80.675 	
-1156 	 22 	 -58 	 186.55 	 75.845 	 89.39 	
-1198 	 -26 	 -28 	 179.375 	 69.72 	 93.205 	
-1202 	 -25 	 -25 	 172.515 	 63.525 	 92.05 	
-1219 	 -26 	 -27 	 165.27 	 57.68 	 85.855 	
-1239 	 -40 	 -19 	 157.92 	 51.87 	 75.32 	
-1237 	 -49 	 -15 	 150.395 	 45.99 	 61.635 	
-1234 	 -57 	 -26 	 142.975 	 40.6 	 46.095 	
-1233 	 -60 	 -32 	 135.87 	 35.42 	 30.205 	
-1231 	 -42 	 -32 	 129.08 	 30.205 	 14.56 	
-1217 	 -20 	 -38 	 122.36 	 25.025 	 0.42 	
-1221 	 5 	 -40 	 116.13 	 20.16 	 -11.76 	
-1224 	 2 	 -42 	 109.935 	 15.575 	 -21.385 	
-1232 	 -11 	 -34 	 104.335 	 10.815 	 -28.595 	
-1227 	 -42 	 -25 	 99.365 	 5.95 	 -33.355 	
-1218 	 -64 	 -5 	 95.41 	 0.98 	 -36.19 	
-1208 	 -96 	 15 	 92.155 	 -4.025 	 -37.59 	
-1183 	 -145 	 28 	 89.425 	 -8.82 	 -37.555 	
-1167 	 -183 	 40 	 87.36 	 -13.335 	 -36.75 	
-1174 	 -218 	 52 	 86.135 	 -17.85 	 -35.105 	
-1193 	 -235 	 60 	 85.61 	 -22.54 	 -33.145 	
-1234 	 -266 	 95 	 85.225 	 -26.95 	 -31.045 	
-1254 	 -311 	 136 	 84.805 	 -31.395 	 -29.4 	
-1252 	 -373 	 153 	 84.84 	 -35.875 	 -28.875 	
-1237 	 -392 	 143 	 85.785 	 -40.32 	 -30.065 	
-1197 	 -361 	 122 	 87.045 	 -44.59 	 -33.6 	
-1140 	 -335 	 107 	 87.64 	 -48.195 	 -39.235 	
-1089 	 -342 	 97 	 87.99 	 -50.995 	 -46.935 	
-1047 	 -358 	 91 	 88.515 	 -53.41 	 -56.035 	
-1008 	 -360 	 82 	 89.005 	 -55.405 	 -65.87 	
-974 	 -362 	 75 	 89.6 	 -57.12 	 -75.705 	
-959 	 -365 	 70 	 89.985 	 -58.31 	 -84.77 	
-950 	 -358 	 64 	 90.685 	 -59.395 	 -92.68 	
-932 	 -337 	 57 	 91.385 	 -60.515 	 -99.015 	
-907 	 -315 	 50 	 91.875 	 -61.32 	 -103.67 	
-888 	 -294 	 42 	 92.295 	 -62.02 	 -106.435 	
-889 	 -269 	 40 	 92.785 	 -62.615 	 -107.345 	
-884 	 -245 	 37 	 93.205 	 -63.315 	 -106.365 	
-877 	 -226 	 33 	 93.45 	 -63.98 	 -103.74 	
-891 	 -212 	 31 	 93.765 	 -64.715 	 -99.47 	
-906 	 -208 	 31 	 94.08 	 -65.415 	 -94.15 	
-918 	 -212 	 36 	 94.64 	 -66.36 	 -87.85 	
-935 	 -223 	 40 	 95.06 	 -67.375 	 -80.955 	
-945 	 -249 	 43 	 95.585 	 -68.425 	 -73.745 	
-953 	 -289 	 54 	 96.46 	 -69.65 	 -66.64 	
-943 	 -341 	 71 	 97.685 	 -71.015 	 -59.92 	
-928 	 -398 	 87 	 98.98 	 -72.135 	 -53.865 	
-917 	 -463 	 108 	 100.73 	 -73.01 	 -48.58 	
-914 	 -515 	 132 	 102.725 	 -73.675 	 -44.24 	
-892 	 -578 	 159 	 105.245 	 -74.55 	 -40.495 	
-889 	 -653 	 200 	 108.01 	 -75.145 	 -37.45 	
-927 	 -780 	 284 	 110.705 	 -74.97 	 -34.405 	
-990 	 -926 	 398 	 113.4 	 -74.83 	 -32.095 	
-1012 	 -1072 	 471 	 116.445 	 -75.46 	 -30.975 	
-965 	 -1158 	 499 	 120.54 	 -75.915 	 -31.64 	
-890 	 -1168 	 539 	 124.845 	 -75.215 	 -34.405 	
-829 	 -1219 	 623 	 127.47 	 -73.01 	 -38.325 	
-786 	 -1318 	 752 	 128.94 	 -70.245 	 -43.715 	
-741 	 -1444 	 859 	 130.095 	 -67.025 	 -50.75 	
-634 	 -1473 	 951 	 129.885 	 -63.42 	 -58.8 	
-458 	 -1411 	 1056 	 127.855 	 -58.03 	 -69.09 	
-302 	 -1295 	 1179 	 123.025 	 -51.065 	 -80.605 	
