@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_GY_X numeric
@attribute F5_MEAN_on_GY_Y numeric
@attribute F6_MEAN_on_GY_Z numeric
@attribute F7_VAR_on_ACC_X numeric
@attribute F8_VAR_on_ACC_Y numeric
@attribute F9_VAR_on_ACC_Z numeric
@attribute F10_VAR_on_GY_X numeric
@attribute F11_VAR_on_GY_Y numeric
@attribute F12_VAR_on_GY_Z numeric
@attribute F13_PositiveZeroCross_on_ACC_X numeric
@attribute F14_PositiveZeroCross_on_ACC_Y numeric
@attribute F15_PositiveZeroCross_on_ACC_Z numeric
@attribute F16_PositiveZeroCross_on_GY_X numeric
@attribute F17_PositiveZeroCross_on_GY_Y numeric
@attribute F18_PositiveZeroCross_on_GY_Z numeric
@attribute F19_NegativeZeroCross_on_ACC_X numeric
@attribute F20_NegativeZeroCross_on_ACC_Y numeric
@attribute F21_NegativeZeroCross_on_ACC_Z numeric
@attribute F22_NegativeZeroCross_on_GY_X numeric
@attribute F23_NegativeZeroCross_on_GY_Y numeric
@attribute F24_NegativeZeroCross_on_GY_Z numeric
@attribute class {down, left, up, stand}

@data
-0.443604, -0.172119, -1.66211, -1.18457, -0.541504, 0.0317383, 0.234863, 1.60742, 1.69922, 19.5469, 1.16797, 0.449463, 0, 2, 0, 0, 2, 2, 0, 2, 0, 0, 2, 2, up
0.589844, 0.19458, 0.93457, 0.707031, 0.0410767, 0.0713501, 0.732422, 1.59277, 5.50391, 86.625, 6.35547, 9.57813, 0, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 2, up
-0.422607, -0.185425, -1.42578, 0.962402, -0.25, 0.0259857, 0.30249, 1.63379, 1.41211, 2.59375, 1.12207, 0.202637, 0, 0, 0, 0, 4, 2, 0, 2, 0, 2, 4, 2, up
0.672363, 0.110413, 0.802734, -1.59082, -0.336182, 0.342285, 1.61035, 1.93359, 6.625, 109.188, 15.1641, 16.7969, 2, 4, 2, 2, 4, 2, 0, 2, 0, 0, 4, 2, up
-0.33252, -0.233154, -1.37402, 2.52148, 0.38916, 0.120789, 0.0844727, 1.44727, 0.543945, 4.74219, 0.603516, 0.297363, 0, 0, 0, 0, 4, 2, 0, 2, 0, 2, 4, 2, up
0.481934, 0.0172272, 0.686035, -2.88672, -1.00879, 0.15625, 0.657715, 2.27539, 7.35938, 107, 6.83984, 7.24609, 2, 4, 2, 2, 4, 2, 0, 2, 0, 0, 4, 2, up
-0.185913, 0.488525, -1.03027, 2.61328, 0.233276, 0.227783, 0.003479, 0.036499, 0.0205078, 4.05469, 0.834961, 0.257813, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, up
0.157349, -0.335938, 0.331543, -3.86133, -0.961426, 0.0496826, 1.25977, 3.61719, 8.33594, 68.5, 4.10938, 4.56641, 6, 4, 2, 2, 6, 2, 6, 2, 2, 0, 4, 4, up
-0.197876, 0.450928, -1.0625, 4.41016, 0.739746, -0.47168, 0.00689697, 0.0847168, 0.0537109, 6.10938, 0.440918, 1.04883, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, up
0.116394, -0.675293, 0.266846, -4.79297, -1.40137, 0.487549, 1.12402, 2.56836, 10.0547, 65.375, 2.92383, 3.14258, 6, 4, 2, 2, 6, 2, 6, 2, 2, 0, 4, 4, up
-0.212158, 0.669434, -0.882813, 3.90039, 0.690918, -0.0881348, 0.00775146, 0.0883789, 0.0537109, 4.92969, 1.15527, 1.07324, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, up
0.0870361, -0.64502, -0.337158, -5.16797, -1.4541, 0.842285, 1.17871, 2.89648, 8.04688, 51.25, 4.9375, 5.58984, 4, 2, 2, 0, 2, 2, 4, 2, 2, 0, 2, 2, up
-0.0296631, 0.844238, -0.332031, 5.48047, 1.04004, -1.25879, 0.186768, 0.149414, 1.19922, 2.84375, 1.25977, 1.31543, 2, 0, 0, 0, 2, 0, 4, 0, 2, 0, 0, 2, up
-0.217407, -0.76416, -1.39453, -4.51953, -1.48633, 0.522461, 0.395996, 2.61133, 2.53711, 64.1875, 3.72852, 3.11328, 4, 2, 2, 0, 0, 2, 2, 2, 0, 0, 0, 2, up
0.336914, 0.601563, 0.824707, 3.44922, 0.559082, -0.159302, 0.425049, 1.12598, 4.24219, 22.6094, 2.55859, 4.5625, 0, 2, 0, 2, 4, 0, 0, 0, 0, 0, 2, 2, up
-0.314697, -0.490234, -1.7041, 0.235474, 0.0225677, -0.261475, 0.207642, 2.1875, 2.04102, 25.1875, 0.564453, 0.679199, 2, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2, up
0.837402, 0.0393982, 1.31055, -0.337158, -0.481201, 0.777832, 0.607422, 2.11914, 4.73047, 122.125, 12.2266, 13.9453, 0, 2, 2, 2, 2, 2, 0, 2, 0, 0, 0, 2, up
0.0128479, 0.14978, -1.00488, 0.00542068, -0.0859985, -0.074646, 0.000389576, 0.000793457, 0, 0.00410461, 0.000713348, 0.0336914, 2, 0, 0, 0, 0, 6, 2, 0, 0, 2, 0, 4, stand
0.0143051, 0.136841, -0.996582, -0.0535889, 0.0299377, -0.00482178, 8.7142e-05, 7.62939e-05, 0, 0.00378036, 0.00120354, 0.00484848, 4, 6, 0, 2, 0, 4, 4, 6, 0, 0, 0, 4, stand
0.0203857, 0.13501, -0.983887, 0.0334167, 0.0212097, -0.0115662, 0.000117064, 9.15527e-05, 0, 0.000426292, 0.000736713, 0.00442505, 4, 6, 0, 0, 0, 6, 4, 6, 2, 0, 2, 4, stand
-0.159424, 0.179077, -0.989746, -0.283447, -0.646973, -0.391357, 0.0123596, 0.000762939, 0, 0.0367432, 0.369629, 0.18103, 0, 2, 4, 0, 0, 0, 0, 2, 4, 2, 0, 2, stand
-0.42041, 0.365479, -0.995117, -1.4873, -2.7168, 0.732422, 0.00622559, 0.00720215, 0.00976563, 0.242188, 0.125, 0.167969, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, stand
-0.465332, 0.595215, -0.476563, -1.11914, -2.45117, 1.99316, 0.00231934, 0.0129395, 0.0240479, 0.0830078, 0.0898438, 0.386719, 8, 2, 0, 2, 2, 0, 10, 2, 0, 0, 0, 0, stand
-0.373779, 0.895508, -0.128174, -0.237427, -1.00195, 0.80957, 0.00305176, 0.00976563, 0.0071106, 0.0191345, 0.169922, 0.637695, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, stand
-0.172729, 0.94873, 0.00416565, 0.0266266, -0.455566, 1.12988, 0.00361633, 0.000976563, 0.000455141, 0.00387573, 0.000488281, 0.0576172, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, stand
-0.00375557, 0.96582, 0.0209351, -0.114258, -0.26416, 0.402832, 0.00098896, 0, 0.000448704, 0.00146484, 0.00476074, 0.0393066, 0, 4, 4, 0, 0, 0, 0, 4, 4, 0, 0, 0, stand
0.0628052, 1.02246, 0.0413818, -0.102295, -0.0426941, 0.232544, 0.000164032, 0, 6.10352e-05, 0.00062561, 0.00496292, 0.00296021, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, stand
-0.0222626, 0.993652, 0.00747681, 0.0700684, 0.0795898, -1.15234, 0.017868, 0, 0.00139999, 0.00714493, 0.00224686, 2.13672, 2, 4, 4, 0, 0, 2, 4, 4, 6, 0, 0, 2, stand
-0.616211, 0.728516, -0.0228882, 0.278076, 0.261963, -4.57813, 0.029541, 0.0371094, 0.00666809, 0.0351563, 0.0283203, 1.89063, 0, 2, 4, 0, 2, 0, 0, 2, 4, 2, 2, 0, stand
-1.0459, 0.168213, -0.0191193, -0.196045, -0.0523376, -1.37305, 0.00195313, 0.0193481, 0.00144291, 0.00860596, 0.0961304, 0.299805, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 2, 0, stand
-0.976074, -0.0246277, -0.0183411, -0.0701294, -0.0430298, -0.562988, 0, 0.00301361, 0.000223875, 0.00164032, 0.0437012, 0.593262, 0, 0, 6, 0, 2, 2, 2, 0, 6, 0, 0, 0, stand
-1.01367, -0.0791016, -0.0287018, 0.0155716, -0.0211792, -0.0444946, 0, 0.00100327, 0.00014925, 0.00200462, 0.00399399, 0.0188141, 8, 0, 6, 2, 4, 0, 6, 0, 6, 0, 6, 0, stand
-1.00488, -0.069397, -0.0182953, -0.010788, -0.0738525, 0.0500488, 0, 9.53674e-05, 5.14984e-05, 0.00248528, 0.000370026, 0.00239754, 6, 8, 4, 0, 0, 2, 6, 8, 4, 2, 0, 0, stand
-1.00098, -0.0678101, -0.015625, -0.000431299, -0.0367432, 0.0324402, 0, 7.24792e-05, 3.60012e-05, 0.000437498, 0.000638962, 0.0010767, 2, 6, 10, 2, 2, 6, 4, 4, 10, 0, 0, 6, stand
-1, -0.0600281, -0.00808716, 0.029892, -0.0596619, 0.00931549, 0, 4.95911e-05, 1.57356e-05, 9.72748e-05, 6.48499e-05, 0.00142288, 10, 8, 0, 0, 0, 4, 8, 8, 0, 0, 0, 4, stand
-1.00195, -0.0419006, -0.00843811, -0.0456543, 0.115051, 0.0824585, 0, 0.000197411, 5.28693e-05, 0.00293159, 0.00528717, 0.00279236, 0, 0, 4, 0, 0, 2, 2, 2, 6, 2, 0, 4, stand
-1.00391, -0.0400696, -0.0430603, -0.0265198, -0.00907898, -0.0096283, 0, 0.000279427, 8.4877e-05, 0.000563145, 0.00346756, 0.00475311, 2, 8, 0, 2, 0, 2, 0, 6, 0, 0, 0, 0, stand
-0.880859, 0.0655518, -0.175415, -0.35791, 1.02539, 0.200684, 0, 0.00414276, 0.0132904, 0.064209, 0.453125, 0.0105286, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, stand
-0.775391, 0.150635, -0.646973, -0.597168, 2.85742, 0.888184, 0.00683594, 0.00177002, 0.0224609, 0.0537109, 0.03125, 0.0258789, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, stand
-0.322754, 0.13269, -0.980957, 0.439453, 2.30469, 0.445313, 0.026062, 0.00268555, 0.000976563, 0.125244, 0.0742188, 0.00964355, 0, 6, 0, 0, 0, 0, 0, 8, 0, 0, 2, 0, stand
0.0410461, 0.0993042, -1.10449, 1.02344, 1.80273, 0.479248, 0.0154953, 0.0125656, 0.00292969, 0.0380859, 0.00390625, 0.213867, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, stand
0.493652, -0.0888062, -0.873535, 0.0947876, 1.80957, -0.54248, 0.0227051, 0.0239105, 0.00488281, 0.0243683, 0, 0.271729, 0, 4, 0, 0, 8, 0, 0, 4, 0, 0, 8, 0, stand
0.79541, 0.108032, -0.648438, -0.0966797, 2.49219, -1.18848, 0.0175781, 0.0253143, 0.0266113, 0.0698853, 0.0351563, 0.28125, 0, 2, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, stand
0.890137, 0.177734, -0.158691, -0.105957, 1.07227, 0.144409, 0.015625, 0.00164795, 0.00628662, 0.00759888, 0.137695, 0.167236, 2, 4, 0, 4, 0, 0, 0, 4, 0, 4, 0, 0, stand
0.94043, 0.13562, -0.022995, -0.0109558, 0.236816, 0.280762, 0, 0.00161743, 0.00015831, 0.0185547, 0.0220947, 0.0766602, 4, 2, 0, 2, 0, 2, 4, 2, 0, 0, 0, 2, stand
1.00195, 0.120972, -0.0232239, 0.042511, -0.14978, 0.0656128, 0, 0.000343323, 1.7643e-05, 0.000382423, 0.00349426, 0.00694656, 0, 2, 0, 0, 0, 0, 0, 4, 8, 0, 0, 0, stand
1.00488, 0.097229, -0.0211334, 0.0986328, 0.0244598, 0.0516052, 0, 0.000106812, 8.08239e-05, 0.000900269, 0.00197983, 0.00416946, 6, 2, 2, 0, 0, 4, 6, 2, 0, 0, 0, 4, stand
0.998535, 0.0854492, -0.00182629, 0.0215607, 0.0328369, 0.0358887, 0, 0.000411987, 3.52859e-05, 0.00183201, 0.00165462, 0.0043335, 4, 2, 0, 0, 0, 2, 6, 2, 0, 2, 2, 4, stand
0.998535, 0.0721436, 0.00195885, 9.2268e-05, 0.0396423, 0.0673218, 0.000488281, 0.000106812, 4.05312e-05, 0.00031209, 0.00125313, 0.000846863, 0, 0, 4, 2, 2, 6, 2, 2, 4, 0, 2, 4, stand
1.00586, 0.058136, 0.0134583, 0.025589, -0.0505066, 0.0540771, 0.00195313, 8.39233e-05, 7.62939e-06, 0.000318527, 0.000160217, 0.00120354, 4, 2, 0, 0, 0, 6, 0, 2, 0, 2, 0, 4, stand
0.988281, 0.00348663, -0.000975609, -0.103516, -0.104797, 0.845215, 0.00195313, 0.00752258, 5.73397e-05, 0.00649261, 0.00353241, 0.231445, 2, 4, 2, 0, 0, 0, 4, 6, 2, 0, 2, 0, stand
0.982422, -0.24231, -0.0410156, -0.0625, -0.283203, 1, 0.000976563, 0.00195313, 0.000274658, 0.00100708, 0.00268555, 0.015625, 4, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, stand
0.884277, -0.490234, -0.054657, 0.00611115, 0.0651855, 1.17188, 0.00341797, 0.00390625, 1.33514e-05, 0.00416183, 0.00814819, 0.0146484, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, stand
0.791016, -0.619141, -0.0386353, 0.0340881, -0.0287476, 0.334229, 0.000976563, 0.000488281, 2.47955e-05, 0.000873566, 0.00763321, 0.0501709, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 0, stand
0.756836, -0.665039, -0.0354309, 0.00190163, -0.0109253, 0.144897, 0, 0.000244141, 1.81198e-05, 0.000252008, 0.000898361, 0.024353, 2, 0, 10, 0, 2, 0, 2, 0, 10, 0, 2, 2, stand
0.712891, -0.709961, -0.0286255, 0.0441589, 0.00901031, 0.47168, 0.00244141, 0.000976563, 8.4877e-05, 0.000300407, 0.000310421, 0.020752, 2, 0, 2, 0, 2, 2, 4, 2, 0, 0, 2, 0, stand
0.723145, -0.717285, -0.0267792, 0.010704, -0.0846558, -1.34766, 0.00244141, 0.00634766, 0.000125408, 0.000762463, 0.000782013, 1.52344, 2, 2, 2, 2, 0, 0, 0, 2, 4, 4, 0, 0, stand
0.869629, -0.150635, -0.0748901, 0.124573, -0.412109, -3.21875, 0.00146484, 0.051239, 0.000892639, 0.00372314, 0.0257568, 0.03125, 0, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, stand
0.758789, 0.414307, -0.370605, 0.284424, -1.63867, -1.15625, 0.00732422, 0.00585938, 0.0192871, 0.0032959, 0.117188, 1.03809, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, stand
0.577148, 0.392578, -0.794922, 0.458252, -2.73828, -0.15918, 0.0168457, 0.00219727, 0.00878906, 0.00378418, 0.0625, 0.0452881, 0, 8, 0, 2, 0, 0, 0, 8, 0, 0, 0, 0, stand
0.209839, 0.318359, -0.936035, 0.126709, -2.40625, 0.591309, 0.016449, 0.00415039, 0, 0.0098114, 0.21875, 0.0356445, 0, 4, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, stand
-0.109009, 0.263184, -0.95166, 0.422607, -1.10352, 0.319092, 0.00704956, 0.00939941, 0.00341797, 0.0106201, 0.0458984, 0.0152588, 0, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, stand
-0.25415, 0.289307, -0.928711, 0.352539, -0.573242, 1.39453, 0.0198364, 0.00805664, 0.00585938, 0.0213623, 0.0341797, 0.161133, 2, 6, 4, 0, 0, 0, 2, 4, 2, 2, 0, 0, stand
-0.353271, 0.261475, -1.0127, -0.11615, -0.0576172, 0.655762, 0.00982666, 0.00134277, 0.0351563, 0.000419617, 0.0119705, 0.313232, 2, 12, 2, 0, 0, 2, 2, 14, 2, 0, 0, 2, stand
-0.288086, 0.344971, -0.949707, -0.219482, -0.302734, -0.101196, 0.0524902, 0.0152588, 0.249512, 0.0201721, 0.0115356, 0.29541, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2, stand
-0.357422, 0.335205, -0.668457, 0.705566, -0.654785, -0.474854, 0.0605469, 0.0115356, 0.102539, 0.295654, 0.164063, 0.0941162, 2, 2, 2, 0, 0, 4, 0, 0, 0, 2, 2, 2, stand
-0.657715, 0.241821, -1.01953, -0.427002, -0.383789, 0.274414, 0.0957031, 0.00292969, 0.0742188, 0.185547, 0.128784, 0.0909424, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 0, 0, stand
-0.421387, 0.2771, -0.610352, 0.184082, -0.251709, -0.140015, 0.0201416, 0.0043335, 0.0175781, 0.163208, 0.0625, 0.0602417, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, stand
-0.749512, 0.264893, -0.875488, -0.0915527, -0.224609, -0.0227356, 0.0219727, 0.0020752, 0.0131836, 0.0637817, 0.0339661, 0.0401611, 0, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, stand
-0.567383, 0.227539, -0.654297, 0.129639, -0.378906, -0.447998, 0.00317383, 0.00570679, 0.0090332, 0.00267029, 0.0280762, 0.0247803, 0, 4, 0, 0, 0, 0, 0, 6, 0, 0, 2, 0, stand
-0.619141, 0.186401, -0.769043, 0.193848, 0.917969, 0.191895, 0, 0.00100708, 0, 0.00457764, 0.398438, 0.0517883, 2, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, stand
-0.392578, 0.0938721, -0.947266, 0.402344, 1.47852, -0.212158, 0.00439453, 0.000839233, 0.00585938, 0.0147705, 0.0371094, 0.021698, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, stand
-0.190918, 0.0172272, -0.987305, 0.503418, 0.537109, -0.444336, 0.00265503, 0.00199127, 0, 0.00170898, 0.0632324, 0.0299072, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, stand
-0.0930176, -0.109009, -0.982422, 0.474854, -0.0177765, -0.405029, 0.000190735, 0.0030365, 0, 0.0214844, 0.0118256, 0.0570068, 0, 0, 6, 0, 0, 6, 0, 0, 4, 2, 0, 4, stand
-0.0548706, -0.206543, -0.967773, 0.375732, 0.104431, -0.324951, 0.00053215, 0.00112915, 0.00195313, 0.000610352, 0.00769806, 0.0703125, 2, 0, 2, 0, 2, 6, 2, 0, 4, 0, 0, 4, stand
-0.0161285, -0.213501, -0.893555, 0.347656, 0.332764, -0.222778, 0.00189495, 0.00927734, 0.0224609, 0.17041, 0.00994873, 0.031189, 2, 4, 2, 0, 0, 6, 2, 4, 2, 2, 2, 6, stand
0.0233307, -0.367432, -1.0293, -0.00419998, -0.0202026, -0.21582, 0.00194073, 0.0174561, 0.00976563, 0.051178, 0.00268364, 0.127075, 2, 2, 2, 0, 0, 4, 0, 2, 0, 0, 0, 4, stand
0.0320129, -0.283691, -0.916504, -0.159912, -0.0825195, 0.0559998, 0.000402451, 0.0012207, 0, 0.000778198, 0.00278091, 0.0403442, 6, 2, 0, 0, 2, 0, 8, 2, 0, 0, 0, 0, stand
-0.0437927, -0.192749, -1.0127, -0.597168, -0.170654, 0.0179138, 0.000966072, 0.00369263, 0, 0.0930176, 0.0206757, 0.0157318, 2, 2, 0, 0, 0, 6, 2, 2, 0, 0, 2, 4, stand
-0.0299072, -0.0127182, -0.985352, -1.42871, -0.243774, 0.258789, 0.00174332, 0.00646973, 0.000976563, 0.00585938, 0.00198364, 0.0491943, 4, 0, 2, 0, 0, 2, 6, 0, 0, 0, 0, 2, stand
-0.0416565, 0.286865, -0.936523, -1.04004, -0.192261, 0.0332336, 0.000444412, 0.00909424, 0, 0.0244141, 0.000518799, 0.0187225, 10, 0, 2, 0, 0, 2, 10, 0, 2, 0, 0, 2, stand
-0.0687256, 0.424072, -0.886719, -0.547852, -0.0433655, 0.123718, 0.000202179, 0, 0.00292969, 0.0532227, 0.00286484, 0.00662231, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, stand
-0.212891, 0.549316, -0.865234, -0.299072, -0.515137, 0.178101, 0.00540161, 0.000976563, 0.000976563, 0.0593872, 0.16626, 0.0587463, 0, 0, 2, 0, 0, 2, 0, 0, 2, 2, 2, 0, stand
-0.39917, 0.563965, -0.770996, -0.425781, -2.01367, -1.08398, 0.00842285, 0.00561523, 0.000976563, 0.157593, 0.0429688, 0.942383, 0, 4, 0, 2, 0, 0, 0, 6, 0, 0, 0, 2, stand
-0.733887, 0.335205, -0.575195, 0.650391, -1.64941, -1.55957, 0.0141602, 0.0122681, 0.0131836, 0.0141602, 0.0605469, 0.0878906, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, stand
-0.939941, -0.0638428, -0.296875, 1.1123, -0.901855, -1.93262, 0, 0.0130768, 0.00213623, 0.00390625, 0.0527344, 0.0898438, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, stand
-0.846191, -0.444336, -0.151367, 0.989258, -0.148315, -1.49805, 0.00244141, 0.0114746, 0.00228882, 0.00146484, 0.0209351, 0.132813, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, stand
-0.750488, -0.619141, -0.0364685, 0.639648, 0.362793, -0.739258, 0.00146484, 0.000732422, 0.000459671, 0.0449219, 0.0268555, 0.0317383, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, stand
-0.712891, -0.712891, -0.0439453, 0.334717, 0.82373, -0.332275, 0, 0.000488281, 0.000458717, 0.00274658, 0.00439453, 0.0211792, 2, 0, 4, 0, 0, 0, 2, 0, 6, 0, 0, 0, stand
-0.664063, -0.688477, -0.0643311, 0.227295, 0.840332, -0.0872192, 0, 0.000244141, 0.00138855, 0.0126648, 0.0185547, 0.0466614, 2, 4, 4, 0, 0, 2, 2, 2, 4, 2, 0, 2, stand
