STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1339 	 8 	 91 	 71.26 	 21.91 	 24.955 	
-1542 	 -221 	 186 	 68.495 	 -11.34 	 0.84 	
-1860 	 -404 	 413 	 61.39 	 -49.525 	 -38.78 	
-2188 	 -512 	 648 	 48.265 	 -97.405 	 -85.61 	
-2795 	 -503 	 1020 	 32.2 	 -148.645 	 -125.685 	
-3328 	 -1228 	 1709 	 7.77 	 -198.59 	 -130.865 	
-3812 	 -1832 	 2601 	 -21.805 	 -240.975 	 -118.3 	
-3742 	 -1682 	 3007 	 -65.835 	 -318.64 	 -153.965 	
-3442 	 -800 	 2226 	 -123.76 	 -414.47 	 -259.77 	
-3178 	 828 	 1690 	 -190.33 	 -471.45 	 -360.5 	
-2680 	 2127 	 508 	 -275.415 	 -524.195 	 -391.3 	
-2215 	 3334 	 -322 	 -368.9 	 -515.375 	 -335.51 	
-1369 	 3414 	 -1190 	 -470.225 	 -494.41 	 -231.315 	
-734 	 3324 	 -1780 	 -566.685 	 -447.37 	 -177.8 	
-94 	 2985 	 -1991 	 -642.04 	 -372.33 	 -144.9 	
358 	 2582 	 -1956 	 -690.165 	 -276.64 	 -101.01 	
684 	 1927 	 -1825 	 -709.45 	 -153.965 	 -18.095 	
594 	 1128 	 -1333 	 -706.02 	 -15.96 	 66.465 	
752 	 575 	 -1530 	 -672.07 	 121.45 	 134.155 	
131 	 247 	 -1478 	 -608.93 	 273.7 	 205.03 	
-3 	 205 	 -1502 	 -532.14 	 395.255 	 261.415 	
-440 	 221 	 -1576 	 -447.545 	 500.43 	 301.28 	
-1155 	 378 	 -1385 	 -358.925 	 574.105 	 330.785 	
-1508 	 474 	 -1436 	 -277.55 	 607.075 	 339.395 	
-1900 	 598 	 -1340 	 -211.19 	 609.56 	 304.85 	
-2190 	 930 	 -1127 	 -163.66 	 578.13 	 252.0 	
-2346 	 839 	 -819 	 -135.975 	 523.985 	 225.12 	
-2334 	 563 	 -484 	 -116.62 	 455.07 	 208.6 	
-2220 	 162 	 -164 	 -104.79 	 378.56 	 179.9 	
-2029 	 -221 	 82 	 -94.15 	 299.74 	 144.375 	
-1678 	 -418 	 184 	 -82.74 	 223.195 	 114.625 	
-1459 	 -610 	 244 	 -70.21 	 156.275 	 92.995 	
-1219 	 -638 	 204 	 -55.615 	 96.495 	 60.62 	
-1038 	 -573 	 163 	 -41.265 	 47.285 	 15.75 	
-885 	 -420 	 94 	 -26.915 	 5.915 	 -29.61 	
-775 	 -205 	 8 	 -11.725 	 -25.83 	 -58.73 	
-638 	 -67 	 -88 	 3.185 	 -49.175 	 -72.38 	
-542 	 136 	 -197 	 18.2 	 -64.505 	 -80.325 	
-512 	 269 	 -272 	 30.52 	 -72.415 	 -77.455 	
-503 	 368 	 -302 	 41.37 	 -75.285 	 -62.825 	
-402 	 385 	 -357 	 49.21 	 -75.145 	 -48.405 	
-378 	 400 	 -353 	 54.67 	 -69.79 	 -43.47 	
-360 	 419 	 -357 	 57.61 	 -63.315 	 -46.69 	
