STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1075 	 156 	 253 	 19.18 	 -18.41 	 12.215 	
-1128 	 22 	 315 	 17.71 	 -22.82 	 15.61 	
-1191 	 -292 	 404 	 15.995 	 -29.015 	 12.495 	
-1266 	 -779 	 564 	 13.86 	 -35.49 	 -9.17 	
-1174 	 -1482 	 842 	 8.925 	 -42.49 	 -55.3 	
-713 	 -1744 	 1415 	 5.425 	 -47.215 	 -153.405 	
-177 	 -1970 	 2376 	 -4.795 	 -42.7 	 -269.5 	
-60 	 -1830 	 3426 	 -23.975 	 -29.855 	 -336.735 	
-802 	 -678 	 4600 	 -60.795 	 -26.495 	 -335.335 	
-1601 	 160 	 3987 	 -130.34 	 -89.04 	 -257.775 	
-2706 	 1006 	 3034 	 -223.405 	 -139.23 	 -146.93 	
-3562 	 1547 	 2048 	 -340.97 	 -193.34 	 -65.695 	
-3880 	 1995 	 534 	 -471.485 	 -266.35 	 -51.555 	
-3906 	 2479 	 -880 	 -600.04 	 -310.835 	 -56.14 	
-3398 	 2460 	 -1770 	 -714.56 	 -327.67 	 -35.77 	
-2209 	 2265 	 -2313 	 -798.28 	 -325.29 	 -21.945 	
-1138 	 1933 	 -2399 	 -841.47 	 -280.14 	 -16.555 	
-365 	 1556 	 -1909 	 -853.02 	 -205.065 	 6.685 	
599 	 1137 	 -2045 	 -836.57 	 -112.84 	 59.185 	
825 	 833 	 -1865 	 -781.655 	 19.915 	 141.82 	
742 	 407 	 -1984 	 -700.315 	 157.92 	 241.115 	
26 	 -166 	 -1719 	 -592.83 	 299.425 	 353.43 	
-532 	 -830 	 -1450 	 -470.75 	 407.645 	 419.09 	
-1283 	 -1157 	 -1164 	 -341.67 	 483.0 	 398.265 	
-1899 	 -1057 	 -813 	 -223.055 	 511.035 	 309.155 	
-2148 	 -522 	 -700 	 -128.45 	 491.715 	 201.95 	
-2379 	 -308 	 -378 	 -61.005 	 450.345 	 134.33 	
-2225 	 -310 	 -75 	 -13.265 	 386.925 	 84.175 	
-2019 	 -324 	 159 	 17.78 	 314.685 	 34.125 	
-1726 	 -297 	 238 	 40.145 	 239.645 	 2.765 	
-1418 	 -271 	 323 	 58.45 	 171.71 	 -4.025 	
-1008 	 -465 	 393 	 71.295 	 109.795 	 -2.17 	
-678 	 -564 	 397 	 81.97 	 58.31 	 -12.67 	
-485 	 -622 	 343 	 88.655 	 17.36 	 -30.52 	
-335 	 -589 	 215 	 93.38 	 -13.23 	 -49.14 	
-244 	 -469 	 123 	 94.43 	 -34.79 	 -68.46 	
-221 	 -272 	 -26 	 92.295 	 -49.7 	 -85.33 	
-284 	 -27 	 -98 	 86.975 	 -58.59 	 -90.16 	
-348 	 167 	 -185 	 78.05 	 -65.24 	 -79.205 	
-408 	 269 	 -274 	 66.01 	 -68.985 	 -57.505 	
-439 	 295 	 -321 	 52.815 	 -70.63 	 -35.0 	
