STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1198 	 32 	 184 	 102.165 	 -51.625 	 50.89 	
-1227 	 -37 	 212 	 103.075 	 -59.01 	 54.32 	
-1201 	 -64 	 223 	 103.705 	 -67.62 	 48.265 	
-1197 	 -65 	 239 	 103.215 	 -76.02 	 32.865 	
-1270 	 -17 	 316 	 101.955 	 -84.455 	 14.315 	
-1293 	 -40 	 334 	 97.965 	 -95.48 	 1.05 	
-1388 	 225 	 374 	 93.45 	 -106.82 	 -13.93 	
-1633 	 47 	 636 	 80.955 	 -117.53 	 -23.975 	
-1373 	 -608 	 810 	 62.72 	 -135.835 	 -30.695 	
-666 	 -645 	 1345 	 42.035 	 -139.545 	 -88.69 	
477 	 -1139 	 2609 	 8.61 	 -123.515 	 -172.305 	
640 	 -519 	 3915 	 -35.525 	 -94.15 	 -232.54 	
326 	 131 	 4429 	 -99.295 	 -99.785 	 -196.665 	
390 	 727 	 3698 	 -189.35 	 -121.485 	 -97.79 	
-125 	 1464 	 3313 	 -303.135 	 -104.79 	 -23.24 	
-572 	 2548 	 1927 	 -439.81 	 -129.255 	 -4.095 	
-1552 	 3284 	 420 	 -586.705 	 -119.945 	 58.59 	
-1745 	 3482 	 -1264 	 -728.595 	 -103.32 	 154.42 	
-1904 	 3254 	 -2503 	 -860.405 	 -65.625 	 206.115 	
-1477 	 2953 	 -3409 	 -958.93 	 -20.895 	 210.42 	
-1148 	 2516 	 -3632 	 -1018.61 	 47.285 	 217.28 	
-566 	 1697 	 -3500 	 -1041.71 	 128.24 	 253.155 	
-43 	 1108 	 -3245 	 -1020.88 	 224.7 	 292.915 	
169 	 754 	 -3367 	 -954.275 	 330.225 	 362.95 	
-394 	 438 	 -3197 	 -846.195 	 451.64 	 502.425 	
-1004 	 -84 	 -2959 	 -705.88 	 565.95 	 671.265 	
-1789 	 -123 	 -2594 	 -538.195 	 660.135 	 782.74 	
-2795 	 -161 	 -1919 	 -375.375 	 716.24 	 815.255 	
-2716 	 -295 	 -1847 	 -231.035 	 717.64 	 749.385 	
-2668 	 207 	 -1663 	 -127.785 	 688.275 	 551.88 	
-2491 	 373 	 -1425 	 -87.395 	 634.305 	 308.91 	
-2394 	 705 	 -980 	 -80.92 	 569.1 	 105.315 	
-2301 	 983 	 -558 	 -92.68 	 494.27 	 13.545 	
-2120 	 980 	 -277 	 -101.22 	 413.595 	 53.13 	
-1901 	 833 	 -225 	 -97.475 	 334.215 	 161.84 	
-1782 	 429 	 -188 	 -89.425 	 264.32 	 248.955 	
-1559 	 81 	 -190 	 -83.545 	 198.31 	 251.23 	
-1306 	 -77 	 -220 	 -83.335 	 139.3 	 180.18 	
-1119 	 -46 	 -193 	 -84.42 	 88.445 	 96.39 	
-891 	 -23 	 -189 	 -83.055 	 43.68 	 46.06 	
-712 	 -27 	 -154 	 -76.195 	 8.05 	 28.84 	
-472 	 -24 	 -229 	 -64.61 	 -21.07 	 22.715 	
-407 	 -19 	 -263 	 -50.68 	 -39.935 	 15.365 	
-380 	 -2 	 -253 	 -34.51 	 -53.41 	 1.19 	
-339 	 60 	 -285 	 -18.9 	 -63.315 	 -18.445 	
-324 	 104 	 -316 	 -2.835 	 -68.915 	 -35.56 	
-297 	 166 	 -352 	 13.23 	 -71.715 	 -50.82 	
-269 	 187 	 -380 	 28.525 	 -71.785 	 -63.49 	
