STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1106 	 -116 	 480 	 81.41 	 -57.75 	 -1.89 	
-1111 	 -342 	 639 	 78.47 	 -65.31 	 1.19 	
-1161 	 -624 	 834 	 75.11 	 -73.045 	 -3.325 	
-996 	 -1064 	 1296 	 65.87 	 -80.675 	 -21.595 	
485 	 -1047 	 1802 	 51.905 	 -90.755 	 -76.895 	
1938 	 -268 	 2906 	 21.105 	 -68.145 	 -178.85 	
2107 	 653 	 3836 	 -34.265 	 -60.41 	 -235.655 	
159 	 2485 	 3644 	 -113.89 	 -84.035 	 -132.615 	
-1796 	 2931 	 3166 	 -224.56 	 -119.35 	 158.235 	
-2582 	 2638 	 1770 	 -358.26 	 -181.755 	 398.23 	
-3402 	 1757 	 591 	 -518.245 	 -217.28 	 446.775 	
-3761 	 1716 	 -733 	 -664.405 	 -246.925 	 347.27 	
-3856 	 1423 	 -1324 	 -790.58 	 -255.01 	 260.295 	
-3019 	 913 	 -1674 	 -881.125 	 -260.89 	 202.37 	
-2074 	 289 	 -1606 	 -930.685 	 -248.01 	 117.6 	
-840 	 320 	 -1592 	 -930.265 	 -226.24 	 13.265 	
175 	 254 	 -1371 	 -879.27 	 -171.115 	 -23.485 	
1014 	 348 	 -997 	 -801.885 	 -100.275 	 22.82 	
1759 	 -101 	 -1182 	 -699.93 	 -2.8 	 165.9 	
1236 	 -530 	 -942 	 -564.585 	 134.05 	 348.705 	
504 	 -991 	 -728 	 -421.12 	 255.325 	 486.5 	
-595 	 -941 	 -532 	 -273.315 	 349.895 	 524.615 	
-1695 	 -614 	 -312 	 -144.55 	 399.105 	 469.245 	
-2297 	 -135 	 -423 	 -53.9 	 397.74 	 332.85 	
-2613 	 337 	 -535 	 -5.74 	 365.89 	 154.175 	
-2589 	 943 	 -462 	 9.03 	 314.72 	 -6.125 	
-2334 	 1057 	 -242 	 3.605 	 253.61 	 -72.87 	
-1785 	 852 	 -60 	 1.61 	 189.105 	 -43.225 	
-1315 	 236 	 104 	 4.27 	 131.845 	 15.785 	
-1029 	 -357 	 173 	 12.565 	 81.69 	 41.265 	
-911 	 -634 	 147 	 25.375 	 41.195 	 27.02 	
-911 	 -788 	 125 	 38.605 	 9.415 	 -1.4 	
-910 	 -752 	 89 	 52.535 	 -16.38 	 -32.41 	
-903 	 -693 	 26 	 63.665 	 -36.505 	 -62.02 	
-865 	 -506 	 -58 	 73.43 	 -51.45 	 -90.72 	
-857 	 -294 	 -106 	 78.855 	 -60.375 	 -112.35 	
-789 	 -63 	 -172 	 81.165 	 -66.675 	 -120.89 	
-691 	 188 	 -224 	 79.905 	 -69.16 	 -114.94 	
-665 	 270 	 -212 	 74.445 	 -68.04 	 -92.4 	
-569 	 259 	 -232 	 67.375 	 -66.15 	 -64.435 	
