STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1192 	 -220 	 456 	 93.31 	 -41.65 	 -27.405 	
-1288 	 -330 	 508 	 97.58 	 -45.85 	 -27.02 	
-1336 	 -400 	 518 	 102.795 	 -53.2 	 -33.495 	
-1449 	 -462 	 550 	 108.115 	 -60.375 	 -46.13 	
-1445 	 -513 	 615 	 113.68 	 -69.965 	 -67.13 	
-1441 	 -767 	 820 	 118.755 	 -77.49 	 -87.255 	
-1408 	 -1309 	 1288 	 124.145 	 -81.865 	 -98.07 	
-757 	 -1645 	 2114 	 129.325 	 -81.27 	 -107.1 	
1291 	 -538 	 3491 	 117.88 	 -66.64 	 -141.26 	
2556 	 536 	 4513 	 64.645 	 -51.94 	 -181.195 	
3167 	 1783 	 3702 	 -24.045 	 -76.615 	 -189.91 	
678 	 3694 	 3751 	 -157.71 	 -35.56 	 -86.135 	
-645 	 4365 	 2424 	 -320.495 	 -75.11 	 131.215 	
-2025 	 4457 	 732 	 -507.815 	 -103.215 	 315.07 	
-3345 	 3653 	 -1220 	 -694.085 	 -116.27 	 426.23 	
-4009 	 3081 	 -3047 	 -854.175 	 -111.965 	 451.78 	
-3344 	 1811 	 -3914 	 -977.48 	 -84.49 	 392.7 	
-1981 	 750 	 -3760 	 -1037.61 	 -52.43 	 233.345 	
-1137 	 -38 	 -3022 	 -1030.05 	 -15.96 	 102.865 	
-421 	 -64 	 -1995 	 -964.495 	 27.055 	 82.915 	
458 	 -426 	 -1547 	 -863.66 	 82.775 	 146.685 	
643 	 -518 	 -1399 	 -725.55 	 163.485 	 228.795 	
11 	 -807 	 -1031 	 -571.165 	 254.975 	 322.77 	
-714 	 -951 	 -716 	 -410.795 	 325.465 	 398.265 	
-1387 	 -1069 	 -556 	 -257.67 	 367.08 	 412.965 	
-2007 	 -829 	 -314 	 -123.55 	 373.73 	 348.495 	
-2148 	 -682 	 -353 	 -23.415 	 344.75 	 238.77 	
-2210 	 -416 	 -202 	 46.375 	 300.79 	 119.875 	
-2015 	 -465 	 -123 	 87.675 	 245.875 	 28.245 	
-1779 	 -543 	 15 	 114.345 	 191.905 	 -39.13 	
-1534 	 -544 	 87 	 128.38 	 138.95 	 -93.17 	
-1356 	 -295 	 86 	 135.03 	 91.875 	 -125.16 	
-1249 	 64 	 42 	 134.715 	 50.365 	 -120.365 	
-1123 	 256 	 -45 	 127.365 	 13.72 	 -80.85 	
-988 	 348 	 -127 	 114.345 	 -17.115 	 -39.375 	
-856 	 333 	 -182 	 94.5 	 -42.49 	 -23.31 	
-741 	 333 	 -251 	 71.645 	 -62.475 	 -35.595 	
-690 	 277 	 -256 	 48.65 	 -75.355 	 -56.805 	
-630 	 174 	 -243 	 28.91 	 -83.755 	 -70.105 	
-616 	 21 	 -180 	 13.755 	 -87.185 	 -72.59 	
-550 	 -80 	 -186 	 3.57 	 -87.675 	 -71.715 	
-591 	 -36 	 -119 	 -2.03 	 -83.3 	 -70.21 	
-575 	 7 	 -116 	 -5.81 	 -78.575 	 -60.095 	
