STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1008 	 23 	 174 	 33.635 	 -13.79 	 48.265 	
-1098 	 27 	 231 	 36.715 	 -17.115 	 52.675 	
-1120 	 -62 	 219 	 39.935 	 -22.75 	 55.825 	
-1124 	 -93 	 227 	 43.54 	 -28.735 	 53.48 	
-1137 	 -135 	 238 	 46.83 	 -35.455 	 44.1 	
-1156 	 -120 	 220 	 50.4 	 -43.12 	 28.805 	
-1187 	 -114 	 230 	 53.515 	 -51.1 	 13.16 	
-1217 	 -80 	 240 	 57.015 	 -60.095 	 0.84 	
-1278 	 -110 	 278 	 60.34 	 -69.475 	 -5.74 	
-1374 	 -251 	 354 	 63.245 	 -79.695 	 -9.065 	
-1446 	 -575 	 458 	 64.995 	 -91.245 	 -17.64 	
-1452 	 -966 	 612 	 65.24 	 -102.27 	 -47.635 	
-1018 	 -1381 	 843 	 59.395 	 -112.49 	 -114.1 	
-182 	 -1357 	 1444 	 46.62 	 -112.42 	 -221.795 	
419 	 -851 	 2361 	 20.51 	 -96.81 	 -338.695 	
485 	 -28 	 2760 	 -25.55 	 -97.93 	 -405.055 	
253 	 1513 	 2804 	 -92.75 	 -102.445 	 -363.09 	
-208 	 2275 	 2810 	 -188.72 	 -114.065 	 -167.72 	
-287 	 3175 	 1293 	 -305.305 	 -161.21 	 51.065 	
-1520 	 3083 	 227 	 -445.585 	 -152.67 	 226.135 	
-1804 	 2662 	 -1276 	 -583.905 	 -152.775 	 299.04 	
-1966 	 2222 	 -2180 	 -704.55 	 -117.425 	 285.425 	
-1566 	 1285 	 -2371 	 -793.835 	 -72.345 	 241.15 	
-1195 	 852 	 -2289 	 -832.02 	 -11.445 	 204.995 	
-880 	 270 	 -2049 	 -830.27 	 63.21 	 211.33 	
-467 	 78 	 -2103 	 -785.4 	 150.675 	 231.14 	
-420 	 -86 	 -1963 	 -716.835 	 246.75 	 236.565 	
-811 	 17 	 -1852 	 -624.68 	 331.66 	 243.32 	
-1444 	 8 	 -1605 	 -519.505 	 401.94 	 284.55 	
-1922 	 -385 	 -1314 	 -414.295 	 447.685 	 327.425 	
-2279 	 -711 	 -996 	 -308.28 	 463.19 	 323.085 	
-2658 	 -738 	 -681 	 -213.36 	 446.88 	 271.67 	
-2620 	 -719 	 -460 	 -135.52 	 401.345 	 209.755 	
-2438 	 -660 	 -254 	 -75.145 	 340.025 	 143.43 	
-2169 	 -753 	 -43 	 -30.94 	 272.545 	 93.94 	
-1910 	 -772 	 137 	 3.08 	 205.17 	 56.945 	
-1630 	 -722 	 172 	 27.895 	 139.16 	 22.785 	
-1434 	 -566 	 139 	 48.16 	 82.18 	 -2.625 	
-1254 	 -460 	 98 	 62.02 	 34.23 	 -20.055 	
-1066 	 -392 	 25 	 71.575 	 -4.83 	 -40.81 	
-931 	 -274 	 -38 	 77.455 	 -34.405 	 -68.565 	
-798 	 -173 	 -127 	 80.64 	 -55.58 	 -92.75 	
-724 	 -40 	 -177 	 82.565 	 -67.935 	 -106.365 	
-646 	 51 	 -225 	 82.215 	 -74.585 	 -107.66 	
-599 	 162 	 -266 	 80.465 	 -76.09 	 -103.705 	
-605 	 304 	 -292 	 77.175 	 -74.06 	 -93.905 	
-617 	 347 	 -312 	 71.155 	 -69.895 	 -76.51 	
-611 	 344 	 -315 	 64.47 	 -63.84 	 -59.675 	
-593 	 256 	 -306 	 56.35 	 -56.98 	 -50.19 	
-604 	 202 	 -289 	 49.42 	 -48.825 	 -46.9 	
-636 	 133 	 -276 	 43.4 	 -40.285 	 -42.35 	
-693 	 77 	 -273 	 38.955 	 -31.745 	 -33.285 	
