STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1193 	 147 	 125 	 42.455 	 -57.855 	 46.34 	
-1244 	 121 	 146 	 43.015 	 -65.975 	 46.655 	
-1314 	 64 	 173 	 43.855 	 -75.005 	 43.645 	
-1433 	 -134 	 233 	 44.485 	 -84.91 	 37.415 	
-1548 	 -419 	 300 	 44.59 	 -96.775 	 22.085 	
-1681 	 -694 	 362 	 44.8 	 -109.795 	 -11.13 	
-1858 	 -694 	 545 	 44.94 	 -124.635 	 -70.805 	
-1959 	 -659 	 828 	 40.985 	 -145.46 	 -143.99 	
-1802 	 -814 	 1144 	 31.15 	 -167.44 	 -193.83 	
-1088 	 -1130 	 2005 	 21.315 	 -176.89 	 -208.775 	
38 	 -1782 	 3261 	 -0.21 	 -166.95 	 -184.975 	
321 	 -1337 	 4425 	 -39.69 	 -158.025 	 -163.695 	
375 	 -87 	 3717 	 -112.035 	 -198.17 	 -167.58 	
-926 	 1345 	 3052 	 -213.5 	 -195.685 	 -158.655 	
-1451 	 2568 	 1778 	 -339.255 	 -223.93 	 -125.615 	
-2024 	 3313 	 613 	 -484.12 	 -223.79 	 -75.32 	
-1968 	 3322 	 -698 	 -622.265 	 -218.855 	 -0.245 	
-1611 	 3066 	 -1521 	 -742.035 	 -187.845 	 51.03 	
-579 	 2687 	 -2225 	 -825.93 	 -140.91 	 68.95 	
51 	 2350 	 -2505 	 -864.675 	 -60.48 	 92.96 	
423 	 1840 	 -2436 	 -853.895 	 47.53 	 175.84 	
741 	 986 	 -2333 	 -799.96 	 172.27 	 290.045 	
348 	 207 	 -2059 	 -699.44 	 310.24 	 375.725 	
-602 	 -482 	 -1600 	 -563.85 	 427.77 	 410.865 	
-1413 	 -792 	 -1230 	 -408.52 	 503.195 	 397.32 	
-2466 	 -579 	 -816 	 -252.385 	 529.515 	 342.44 	
-2838 	 -425 	 -652 	 -120.89 	 497.945 	 276.92 	
-2852 	 -122 	 -435 	 -15.225 	 434.35 	 199.22 	
-2518 	 -129 	 -168 	 53.2 	 348.005 	 111.93 	
-2236 	 -239 	 162 	 96.075 	 257.74 	 44.345 	
-1813 	 -410 	 345 	 118.16 	 165.69 	 6.44 	
-1397 	 -500 	 320 	 127.26 	 82.075 	 -24.115 	
-1182 	 -272 	 271 	 125.51 	 13.93 	 -61.915 	
-1089 	 -148 	 206 	 113.26 	 -41.72 	 -83.65 	
-866 	 97 	 15 	 96.285 	 -87.64 	 -90.545 	
-726 	 72 	 -133 	 76.44 	 -117.145 	 -84.14 	
-552 	 131 	 -208 	 57.645 	 -134.12 	 -85.155 	
-392 	 21 	 -234 	 37.205 	 -140.35 	 -87.255 	
-307 	 118 	 -275 	 22.785 	 -136.395 	 -85.26 	
-285 	 138 	 -313 	 9.695 	 -124.285 	 -71.015 	
-375 	 122 	 -322 	 0.0 	 -106.05 	 -48.02 	
-450 	 75 	 -350 	 -7.525 	 -86.8 	 -26.495 	
-526 	 0 	 -390 	 -12.81 	 -65.485 	 -12.6 	
-649 	 -8 	 -359 	 -15.26 	 -44.24 	 -7.35 	
-644 	 -21 	 -398 	 -17.29 	 -26.495 	 -5.18 	
-746 	 -23 	 -367 	 -17.395 	 -7.77 	 -1.855 	
-752 	 -40 	 -361 	 -17.465 	 6.825 	 2.52 	
-826 	 -60 	 -333 	 -17.605 	 20.3 	 6.86 	
-867 	 -61 	 -335 	 -18.13 	 29.785 	 11.06 	
