STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1350 	 142 	 300 	 54.705 	 -54.845 	 -36.155 	
-1484 	 4 	 352 	 55.755 	 -64.715 	 -45.71 	
-1616 	 -262 	 491 	 57.155 	 -75.95 	 -54.39 	
-1656 	 -835 	 621 	 58.17 	 -88.305 	 -66.22 	
-1778 	 -1358 	 1034 	 61.285 	 -95.2 	 -98.875 	
-817 	 -2275 	 1644 	 58.625 	 -103.285 	 -159.04 	
1054 	 -2385 	 3084 	 54.915 	 -68.67 	 -242.27 	
477 	 -1552 	 5589 	 21.21 	 11.725 	 -308.77 	
930 	 -15 	 4171 	 -51.415 	 -52.92 	 -345.485 	
-793 	 2389 	 2883 	 -170.275 	 -41.615 	 -321.195 	
-1849 	 3534 	 1829 	 -325.255 	 -45.045 	 -173.39 	
-2170 	 3946 	 -15 	 -500.85 	 -64.4 	 -27.37 	
-2174 	 3568 	 -1034 	 -673.365 	 -52.78 	 94.43 	
-1528 	 2976 	 -2505 	 -828.345 	 -43.54 	 157.29 	
-1196 	 1811 	 -3001 	 -947.59 	 7.63 	 182.0 	
-298 	 1523 	 -3226 	 -1014.41 	 58.8 	 137.9 	
-255 	 1472 	 -3109 	 -1044.93 	 121.415 	 85.19 	
-647 	 1458 	 -2750 	 -1034.43 	 174.545 	 87.885 	
-655 	 732 	 -2630 	 -988.26 	 217.42 	 125.72 	
-1121 	 -102 	 -1892 	 -894.915 	 270.83 	 152.46 	
-1164 	 -494 	 -1413 	 -770.21 	 296.555 	 179.13 	
-1276 	 -1215 	 -986 	 -616.315 	 321.65 	 260.4 	
-1594 	 -1318 	 -437 	 -440.615 	 332.045 	 325.255 	
-2283 	 -1973 	 99 	 -274.155 	 325.43 	 353.29 	
-2399 	 -2225 	 342 	 -116.235 	 284.375 	 264.075 	
-2533 	 -1634 	 393 	 12.565 	 210.63 	 61.46 	
-2489 	 -793 	 243 	 103.005 	 120.645 	 -108.465 	
-2009 	 -307 	 -58 	 167.58 	 44.065 	 -178.325 	
-1667 	 -205 	 -72 	 214.27 	 -12.565 	 -199.29 	
-1181 	 -9 	 -257 	 244.965 	 -65.905 	 -222.565 	
-1002 	 455 	 -380 	 261.345 	 -101.185 	 -228.795 	
-838 	 740 	 -478 	 261.73 	 -124.775 	 -199.115 	
-740 	 790 	 -528 	 248.43 	 -139.825 	 -163.24 	
-600 	 775 	 -586 	 227.36 	 -149.765 	 -143.185 	
-598 	 717 	 -554 	 201.32 	 -151.655 	 -136.745 	
-599 	 605 	 -446 	 173.32 	 -149.59 	 -131.88 	
-562 	 441 	 -415 	 144.9 	 -144.41 	 -125.93 	
-484 	 350 	 -440 	 122.045 	 -135.31 	 -121.66 	
-452 	 293 	 -396 	 101.85 	 -121.695 	 -111.16 	
