STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1086 	 111 	 291 	 58.065 	 -53.795 	 -4.655 	
-1042 	 131 	 321 	 57.89 	 -56.665 	 -6.58 	
-1031 	 151 	 343 	 57.68 	 -58.765 	 -6.86 	
-1034 	 170 	 372 	 57.785 	 -60.935 	 -4.41 	
-1080 	 177 	 453 	 57.925 	 -62.895 	 0.91 	
-1106 	 53 	 658 	 57.715 	 -65.205 	 8.4 	
-1174 	 -320 	 932 	 55.58 	 -67.445 	 15.54 	
-1138 	 -682 	 1246 	 50.33 	 -69.895 	 5.25 	
-625 	 -799 	 1703 	 35.035 	 -69.405 	 -46.76 	
345 	 -1025 	 2277 	 2.24 	 -60.76 	 -139.37 	
701 	 -623 	 3353 	 -39.06 	 -24.71 	 -241.01 	
284 	 365 	 4275 	 -106.82 	 -14.28 	 -275.52 	
-573 	 1691 	 3692 	 -201.32 	 -45.745 	 -202.3 	
-1386 	 2306 	 2892 	 -321.3 	 -62.405 	 -60.9 	
-2049 	 2765 	 1112 	 -460.6 	 -96.32 	 48.44 	
-2466 	 2927 	 -471 	 -603.54 	 -98.945 	 107.52 	
-2373 	 2745 	 -1853 	 -737.695 	 -85.12 	 123.13 	
-1683 	 2068 	 -2520 	 -848.645 	 -55.16 	 117.005 	
-721 	 1489 	 -2723 	 -921.06 	 -12.95 	 84.91 	
-175 	 1193 	 -2724 	 -949.06 	 43.715 	 53.375 	
108 	 815 	 -2587 	 -939.05 	 110.845 	 62.58 	
-105 	 106 	 -2048 	 -887.6 	 192.71 	 112.805 	
259 	 -345 	 -2096 	 -801.045 	 261.59 	 163.8 	
-176 	 -752 	 -1828 	 -677.32 	 346.92 	 242.41 	
-853 	 -1347 	 -1134 	 -540.505 	 413.35 	 333.515 	
-1338 	 -1699 	 -864 	 -388.15 	 452.305 	 387.38 	
-2139 	 -1476 	 -437 	 -244.965 	 463.05 	 356.825 	
-2430 	 -1455 	 -240 	 -124.285 	 433.16 	 272.405 	
-2429 	 -854 	 -105 	 -31.08 	 372.715 	 120.995 	
-2364 	 -318 	 -62 	 20.965 	 296.415 	 -33.215 	
-2333 	 184 	 66 	 55.44 	 218.96 	 -112.385 	
-1956 	 378 	 52 	 79.345 	 137.76 	 -116.655 	
-1591 	 210 	 47 	 98.98 	 66.29 	 -98.28 	
-1269 	 41 	 29 	 115.395 	 3.255 	 -99.12 	
-1016 	 -105 	 -14 	 128.52 	 -48.58 	 -109.76 	
-826 	 -153 	 -91 	 140.735 	 -88.41 	 -118.895 	
-674 	 -227 	 -148 	 150.43 	 -115.885 	 -123.27 	
-521 	 -251 	 -237 	 157.745 	 -133.105 	 -133.14 	
-391 	 -148 	 -325 	 162.785 	 -141.015 	 -151.165 	
-390 	 42 	 -329 	 163.555 	 -139.825 	 -163.52 	
-342 	 184 	 -400 	 160.37 	 -135.065 	 -155.715 	
-380 	 361 	 -410 	 153.755 	 -125.125 	 -132.16 	
-402 	 376 	 -419 	 142.1 	 -115.325 	 -100.625 	
-463 	 413 	 -427 	 128.065 	 -105.175 	 -72.59 	
-539 	 305 	 -384 	 111.02 	 -95.69 	 -48.615 	
-544 	 145 	 -365 	 93.975 	 -87.605 	 -33.46 	
-594 	 -14 	 -273 	 77.77 	 -78.47 	 -28.07 	
-584 	 -144 	 -232 	 63.56 	 -71.4 	 -27.93 	
-651 	 -218 	 -185 	 51.415 	 -62.79 	 -26.215 	
-690 	 -280 	 -159 	 41.16 	 -55.58 	 -19.95 	
-718 	 -289 	 -165 	 33.005 	 -48.405 	 -12.355 	
-764 	 -305 	 -143 	 25.585 	 -41.335 	 -4.48 	
-769 	 -286 	 -159 	 19.215 	 -35.455 	 1.82 	
-785 	 -286 	 -165 	 13.23 	 -28.98 	 7.91 	
