STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-919 	 63 	 332 	 14.98 	 -56.98 	 -11.13 	
-937 	 78 	 345 	 16.38 	 -53.515 	 -16.52 	
-944 	 31 	 390 	 18.13 	 -50.26 	 -15.155 	
-995 	 -116 	 560 	 19.39 	 -46.55 	 -9.59 	
-967 	 -454 	 727 	 18.13 	 -45.64 	 -5.775 	
-753 	 -828 	 899 	 14.07 	 -45.08 	 -18.795 	
-128 	 -1153 	 1199 	 1.575 	 -42.385 	 -64.26 	
1043 	 -198 	 1833 	 -21.49 	 -30.765 	 -166.705 	
1636 	 53 	 2521 	 -74.025 	 -10.815 	 -249.515 	
759 	 1335 	 3153 	 -138.075 	 1.855 	 -224.805 	
-801 	 2094 	 3044 	 -228.375 	 -17.85 	 -35.735 	
-1535 	 1923 	 2262 	 -334.985 	 -47.705 	 203.245 	
-1628 	 1306 	 1008 	 -460.67 	 -69.79 	 301.805 	
-2323 	 1338 	 182 	 -590.45 	 -60.83 	 241.325 	
-2699 	 1945 	 -893 	 -712.11 	 -61.985 	 139.475 	
-2249 	 1969 	 -2000 	 -808.535 	 -55.86 	 95.655 	
-1522 	 2009 	 -2494 	 -869.435 	 -24.535 	 64.96 	
-898 	 1540 	 -2473 	 -901.845 	 17.185 	 30.835 	
-446 	 1617 	 -2177 	 -891.695 	 69.58 	 5.74 	
-43 	 997 	 -2149 	 -848.89 	 131.25 	 52.08 	
-66 	 633 	 -2144 	 -747.74 	 219.1 	 183.96 	
-668 	 -455 	 -1519 	 -622.335 	 318.675 	 364.14 	
-1060 	 -1636 	 -1259 	 -468.23 	 398.055 	 479.325 	
-2021 	 -1890 	 -702 	 -300.58 	 452.2 	 458.85 	
-2556 	 -1832 	 -502 	 -157.325 	 448.805 	 339.29 	
-2882 	 -1098 	 -333 	 -42.14 	 402.465 	 183.155 	
-2922 	 -345 	 -251 	 28.63 	 323.47 	 57.085 	
-2720 	 -159 	 -179 	 66.5 	 235.97 	 -7.945 	
-2395 	 -201 	 51 	 89.075 	 147.14 	 -46.235 	
-1916 	 -411 	 189 	 100.485 	 59.92 	 -76.825 	
-1600 	 -402 	 214 	 108.745 	 -15.435 	 -102.725 	
-1296 	 -314 	 121 	 115.01 	 -77.84 	 -111.965 	
-1115 	 -243 	 35 	 118.09 	 -122.815 	 -107.24 	
-892 	 -200 	 -109 	 118.195 	 -154.805 	 -109.095 	
-730 	 -61 	 -225 	 115.255 	 -172.865 	 -127.54 	
-603 	 121 	 -295 	 110.005 	 -179.655 	 -146.58 	
-525 	 291 	 -334 	 103.005 	 -176.68 	 -150.465 	
-503 	 389 	 -324 	 94.675 	 -166.04 	 -135.765 	
-457 	 361 	 -335 	 85.82 	 -151.655 	 -111.86 	
-500 	 300 	 -281 	 77.91 	 -132.37 	 -87.36 	
-514 	 184 	 -235 	 70.07 	 -113.19 	 -67.165 	
-553 	 79 	 -200 	 63.56 	 -92.68 	 -51.8 	
-570 	 -16 	 -171 	 58.275 	 -72.38 	 -42.42 	
-585 	 -56 	 -162 	 54.005 	 -52.885 	 -40.845 	
-640 	 -57 	 -135 	 49.91 	 -34.475 	 -41.23 	
-668 	 -53 	 -120 	 45.465 	 -18.41 	 -36.75 	
-699 	 -41 	 -93 	 40.6 	 -5.005 	 -26.04 	
-728 	 -1 	 -87 	 35.42 	 5.18 	 -11.13 	
-782 	 17 	 -80 	 28.805 	 13.16 	 5.495 	
-840 	 1 	 -75 	 21.35 	 18.095 	 21.035 	
-885 	 -42 	 -82 	 13.195 	 20.755 	 31.64 	
-946 	 -124 	 -67 	 5.215 	 22.05 	 35.07 	
