STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-1382 	 -173 	 250 	 73.22 	 -62.405 	 42.49 	
-1367 	 -205 	 197 	 80.71 	 -74.935 	 44.485 	
-1318 	 -265 	 231 	 87.465 	 -86.94 	 42.49 	
-1394 	 -165 	 277 	 94.5 	 -98.07 	 33.075 	
-1437 	 -337 	 352 	 97.685 	 -111.16 	 23.52 	
-1601 	 -657 	 507 	 100.52 	 -123.13 	 17.885 	
-1586 	 -1347 	 730 	 98.945 	 -136.955 	 11.69 	
-1118 	 -1995 	 1255 	 95.865 	 -144.34 	 -21.14 	
90 	 -2171 	 2275 	 84.385 	 -141.015 	 -123.27 	
815 	 -1543 	 3349 	 55.3 	 -116.095 	 -272.265 	
576 	 -534 	 4109 	 2.345 	 -94.605 	 -396.41 	
-71 	 1114 	 3849 	 -82.425 	 -117.355 	 -431.935 	
-621 	 2722 	 3120 	 -195.72 	 -151.2 	 -349.65 	
-1544 	 3820 	 1879 	 -335.44 	 -194.46 	 -182.735 	
-2253 	 3809 	 297 	 -490.245 	 -226.94 	 23.59 	
-2481 	 3160 	 -1265 	 -641.06 	 -239.33 	 165.9 	
-2496 	 2621 	 -2366 	 -778.995 	 -226.03 	 200.69 	
-2190 	 1791 	 -3059 	 -882.035 	 -192.08 	 172.41 	
-1648 	 1516 	 -2988 	 -932.575 	 -135.17 	 114.625 	
-885 	 910 	 -2879 	 -942.515 	 -66.08 	 94.78 	
-291 	 541 	 -2431 	 -909.3 	 30.205 	 142.8 	
429 	 -24 	 -2332 	 -842.66 	 143.01 	 217.175 	
376 	 -242 	 -2318 	 -738.115 	 273.665 	 274.505 	
-496 	 -373 	 -1927 	 -614.32 	 395.885 	 336.245 	
-1103 	 -838 	 -1736 	 -483.07 	 479.78 	 394.59 	
-1985 	 -1111 	 -1360 	 -347.935 	 531.475 	 390.18 	
-2458 	 -1079 	 -1062 	 -229.075 	 530.145 	 304.15 	
-2929 	 -823 	 -750 	 -137.76 	 485.625 	 184.695 	
-2975 	 -690 	 -415 	 -73.115 	 409.64 	 94.92 	
-2765 	 -747 	 -120 	 -28.14 	 318.325 	 34.545 	
-2247 	 -959 	 136 	 7.035 	 222.32 	 3.395 	
-1773 	 -1091 	 258 	 36.295 	 134.54 	 -20.37 	
-1375 	 -1041 	 315 	 60.34 	 58.38 	 -51.275 	
-976 	 -707 	 165 	 78.575 	 -4.48 	 -88.97 	
-807 	 -355 	 70 	 90.23 	 -46.83 	 -113.61 	
-538 	 -58 	 -112 	 96.005 	 -76.02 	 -126.77 	
-411 	 285 	 -206 	 95.935 	 -89.845 	 -133.28 	
-284 	 556 	 -339 	 90.37 	 -95.025 	 -120.47 	
-309 	 765 	 -417 	 81.27 	 -90.825 	 -86.59 	
-322 	 660 	 -463 	 68.04 	 -83.51 	 -45.045 	
-387 	 526 	 -457 	 54.775 	 -72.45 	 -16.555 	
-444 	 294 	 -425 	 41.405 	 -61.6 	 -0.945 	
-477 	 94 	 -409 	 30.66 	 -50.295 	 5.39 	
