STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-949 	 222 	 31 	 84.14 	 104.93 	 37.45 	
-975 	 139 	 83 	 83.195 	 101.045 	 44.205 	
-1018 	 75 	 168 	 82.67 	 94.885 	 41.79 	
-1091 	 33 	 276 	 83.055 	 86.38 	 36.855 	
-1175 	 -50 	 419 	 84.385 	 75.215 	 35.98 	
-1204 	 -232 	 582 	 85.82 	 61.565 	 38.955 	
-1237 	 -358 	 854 	 87.395 	 47.075 	 35.98 	
-1302 	 -431 	 1106 	 84.735 	 29.19 	 20.825 	
-1443 	 -487 	 1525 	 73.29 	 10.535 	 -3.395 	
-1277 	 -466 	 1874 	 51.1 	 -16.45 	 -37.765 	
-1020 	 -634 	 2616 	 18.76 	 -30.765 	 -67.865 	
-1016 	 -1044 	 3720 	 -30.52 	 -36.015 	 -64.26 	
-1102 	 -1071 	 4533 	 -93.1 	 -70.63 	 -42.0 	
-1344 	 -554 	 4217 	 -176.05 	 -124.95 	 -40.775 	
-1840 	 100 	 3767 	 -277.9 	 -160.125 	 -63.735 	
-2306 	 1267 	 2863 	 -391.895 	 -206.5 	 -105.07 	
-2504 	 2083 	 1822 	 -511.735 	 -261.45 	 -122.045 	
-2370 	 2950 	 343 	 -626.115 	 -313.565 	 -104.825 	
-2041 	 2986 	 -585 	 -728.7 	 -316.575 	 -49.245 	
-1443 	 2862 	 -1346 	 -803.88 	 -307.72 	 -8.435 	
-898 	 2323 	 -1509 	 -852.18 	 -277.2 	 18.69 	
-227 	 1705 	 -1541 	 -861.525 	 -229.355 	 46.235 	
29 	 699 	 -1235 	 -833.525 	 -148.085 	 90.685 	
92 	 -137 	 -511 	 -771.925 	 -51.24 	 132.685 	
-177 	 -548 	 -99 	 -686.035 	 45.885 	 166.74 	
-632 	 -798 	 39 	 -581.35 	 138.985 	 200.41 	
-1253 	 -639 	 222 	 -472.465 	 218.68 	 200.55 	
-1498 	 -526 	 139 	 -376.88 	 266.84 	 147.56 	
-1661 	 454 	 -85 	 -297.29 	 287.735 	 43.96 	
-1828 	 1236 	 -337 	 -250.04 	 283.64 	 -26.915 	
-1803 	 1850 	 -571 	 -221.13 	 262.255 	 -31.22 	
-1643 	 1821 	 -686 	 -205.31 	 231.7 	 8.05 	
-1473 	 1470 	 -639 	 -191.345 	 199.395 	 47.39 	
-1309 	 952 	 -484 	 -176.785 	 168.665 	 72.975 	
-1097 	 392 	 -329 	 -158.165 	 140.665 	 87.815 	
-933 	 -104 	 -208 	 -131.81 	 119.525 	 92.155 	
-824 	 -458 	 -97 	 -99.715 	 104.055 	 82.425 	
-783 	 -690 	 -32 	 -64.68 	 93.24 	 62.37 	
-761 	 -755 	 -48 	 -28.77 	 84.63 	 36.295 	
-772 	 -716 	 -98 	 4.655 	 78.54 	 8.19 	
-789 	 -521 	 -132 	 33.565 	 73.15 	 -17.885 	
-753 	 -325 	 -171 	 54.39 	 67.13 	 -35.35 	
-697 	 -116 	 -254 	 68.845 	 60.76 	 -42.14 	
-688 	 94 	 -281 	 76.23 	 54.95 	 -39.445 	
-667 	 162 	 -305 	 75.81 	 47.32 	 -33.635 	
-693 	 230 	 -329 	 70.805 	 39.69 	 -32.935 	
-705 	 275 	 -329 	 62.195 	 31.675 	 -35.7 	
-723 	 287 	 -312 	 51.205 	 23.59 	 -36.96 	
-697 	 285 	 -305 	 39.935 	 15.225 	 -32.865 	
-687 	 210 	 -289 	 29.05 	 8.47 	 -21.665 	
