STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
966 	 -272 	 -132 	10.885 	 -5.355 	 11.305 	
961 	 -273 	 -138 	10.815 	 -5.04 	 11.515 	
974 	 -268 	 -142 	10.71 	 -4.655 	 11.095 	
985 	 -263 	 -137 	10.675 	 -4.025 	 10.15 	
984 	 -270 	 -130 	10.465 	 -3.29 	 8.785 	
990 	 -284 	 -123 	10.15 	 -2.87 	 7.21 	
1004 	 -279 	 -122 	10.115 	 -2.415 	 5.635 	
996 	 -272 	 -118 	10.115 	 -1.715 	 4.375 	
982 	 -277 	 -111 	9.87 	 -1.05 	 3.395 	
970 	 -288 	 -103 	9.73 	 -0.805 	 2.66 	
968 	 -283 	 -109 	9.73 	 -0.455 	 1.925 	
962 	 -279 	 -112 	9.66 	 -0.07 	 0.91 	
960 	 -285 	 -112 	9.345 	 0.315 	 -0.42 	
968 	 -289 	 -111 	9.205 	 0.525 	 -2.31 	
975 	 -282 	 -109 	9.205 	 0.91 	 -4.48 	
969 	 -273 	 -105 	9.03 	 1.365 	 -6.685 	
960 	 -269 	 -106 	8.715 	 1.715 	 -8.61 	
959 	 -259 	 -112 	8.54 	 1.89 	 -9.8 	
959 	 -243 	 -112 	8.435 	 2.135 	 -10.185 	
954 	 -237 	 -111 	8.085 	 2.31 	 -9.555 	
946 	 -240 	 -107 	7.805 	 2.345 	 -7.91 	
945 	 -230 	 -107 	7.665 	 2.31 	 -5.74 	
947 	 -219 	 -108 	7.49 	 2.205 	 -3.15 	
947 	 -226 	 -106 	7.07 	 2.205 	 -0.385 	
949 	 -247 	 -111 	6.72 	 2.205 	 2.065 	
955 	 -249 	 -115 	6.615 	 2.17 	 3.85 	
960 	 -245 	 -112 	6.44 	 2.17 	 4.97 	
965 	 -260 	 -109 	5.95 	 2.345 	 5.355 	
967 	 -276 	 -111 	5.88 	 2.345 	 4.935 	
963 	 -275 	 -111 	5.845 	 2.555 	 3.99 	
957 	 -270 	 -108 	5.635 	 2.66 	 2.625 	
963 	 -282 	 -110 	5.425 	 2.59 	 1.155 	
968 	 -285 	 -109 	5.39 	 2.73 	 -0.35 	
971 	 -270 	 -108 	5.39 	 2.905 	 -1.75 	
966 	 -263 	 -104 	5.075 	 3.185 	 -2.765 	
966 	 -272 	 -104 	4.83 	 3.15 	 -3.29 	
959 	 -272 	 -109 	4.83 	 3.255 	 -3.535 	
946 	 -258 	 -117 	4.97 	 3.255 	 -3.465 	
942 	 -254 	 -119 	4.62 	 3.36 	 -3.045 	
943 	 -262 	 -113 	4.305 	 3.36 	 -2.555 	
952 	 -268 	 -109 	4.34 	 3.36 	 -2.1 	
942 	 -262 	 -102 	4.305 	 3.605 	 -1.855 	
948 	 -268 	 -107 	4.13 	 3.57 	 -1.715 	
966 	 -278 	 -109 	4.095 	 3.535 	 -1.645 	
978 	 -280 	 -109 	4.06 	 3.745 	 -1.785 	
981 	 -273 	 -109 	4.095 	 4.095 	 -1.89 	
981 	 -264 	 -110 	3.99 	 4.34 	 -2.03 	
987 	 -259 	 -107 	3.885 	 4.41 	 -2.03 	
989 	 -256 	 -101 	3.71 	 4.795 	 -1.785 	
975 	 -253 	 -99 	3.675 	 5.18 	 -1.225 	
964 	 -249 	 -99 	3.5 	 5.285 	 -0.385 	
955 	 -246 	 -104 	3.22 	 5.355 	 0.735 	
948 	 -245 	 -111 	3.185 	 5.39 	 1.96 	
937 	 -243 	 -115 	3.045 	 5.39 	 3.045 	
930 	 -244 	 -114 	2.73 	 5.32 	 3.745 	
945 	 -260 	 -106 	2.52 	 5.005 	 3.71 	
956 	 -266 	 -104 	2.38 	 4.935 	 2.87 	
970 	 -260 	 -102 	2.345 	 4.935 	 1.4 	
968 	 -258 	 -95 	1.89 	 5.04 	 -0.28 	
968 	 -266 	 -88 	1.61 	 4.97 	 -1.995 	
973 	 -271 	 -91 	1.47 	 4.795 	 -3.36 	
974 	 -255 	 -98 	1.505 	 4.69 	 -4.235 	
966 	 -230 	 -97 	1.155 	 4.62 	 -4.515 	
959 	 -226 	 -93 	0.665 	 4.48 	 -4.13 	
965 	 -223 	 -99 	0.35 	 4.13 	 -3.185 	
961 	 -212 	 -98 	0.175 	 3.85 	 -1.75 	
946 	 -206 	 -94 	-0.28 	 3.605 	 0.07 	
940 	 -222 	 -85 	-0.84 	 3.15 	 1.995 	
946 	 -234 	 -83 	-1.19 	 2.695 	 3.885 	
946 	 -239 	 -85 	-1.295 	 2.17 	 5.46 	
938 	 -244 	 -87 	-1.645 	 1.855 	 6.51 	
941 	 -257 	 -89 	-1.82 	 1.365 	 6.79 	
951 	 -263 	 -89 	-2.1 	 1.015 	 6.405 	
962 	 -264 	 -91 	-2.275 	 0.63 	 5.46 	
957 	 -268 	 -88 	-2.345 	 0.385 	 4.025 	
958 	 -271 	 -86 	-2.555 	 0.07 	 2.45 	
970 	 -270 	 -84 	-2.695 	 -0.28 	 0.91 	
973 	 -268 	 -86 	-2.765 	 -0.525 	 -0.385 	
959 	 -265 	 -87 	-2.8 	 -0.7 	 -1.19 	
948 	 -260 	 -83 	-2.87 	 -0.98 	 -1.47 	
950 	 -266 	 -80 	-2.94 	 -1.505 	 -1.295 	
951 	 -272 	 -80 	-2.975 	 -1.855 	 -0.735 	
945 	 -275 	 -82 	-2.73 	 -2.135 	 -0.07 	
940 	 -270 	 -85 	-2.625 	 -2.555 	 0.49 	
949 	 -267 	 -85 	-2.765 	 -2.905 	 0.91 	
960 	 -270 	 -81 	-2.73 	 -3.185 	 1.225 	
955 	 -275 	 -80 	-2.52 	 -3.29 	 1.68 	
949 	 -277 	 -84 	-2.52 	 -3.605 	 2.135 	
962 	 -279 	 -93 	-2.38 	 -3.99 	 2.625 	
968 	 -282 	 -96 	-2.205 	 -4.06 	 3.185 	
966 	 -284 	 -95 	-2.03 	 -4.025 	 3.605 	
959 	 -288 	 -89 	-1.89 	 -4.095 	 3.675 	
962 	 -292 	 -92 	-1.82 	 -4.235 	 3.535 	
966 	 -292 	 -98 	-1.715 	 -4.2 	 3.115 	
963 	 -296 	 -102 	-1.715 	 -4.025 	 2.485 	
959 	 -300 	 -99 	-1.575 	 -3.99 	 1.75 	
965 	 -304 	 -97 	-1.435 	 -3.99 	 0.98 	
976 	 -306 	 -98 	-1.33 	 -3.885 	 0.21 	
971 	 -308 	 -95 	-1.26 	 -3.605 	 -0.665 	
967 	 -309 	 -99 	-1.12 	 -3.43 	 -1.68 	
972 	 -309 	 -104 	-0.91 	 -3.29 	 -2.94 	
983 	 -299 	 -102 	-0.805 	 -2.94 	 -4.2 	
983 	 -285 	 -94 	-0.77 	 -2.52 	 -5.425 	
990 	 -274 	 -89 	-0.84 	 -2.275 	 -6.23 	
993 	 -272 	 -91 	-0.805 	 -2.065 	 -6.51 	
991 	 -271 	 -95 	-0.98 	 -1.645 	 -5.985 	
982 	 -274 	 -97 	-1.085 	 -1.365 	 -4.83 	
975 	 -271 	 -99 	-1.085 	 -1.085 	 -3.325 	
972 	 -254 	 -105 	-1.12 	 -0.945 	 -1.855 	
970 	 -247 	 -110 	-1.295 	 -0.595 	 -0.63 	
975 	 -254 	 -106 	-1.645 	 -0.35 	 0.175 	
980 	 -268 	 -95 	-2.065 	 0 	 0.42 	
992 	 -279 	 -87 	-2.1 	 0.175 	 0 	
1004 	 -276 	 -91 	-2.38 	 0.49 	 -1.05 	
1018 	 -269 	 -93 	-2.73 	 1.085 	 -2.485 	
1017 	 -264 	 -91 	-3.185 	 1.715 	 -4.2 	
1014 	 -253 	 -91 	-3.57 	 2.275 	 -5.915 	
1018 	 -237 	 -94 	-3.99 	 2.73 	 -7.42 	
1021 	 -228 	 -92 	-4.62 	 3.36 	 -8.4 	
1004 	 -224 	 -83 	-5.355 	 3.99 	 -8.575 	
982 	 -225 	 -78 	-5.95 	 4.375 	 -7.945 	
981 	 -221 	 -80 	-6.51 	 4.48 	 -6.685 	
978 	 -206 	 -72 	-7.245 	 4.83 	 -4.97 	
961 	 -186 	 -74 	-8.015 	 5.005 	 -3.01 	
949 	 -190 	 -78 	-8.995 	 5.075 	 -0.91 	
951 	 -209 	 -77 	-10.01 	 4.83 	 0.945 	
955 	 -217 	 -73 	-11.025 	 4.76 	 2.52 	
943 	 -210 	 -69 	-11.865 	 4.76 	 3.465 	
940 	 -193 	 -80 	-13.055 	 4.48 	 4.025 	
949 	 -184 	 -94 	-14.28 	 4.025 	 4.375 	
951 	 -187 	 -99 	-15.75 	 3.885 	 4.585 	
945 	 -183 	 -99 	-17.045 	 3.64 	 4.83 	
947 	 -169 	 -101 	-18.375 	 3.15 	 5.285 	
961 	 -159 	 -106 	-19.845 	 2.485 	 6.16 	
965 	 -162 	 -105 	-21.49 	 2.275 	 7.28 	
960 	 -162 	 -102 	-23.065 	 2.1 	 8.715 	
956 	 -168 	 -105 	-24.57 	 1.715 	 10.57 	
951 	 -166 	 -105 	-25.97 	 1.155 	 12.6 	
946 	 -173 	 -102 	-27.51 	 0.84 	 14.875 	
942 	 -182 	 -96 	-28.945 	 0.455 	 16.765 	
945 	 -199 	 -98 	-30.275 	 0.035 	 18.34 	
961 	 -218 	 -103 	-31.5 	 -0.28 	 19.355 	
963 	 -233 	 -102 	-32.585 	 -0.21 	 19.635 	
952 	 -246 	 -97 	-33.705 	 -0.14 	 19.215 	
951 	 -255 	 -97 	-34.65 	 -0.35 	 17.99 	
957 	 -263 	 -96 	-35.49 	 -0.42 	 16.17 	
959 	 -279 	 -99 	-36.295 	 -0.35 	 13.93 	
957 	 -296 	 -96 	-37.1 	 -0.07 	 11.445 	
960 	 -306 	 -97 	-37.555 	 -0.07 	 8.785 	
964 	 -292 	 -94 	-37.905 	 0 	 6.09 	
968 	 -280 	 -100 	-38.29 	 0.21 	 3.605 	
971 	 -274 	 -107 	-38.85 	 0.56 	 1.505 	
978 	 -272 	 -111 	-39.2 	 0.77 	 -0.035 	
978 	 -272 	 -111 	-39.55 	 1.155 	 -0.98 	
971 	 -265 	 -107 	-39.655 	 1.505 	 -1.19 	
962 	 -257 	 -104 	-40.005 	 1.715 	 -0.84 	
965 	 -251 	 -109 	-40.285 	 1.925 	 0.035 	
960 	 -233 	 -116 	-40.425 	 2.275 	 1.365 	
954 	 -225 	 -121 	-40.565 	 2.625 	 3.15 	
962 	 -249 	 -124 	-40.88 	 2.835 	 5.145 	
967 	 -270 	 -123 	-40.81 	 3.15 	 7.14 	
