STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
559 	 192 	 -839 	20.265 	 11.375 	 1.715 	
556 	 200 	 -845 	20.44 	 12.25 	 2.835 	
550 	 201 	 -847 	20.51 	 13.16 	 4.41 	
534 	 203 	 -841 	20.545 	 13.965 	 5.95 	
532 	 210 	 -839 	20.51 	 14.49 	 7.14 	
544 	 215 	 -854 	20.335 	 15.015 	 7.735 	
544 	 219 	 -867 	20.125 	 15.785 	 7.805 	
529 	 223 	 -860 	19.81 	 16.66 	 7.175 	
531 	 224 	 -842 	19.53 	 17.01 	 6.125 	
548 	 215 	 -831 	19.005 	 17.43 	 5.005 	
561 	 196 	 -830 	18.62 	 18.13 	 4.06 	
553 	 188 	 -824 	18.445 	 19.005 	 3.36 	
551 	 184 	 -810 	18.305 	 19.495 	 2.94 	
563 	 173 	 -805 	18.13 	 19.915 	 2.975 	
571 	 152 	 -799 	18.095 	 20.65 	 3.045 	
586 	 173 	 -806 	18.095 	 21.35 	 2.975 	
586 	 163 	 -803 	17.99 	 22.19 	 2.87 	
576 	 147 	 -795 	17.955 	 22.995 	 2.52 	
600 	 145 	 -793 	18.235 	 23.38 	 1.855 	
624 	 165 	 -793 	18.375 	 24.22 	 1.015 	
628 	 176 	 -792 	18.235 	 25.375 	 0.315 	
620 	 173 	 -784 	18.235 	 26.32 	 0.105 	
617 	 179 	 -784 	18.2 	 27.23 	 0.7 	
612 	 197 	 -786 	18.41 	 27.895 	 2.24 	
600 	 208 	 -777 	18.515 	 28.7 	 4.725 	
564 	 216 	 -752 	18.585 	 29.19 	 7.7 	
626 	 252 	 -763 	18.55 	 29.33 	 11.41 	
634 	 212 	 -743 	18.025 	 30.415 	 16.17 	
600 	 191 	 -748 	18.165 	 30.975 	 20.86 	
611 	 213 	 -779 	18.9 	 30.87 	 25.235 	
641 	 240 	 -806 	19.075 	 31.395 	 28.77 	
