STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-909 	 210 	 -512 	0.805 	 -22.855 	 -21.315 	
-900 	 214 	 -518 	0 	 -25.55 	 -18.9 	
-891 	 213 	 -520 	-0.875 	 -28.105 	 -16.695 	
-885 	 203 	 -521 	-1.785 	 -30.45 	 -14.98 	
-883 	 193 	 -518 	-2.59 	 -32.62 	 -13.86 	
-882 	 186 	 -514 	-3.36 	 -34.615 	 -13.44 	
-880 	 183 	 -506 	-4.165 	 -36.4 	 -13.79 	
-880 	 174 	 -500 	-5.005 	 -38.15 	 -14.805 	
-869 	 163 	 -495 	-5.705 	 -39.76 	 -16.485 	
-858 	 161 	 -495 	-6.335 	 -41.055 	 -18.585 	
-855 	 161 	 -495 	-6.895 	 -42.245 	 -20.86 	
-850 	 160 	 -494 	-7.42 	 -43.085 	 -22.89 	
-844 	 165 	 -487 	-7.77 	 -44.03 	 -24.465 	
-833 	 169 	 -481 	-8.26 	 -44.695 	 -25.235 	
-822 	 163 	 -480 	-8.68 	 -45.255 	 -24.885 	
-825 	 161 	 -483 	-8.995 	 -45.64 	 -23.45 	
-831 	 165 	 -484 	-9.135 	 -45.955 	 -21 	
-826 	 174 	 -483 	-9.38 	 -46.2 	 -17.815 	
-823 	 173 	 -480 	-9.555 	 -46.27 	 -14.07 	
-826 	 172 	 -476 	-9.66 	 -46.235 	 -10.395 	
-820 	 169 	 -473 	-9.905 	 -46.13 	 -6.72 	
-813 	 160 	 -474 	-10.185 	 -45.85 	 -3.64 	
-808 	 153 	 -472 	-10.15 	 -45.255 	 -1.26 	
-808 	 146 	 -468 	-10.22 	 -44.555 	 0.245 	
-809 	 140 	 -460 	-10.325 	 -43.855 	 0.91 	
-800 	 136 	 -460 	-10.43 	 -43.05 	 0.735 	
-795 	 131 	 -457 	-10.395 	 -41.965 	 -0.07 	
-796 	 127 	 -452 	-10.325 	 -40.81 	 -1.295 	
-799 	 128 	 -448 	-10.15 	 -39.62 	 -2.59 	
-796 	 132 	 -440 	-9.975 	 -38.43 	 -3.745 	
-802 	 137 	 -436 	-9.905 	 -36.89 	 -4.62 	
-813 	 139 	 -428 	-9.59 	 -35.56 	 -4.865 	
-817 	 143 	 -429 	-9.38 	 -34.405 	 -4.655 	
-814 	 151 	 -426 	-9.03 	 -33.11 	 -3.885 	
-823 	 154 	 -421 	-8.645 	 -31.605 	 -2.625 	
-836 	 156 	 -417 	-8.295 	 -30.31 	 -1.015 	
-836 	 159 	 -417 	-7.98 	 -29.12 	 0.91 	
-837 	 161 	 -418 	-7.77 	 -27.825 	 2.975 	
-849 	 162 	 -414 	-7.42 	 -26.46 	 5.11 	
-858 	 160 	 -409 	-7.035 	 -25.305 	 6.965 	
-854 	 158 	 -407 	-6.72 	 -24.22 	 8.575 	
-860 	 158 	 -406 	-6.44 	 -22.96 	 9.765 	
-871 	 155 	 -401 	-6.055 	 -21.77 	 10.395 	
-879 	 151 	 -400 	-5.67 	 -20.755 	 10.43 	
-876 	 148 	 -401 	-5.145 	 -19.915 	 10.115 	
-880 	 152 	 -395 	-4.69 	 -18.725 	 9.555 	
-898 	 154 	 -388 	-4.2 	 -17.64 	 8.925 	
-905 	 150 	 -381 	-3.885 	 -16.8 	 8.225 	
-899 	 148 	 -383 	-3.465 	 -16.17 	 7.385 	
-886 	 149 	 -382 	-2.94 	 -15.435 	 6.44 	
-886 	 149 	 -382 	-2.45 	 -14.385 	 5.425 	
-893 	 152 	 -382 	-1.96 	 -13.51 	 4.585 	
-895 	 157 	 -383 	-1.47 	 -12.88 	 4.095 	
-890 	 161 	 -383 	-0.91 	 -12.425 	 4.13 	
-888 	 163 	 -385 	-0.455 	 -11.62 	 4.62 	
-898 	 165 	 -386 	0 	 -10.92 	 5.355 	
-896 	 161 	 -387 	0.385 	 -10.5 	 6.02 	
-886 	 156 	 -386 	0.84 	 -10.115 	 6.545 	
-881 	 157 	 -385 	1.295 	 -9.555 	 6.545 	
-876 	 158 	 -379 	1.645 	 -8.96 	 6.475 	
-871 	 159 	 -379 	2.03 	 -8.54 	 6.44 	
-876 	 162 	 -381 	2.415 	 -8.085 	 7 	
-884 	 167 	 -381 	2.695 	 -7.7 	 8.26 	
-898 	 173 	 -377 	3.01 	 -7.385 	 10.115 	
-900 	 177 	 -377 	3.185 	 -7.21 	 12.215 	
-899 	 172 	 -380 	3.325 	 -7.035 	 14.035 	
-898 	 166 	 -385 	3.465 	 -6.79 	 15.015 	
-895 	 168 	 -386 	3.64 	 -6.65 	 15.015 	
-891 	 170 	 -393 	3.675 	 -6.44 	 14 	
-896 	 173 	 -392 	3.57 	 -6.09 	 12.355 	
-908 	 174 	 -386 	3.57 	 -5.81 	 10.43 	
-921 	 180 	 -378 	3.465 	 -5.74 	 8.61 	
-929 	 188 	 -378 	3.185 	 -5.775 	 7 	
-936 	 188 	 -374 	3.115 	 -5.915 	 5.845 	
-940 	 192 	 -372 	3.01 	 -6.195 	 5.285 	
-950 	 198 	 -372 	2.8 	 -6.3 	 5.25 	
-959 	 198 	 -370 	2.695 	 -6.685 	 5.845 	
-963 	 200 	 -369 	2.66 	 -7.28 	 6.685 	
-962 	 204 	 -368 	2.52 	 -7.805 	 7.805 	
-959 	 208 	 -365 	2.485 	 -8.47 	 9.1 	
-960 	 201 	 -361 	2.345 	 -8.96 	 10.43 	
-970 	 193 	 -360 	2.24 	 -9.59 	 11.655 	
-972 	 192 	 -361 	2.345 	 -10.5 	 12.74 	
-965 	 195 	 -363 	2.345 	 -11.34 	 13.37 	
-959 	 189 	 -366 	2.24 	 -12.075 	 13.44 	
-958 	 188 	 -370 	2.24 	 -12.74 	 12.915 	
-957 	 186 	 -370 	2.205 	 -13.37 	 11.69 	
-956 	 186 	 -371 	2.24 	 -14 	 10.325 	
-959 	 193 	 -367 	2.135 	 -14.63 	 8.75 	
-962 	 194 	 -367 	1.96 	 -15.365 	 7.385 	
-962 	 196 	 -364 	2.065 	 -16.24 	 6.09 	
-966 	 198 	 -363 	1.995 	 -16.975 	 5.18 	
-966 	 203 	 -363 	1.96 	 -17.815 	 4.655 	
-965 	 205 	 -360 	1.925 	 -18.62 	 4.62 	
-967 	 206 	 -354 	2.065 	 -19.565 	 5.145 	
-970 	 208 	 -350 	2.17 	 -20.44 	 6.16 	
-977 	 199 	 -348 	2.135 	 -21.42 	 7.595 	
-976 	 196 	 -347 	2.38 	 -22.68 	 9.31 	
-964 	 197 	 -349 	2.8 	 -23.94 	 11.13 	
-958 	 201 	 -350 	3.22 	 -24.99 	 13.125 	
-967 	 201 	 -347 	3.675 	 -26.145 	 15.365 	
-982 	 198 	 -335 	4.06 	 -27.335 	 17.92 	
-989 	 197 	 -320 	4.375 	 -28.7 	 20.51 	
-998 	 186 	 -317 	4.655 	 -29.96 	 22.68 	
-999 	 175 	 -324 	5.005 	 -31.325 	 23.695 	
