STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
302 	 -985 	 -564 	 236.46 	 -6.51 	 0.665 	
265 	 -982 	 -437 	 241.255 	 -4.69 	 9.17 	
105 	 -1042 	 -151 	 245.665 	 -2.765 	 24.15 	
-86 	 -1303 	 130 	 250.18 	 -4.06 	 48.405 	
-262 	 -1393 	 463 	 256.48 	 -7.735 	 68.18 	
-535 	 -1499 	 1042 	 258.72 	 -10.5 	 76.895 	
-749 	 -1845 	 1675 	 251.93 	 -10.745 	 70.315 	
-703 	 -1835 	 2254 	 233.345 	 -1.89 	 11.97 	
-844 	 -1182 	 3253 	 185.43 	 14.875 	 -111.265 	
-557 	 49 	 2776 	 101.64 	 -44.415 	 -256.27 	
-855 	 2997 	 2272 	 -14.525 	 -77.525 	 -320.53 	
25 	 3942 	 1677 	 -187.425 	 -88.795 	 -114.345 	
651 	 4138 	 610 	 -386.12 	 -78.715 	 117.705 	
899 	 4091 	 -1194 	 -601.72 	 -76.965 	 195.685 	
624 	 4502 	 -3066 	 -795.62 	 -54.6 	 220.78 	
139 	 3664 	 -4592 	 -964.705 	 -24.71 	 295.575 	
-130 	 2039 	 -5820 	 -1082.45 	 10.115 	 366.31 	
-516 	 170 	 -5425 	 -1124.34 	 56.21 	 388.57 	
-546 	 -671 	 -3683 	 -1093.58 	 86.94 	 335.475 	
-1330 	 -1593 	 -2452 	 -1021.79 	 90.93 	 240.66 	
-1787 	 -2393 	 -1048 	 -890.785 	 65.94 	 179.585 	
-1956 	 -2160 	 64 	 -716.345 	 10.675 	 138.18 	
-1396 	 -2285 	 244 	 -530.81 	 -47.495 	 148.68 	
-888 	 -1939 	 467 	 -343.665 	 -86.485 	 90.23 	
-580 	 -1032 	 343 	 -180.075 	 -130.69 	 -65.415 	
-52 	 70 	 -162 	 -38.5 	 -161.525 	 -207.41 	
121 	 1664 	 -564 	 71.82 	 -159.915 	 -255.115 	
329 	 1992 	 -983 	 137.9 	 -143.325 	 -180.985 	
423 	 2321 	 -1238 	 178.815 	 -119.91 	 -94.43 	
601 	 2123 	 -1407 	 188.825 	 -95.13 	 -22.47 	
571 	 1816 	 -1473 	 180.985 	 -67.34 	 7.42 	
359 	 1565 	 -1430 	 162.225 	 -39.445 	 12.565 	
25 	 1298 	 -1227 	 138.53 	 -14.035 	 24.745 	
-232 	 1242 	 -1064 	 115.115 	 5.53 	 49.525 	
-506 	 966 	 -896 	 89.775 	 20.195 	 82.18 	
