STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-137 	 -908 	 -483 	 151.9 	 -13.475 	 -22.225 	
-101 	 -911 	 -425 	 148.785 	 -11.48 	 -30.87 	
-37 	 -865 	 -273 	 145.18 	 -8.4 	 -37.52 	
-132 	 -774 	 62 	 140.315 	 -3.745 	 -35.735 	
-408 	 -768 	 713 	 132.685 	 0.525 	 -13.335 	
-761 	 -1124 	 1565 	 116.76 	 7.56 	 36.96 	
-1069 	 -989 	 2315 	 87.08 	 23.415 	 86.24 	
-1280 	 -111 	 2788 	 22.54 	 15.995 	 66.745 	
-683 	 392 	 2005 	 -76.65 	 -30.17 	 -26.88 	
-620 	 1537 	 1655 	 -202.475 	 -27.615 	 -121.975 	
-658 	 2615 	 1010 	 -356.475 	 -31.395 	 -87.08 	
-206 	 2993 	 -532 	 -516.6 	 -31.115 	 54.18 	
231 	 2784 	 -2100 	 -672.385 	 -10.5 	 161.735 	
418 	 2582 	 -3624 	 -802.83 	 14.84 	 186.375 	
509 	 2000 	 -4530 	 -890.435 	 45.08 	 176.96 	
574 	 610 	 -4443 	 -928.305 	 66.22 	 133.035 	
775 	 -673 	 -3504 	 -898.415 	 69.02 	 41.055 	
275 	 -1573 	 -1955 	 -804.58 	 56.28 	 -42.77 	
42 	 -1799 	 -1078 	 -660.59 	 21.455 	 -43.015 	
-297 	 -1948 	 -341 	 -489.475 	 -1.785 	 48.79 	
-417 	 -1616 	 -497 	 -310.17 	 -24.955 	 130.69 	
-570 	 -1275 	 -674 	 -149.695 	 -40.845 	 154.91 	
-724 	 -317 	 -713 	 -21.98 	 -55.965 	 99.19 	
-492 	 -1 	 -1061 	 56.14 	 -72.835 	 6.825 	
-454 	 784 	 -1279 	 110.67 	 -74.97 	 -88.725 	
-301 	 1074 	 -1411 	 132.615 	 -71.715 	 -127.785 	
-188 	 1108 	 -1458 	 138.67 	 -61.145 	 -116.83 	
-86 	 923 	 -1341 	 131.635 	 -47.705 	 -83.86 	
-18 	 689 	 -1226 	 115.64 	 -33.39 	 -52.29 	
-5 	 602 	 -1127 	 95.445 	 -18.27 	 -30.485 	
-67 	 590 	 -1029 	 73.36 	 -3.605 	 -7.91 	
-193 	 525 	 -929 	 50.015 	 10.045 	 18.865 	
-244 	 353 	 -900 	 27.58 	 20.125 	 39.585 	
-297 	 225 	 -880 	 8.365 	 28.84 	 45.29 	
