STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
204 	 -1296 	 -209 	 186.305 	 -37.765 	 -53.795 	
301 	 -1204 	 -91 	 193.305 	 -33.32 	 -54.04 	
291 	 -1180 	 142 	 199.255 	 -27.23 	 -45.675 	
229 	 -1124 	 441 	 204.155 	 -22.4 	 -33.145 	
67 	 -1261 	 854 	 204.05 	 -17.08 	 -18.9 	
-47 	 -1232 	 1410 	 198.345 	 -10.57 	 -18.515 	
-241 	 -1108 	 2157 	 175.63 	 8.435 	 -41.86 	
-349 	 -617 	 3342 	 126.35 	 36.19 	 -87.675 	
-340 	 351 	 3820 	 44.765 	 3.465 	 -121.73 	
-11 	 1675 	 3999 	 -71.645 	 -20.23 	 -83.615 	
408 	 2763 	 3787 	 -228.165 	 -30.695 	 11.34 	
1064 	 3329 	 2481 	 -420.91 	 -55.965 	 75.04 	
1097 	 4536 	 214 	 -624.575 	 -53.83 	 128.835 	
962 	 4655 	 -1791 	 -825.23 	 -3.43 	 259.91 	
650 	 4201 	 -4255 	 -995.225 	 43.26 	 359.38 	
507 	 3783 	 -6178 	 -1106.84 	 99.75 	 383.95 	
285 	 2334 	 -6569 	 -1145.69 	 154.49 	 380.8 	
396 	 1027 	 -5189 	 -1132.39 	 192.395 	 360.465 	
-417 	 -119 	 -3335 	 -1048.74 	 213.71 	 332.185 	
-946 	 -1213 	 -1878 	 -908.565 	 199.15 	 333.2 	
-1108 	 -1541 	 -1114 	 -723.03 	 158.445 	 360.85 	
-1689 	 -1804 	 -366 	 -518.0 	 120.295 	 412.09 	
-1689 	 -1579 	 205 	 -329.0 	 62.125 	 370.755 	
-1492 	 -1370 	 38 	 -181.3 	 -17.15 	 207.655 	
-1355 	 -409 	 -204 	 -53.62 	 -98.175 	 -12.95 	
-1127 	 813 	 -831 	 40.985 	 -165.025 	 -185.5 	
-1091 	 1735 	 -1293 	 104.16 	 -195.72 	 -206.885 	
-812 	 1736 	 -1562 	 137.13 	 -215.74 	 -147.595 	
-450 	 1817 	 -1858 	 152.53 	 -224.595 	 -97.86 	
-166 	 1644 	 -1907 	 146.545 	 -219.94 	 -75.39 	
51 	 1570 	 -1867 	 129.675 	 -204.715 	 -84.805 	
31 	 1511 	 -1670 	 105.665 	 -180.215 	 -89.985 	
-13 	 1345 	 -1483 	 78.715 	 -153.475 	 -70.91 	
-8 	 1069 	 -1314 	 51.835 	 -126.525 	 -47.67 	
64 	 890 	 -1212 	 26.215 	 -100.205 	 -39.795 	
-105 	 723 	 -1107 	 4.305 	 -73.43 	 -27.545 	
-239 	 654 	 -1025 	 -11.515 	 -52.115 	 4.725 	
-337 	 457 	 -968 	 -23.835 	 -32.445 	 46.795 	
-498 	 351 	 -902 	 -32.13 	 -16.1 	 75.6 	
-571 	 303 	 -879 	 -37.59 	 -2.905 	 89.215 	
-658 	 228 	 -849 	 -41.51 	 8.925 	 88.76 	
-595 	 167 	 -851 	 -43.12 	 17.43 	 74.235 	
-610 	 177 	 -832 	 -43.33 	 25.515 	 53.41 	
-603 	 205 	 -858 	 -42.0 	 30.8 	 38.395 	
-613 	 257 	 -885 	 -39.165 	 34.545 	 33.67 	
-605 	 308 	 -906 	 -35.595 	 36.75 	 37.415 	
