STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
335 	 -964 	 501 	 161.14 	 42.98 	 -32.55 	
202 	 -1462 	 1263 	 160.09 	 53.27 	 -14.035 	
36 	 -2142 	 2363 	 154.035 	 78.68 	 7.49 	
-140 	 -1965 	 4129 	 131.88 	 124.845 	 -1.05 	
-496 	 -174 	 4462 	 73.465 	 73.71 	 -73.395 	
-369 	 1914 	 3515 	 -32.69 	 7.035 	 -129.22 	
-318 	 3699 	 2949 	 -182.0 	 -20.3 	 -80.71 	
-224 	 4594 	 1719 	 -373.485 	 -46.095 	 59.29 	
-598 	 5022 	 78 	 -588.595 	 -51.765 	 204.295 	
-992 	 5082 	 -1936 	 -796.39 	 -54.425 	 303.94 	
-1268 	 5044 	 -4227 	 -980.805 	 -45.99 	 379.855 	
-1693 	 4499 	 -6396 	 -1114.12 	 -14.91 	 461.72 	
-1250 	 2856 	 -7517 	 -1146.74 	 28.84 	 521.045 	
-541 	 346 	 -6272 	 -1146.74 	 91.91 	 517.65 	
-479 	 -599 	 -4461 	 -1135.82 	 137.41 	 407.085 	
-1002 	 -2788 	 -2672 	 -1037.86 	 147.245 	 300.58 	
-1248 	 -3352 	 -795 	 -850.99 	 117.95 	 189.49 	
-1172 	 -3346 	 321 	 -631.82 	 53.34 	 135.065 	
-976 	 -2771 	 694 	 -405.65 	 -13.58 	 97.055 	
-486 	 -1608 	 455 	 -203.665 	 -76.23 	 25.13 	
-31 	 -349 	 66 	 -35.245 	 -122.99 	 -65.31 	
86 	 1330 	 -281 	 87.92 	 -146.44 	 -146.965 	
195 	 2138 	 -866 	 154.07 	 -151.13 	 -154.945 	
118 	 2524 	 -1392 	 186.165 	 -142.59 	 -130.445 	
92 	 2804 	 -1642 	 191.38 	 -129.15 	 -96.285 	
-76 	 2592 	 -1717 	 172.935 	 -112.21 	 -64.61 	
-113 	 2329 	 -1757 	 142.975 	 -97.475 	 -56.91 	
-312 	 2149 	 -1642 	 108.01 	 -79.17 	 -57.855 	
-456 	 1869 	 -1465 	 70.595 	 -63.385 	 -44.835 	
-540 	 1637 	 -1293 	 36.05 	 -48.58 	 -15.925 	
