STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
88 	 -934 	 -321 	 159.81 	 -19.425 	 -39.41 	
126 	 -959 	 -235 	 161.21 	 -15.12 	 -33.39 	
156 	 -874 	 -61 	 163.835 	 -10.29 	 -21.945 	
70 	 -913 	 298 	 164.255 	 -4.48 	 -3.395 	
-101 	 -1056 	 875 	 162.645 	 0.525 	 20.86 	
-224 	 -1069 	 1718 	 154.315 	 10.5 	 37.73 	
-611 	 -1433 	 2629 	 124.915 	 40.845 	 43.855 	
-697 	 -1233 	 3601 	 71.4 	 46.48 	 -21.56 	
-704 	 296 	 3208 	 -6.055 	 -5.495 	 -150.15 	
-610 	 2067 	 3033 	 -124.6 	 -28.49 	 -199.605 	
-182 	 3131 	 2203 	 -276.955 	 -57.575 	 -112.385 	
284 	 3792 	 584 	 -455.455 	 -68.075 	 21.77 	
280 	 4005 	 -1207 	 -639.415 	 -53.375 	 133.0 	
356 	 4134 	 -3323 	 -805.0 	 -42.56 	 202.335 	
111 	 3886 	 -5121 	 -943.565 	 -19.6 	 262.115 	
161 	 2528 	 -6186 	 -1039.33 	 8.295 	 317.17 	
125 	 971 	 -5744 	 -1064.07 	 44.065 	 329.28 	
90 	 53 	 -3848 	 -1017.7 	 68.39 	 279.44 	
-578 	 -1306 	 -2309 	 -933.345 	 67.9 	 206.815 	
-1002 	 -2159 	 -1114 	 -792.155 	 42.21 	 164.325 	
-1010 	 -1985 	 -412 	 -608.65 	 -5.18 	 161.245 	
-1117 	 -1930 	 -132 	 -421.155 	 -43.33 	 210.245 	
-1038 	 -1614 	 -1 	 -245.49 	 -78.855 	 194.005 	
-762 	 -910 	 -49 	 -101.255 	 -118.37 	 66.325 	
-451 	 71 	 -384 	 10.325 	 -151.2 	 -91.0 	
-276 	 1243 	 -862 	 94.115 	 -162.26 	 -165.9 	
-204 	 1706 	 -1245 	 144.13 	 -156.59 	 -132.195 	
-36 	 1880 	 -1548 	 166.635 	 -146.405 	 -72.1 	
31 	 1795 	 -1616 	 164.885 	 -129.64 	 -31.745 	
-17 	 1531 	 -1608 	 144.305 	 -110.11 	 -22.295 	
-151 	 1443 	 -1468 	 118.3 	 -88.235 	 -20.44 	
-325 	 1266 	 -1201 	 85.785 	 -67.165 	 -0.035 	
-431 	 1187 	 -1113 	 53.235 	 -48.86 	 31.36 	
-483 	 884 	 -1056 	 20.02 	 -32.865 	 54.25 	
-549 	 823 	 -1008 	 -8.54 	 -17.22 	 55.72 	
-616 	 609 	 -944 	 -34.475 	 -3.64 	 55.09 	
-594 	 524 	 -932 	 -53.13 	 7.385 	 55.965 	
-649 	 365 	 -889 	 -66.185 	 17.955 	 64.47 	
