STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
122 	 -1131 	 -112 	 187.46 	 -24.92 	 -5.11 	
25 	 -1138 	 162 	 186.83 	 -23.065 	 1.225 	
-83 	 -1331 	 633 	 181.58 	 -21.56 	 4.97 	
-15 	 -1441 	 1347 	 167.93 	 -16.905 	 -8.785 	
183 	 -1373 	 2263 	 133.105 	 2.31 	 -55.685 	
285 	 -567 	 3072 	 69.195 	 11.13 	 -144.34 	
-107 	 784 	 3456 	 -20.685 	 -13.79 	 -154.77 	
-255 	 2707 	 3846 	 -144.375 	 -38.36 	 -18.48 	
353 	 3219 	 2892 	 -316.54 	 -81.165 	 162.085 	
191 	 4179 	 1042 	 -511.63 	 -98.77 	 236.705 	
-245 	 4875 	 -1193 	 -708.085 	 -85.505 	 290.01 	
-417 	 5110 	 -3785 	 -878.255 	 -64.33 	 372.82 	
-496 	 3968 	 -5615 	 -1013.25 	 -29.225 	 449.015 	
-561 	 1803 	 -5588 	 -1074.12 	 19.985 	 469.175 	
-707 	 310 	 -3934 	 -1051.3 	 56.805 	 370.02 	
-1565 	 -865 	 -2290 	 -974.715 	 54.775 	 201.775 	
-2242 	 -1647 	 -776 	 -842.73 	 10.71 	 90.44 	
-1601 	 -2094 	 -517 	 -666.225 	 -61.39 	 47.425 	
-1084 	 -1952 	 -206 	 -461.51 	 -108.85 	 27.405 	
-539 	 -891 	 -83 	 -275.625 	 -149.205 	 -40.985 	
-39 	 -467 	 -503 	 -126.455 	 -173.075 	 -96.6 	
137 	 899 	 -836 	 6.79 	 -174.335 	 -134.505 	
259 	 1648 	 -1173 	 91.91 	 -160.51 	 -101.01 	
381 	 1857 	 -1533 	 141.715 	 -136.465 	 -43.505 	
499 	 1911 	 -1692 	 161.245 	 -107.695 	 -17.85 	
293 	 1685 	 -1596 	 156.765 	 -72.135 	 -9.205 	
139 	 1467 	 -1439 	 139.23 	 -39.865 	 3.29 	
-101 	 1320 	 -1262 	 115.01 	 -8.225 	 33.81 	
-266 	 1113 	 -1175 	 87.255 	 16.87 	 71.365 	
-489 	 947 	 -1054 	 60.445 	 39.2 	 103.005 	
-742 	 742 	 -869 	 34.545 	 56.665 	 126.49 	
-844 	 481 	 -837 	 12.565 	 68.25 	 135.065 	
