STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
254 	 -749 	 207 	 218.61 	 37.345 	 3.92 	
205 	 -887 	 487 	 212.765 	 40.425 	 20.58 	
160 	 -715 	 961 	 207.095 	 43.505 	 41.44 	
0 	 -859 	 1622 	 191.87 	 48.055 	 69.895 	
-217 	 -582 	 2421 	 169.155 	 60.445 	 83.3 	
-506 	 -110 	 3380 	 118.615 	 68.495 	 52.605 	
-460 	 702 	 3753 	 37.905 	 42.98 	 -33.95 	
-166 	 2304 	 3374 	 -80.15 	 -3.185 	 -147.7 	
-168 	 3952 	 2564 	 -231.665 	 -38.675 	 -124.81 	
-9 	 4718 	 1036 	 -415.555 	 -58.59 	 73.115 	
13 	 4311 	 -650 	 -612.99 	 -49.175 	 274.4 	
-160 	 4270 	 -2742 	 -806.085 	 -34.965 	 336.945 	
-371 	 4222 	 -5022 	 -980.245 	 -7.77 	 352.03 	
-505 	 3331 	 -6717 	 -1108.8 	 29.4 	 370.265 	
-532 	 1542 	 -7179 	 -1146.39 	 67.235 	 348.88 	
-384 	 39 	 -6087 	 -1146.74 	 94.29 	 264.775 	
-550 	 -433 	 -4318 	 -1130.33 	 91.245 	 129.815 	
-1437 	 -1270 	 -2597 	 -1029.46 	 66.045 	 76.09 	
-977 	 -1611 	 -1600 	 -867.125 	 14.315 	 99.82 	
-960 	 -2347 	 -958 	 -673.68 	 -13.545 	 194.39 	
-663 	 -2427 	 -231 	 -456.435 	 -31.5 	 256.27 	
-784 	 -2082 	 124 	 -261.975 	 -46.515 	 229.25 	
-541 	 -1827 	 -32 	 -99.435 	 -76.58 	 116.83 	
-619 	 -424 	 -327 	 46.34 	 -101.08 	 -38.605 	
-456 	 728 	 -837 	 147.42 	 -116.27 	 -120.4 	
-515 	 1417 	 -1252 	 208.425 	 -114.03 	 -120.89 	
-435 	 1896 	 -1594 	 237.125 	 -111.475 	 -89.53 	
-177 	 1949 	 -1879 	 236.145 	 -105.49 	 -60.375 	
-127 	 1894 	 -1906 	 215.355 	 -92.785 	 -55.44 	
-47 	 1745 	 -1806 	 181.685 	 -78.645 	 -56.385 	
-237 	 1610 	 -1583 	 142.73 	 -60.725 	 -41.65 	
-215 	 1421 	 -1414 	 101.815 	 -47.635 	 -12.635 	
-332 	 1216 	 -1237 	 60.69 	 -32.83 	 15.225 	
-322 	 921 	 -1148 	 21.49 	 -21.665 	 30.17 	
-391 	 717 	 -1088 	 -11.795 	 -10.29 	 34.195 	
-467 	 603 	 -1032 	 -38.29 	 -1.085 	 41.16 	
-519 	 405 	 -999 	 -58.59 	 6.09 	 54.88 	
