STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-344 	 -1345 	 1265 	 201.215 	 25.27 	 -7.525 	
-556 	 -1522 	 2322 	 199.395 	 42.07 	 30.205 	
-929 	 -1176 	 4040 	 176.4 	 76.615 	 44.065 	
-597 	 172 	 4232 	 117.25 	 23.59 	 -36.015 	
-256 	 2328 	 2825 	 5.95 	 -45.08 	 -216.335 	
-420 	 4622 	 2715 	 -151.9 	 -40.32 	 -253.61 	
33 	 5410 	 1649 	 -350.49 	 -55.055 	 -42.07 	
481 	 5129 	 -169 	 -562.38 	 -54.705 	 200.97 	
212 	 4844 	 -2567 	 -771.645 	 -41.51 	 294.455 	
-274 	 4554 	 -4858 	 -958.09 	 -18.06 	 308.805 	
-507 	 3592 	 -6703 	 -1102.08 	 2.59 	 316.015 	
-703 	 2176 	 -7442 	 -1146.36 	 20.02 	 310.205 	
-460 	 640 	 -6343 	 -1146.74 	 27.86 	 262.325 	
-618 	 2 	 -4719 	 -1139.25 	 13.02 	 132.58 	
-1169 	 -1029 	 -3063 	 -1068.45 	 -32.515 	 -8.33 	
-906 	 -1567 	 -1799 	 -927.57 	 -107.52 	 -97.93 	
-244 	 -2104 	 -1503 	 -744.31 	 -175.21 	 -83.335 	
-43 	 -1640 	 -836 	 -532.28 	 -208.46 	 20.405 	
-196 	 -1850 	 -474 	 -345.66 	 -211.12 	 154.105 	
144 	 -2009 	 -320 	 -183.54 	 -211.575 	 157.885 	
310 	 -865 	 -500 	 -45.885 	 -214.515 	 13.65 	
269 	 307 	 -729 	 61.6 	 -202.79 	 -75.18 	
292 	 1184 	 -955 	 137.48 	 -182.91 	 -68.215 	
169 	 1477 	 -1128 	 180.215 	 -158.62 	 -6.3 	
260 	 1641 	 -1354 	 197.715 	 -137.9 	 46.41 	
122 	 1659 	 -1354 	 195.055 	 -113.19 	 65.345 	
-47 	 1670 	 -1584 	 174.335 	 -89.565 	 55.93 	
-88 	 1629 	 -1539 	 148.295 	 -67.48 	 41.79 	
-518 	 1793 	 -1341 	 116.06 	 -44.45 	 36.05 	
-559 	 1598 	 -1295 	 82.74 	 -29.995 	 55.79 	
-721 	 1449 	 -1113 	 50.33 	 -14.63 	 77.175 	
-682 	 1175 	 -990 	 20.86 	 -4.305 	 92.785 	
-774 	 972 	 -924 	 -5.95 	 6.23 	 87.885 	
