STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
-135 	 -916 	 371 	 114.555 	 8.295 	 19.11 	
-456 	 -1160 	 1037 	 113.015 	 13.195 	 29.015 	
-549 	 -1449 	 1943 	 106.855 	 25.655 	 36.575 	
-536 	 -1643 	 3170 	 81.06 	 61.46 	 5.565 	
-210 	 -867 	 3954 	 34.125 	 45.43 	 -115.36 	
-238 	 1102 	 3459 	 -46.34 	 -1.54 	 -258.475 	
-497 	 3053 	 3169 	 -164.675 	 -15.365 	 -218.19 	
390 	 3928 	 1764 	 -316.295 	 -42.105 	 -12.67 	
633 	 3905 	 345 	 -493.85 	 -15.68 	 176.645 	
301 	 4114 	 -1278 	 -672.28 	 10.465 	 266.98 	
-22 	 4223 	 -3351 	 -837.13 	 39.515 	 323.855 	
-218 	 3955 	 -5371 	 -970.305 	 76.09 	 370.895 	
-79 	 2745 	 -6559 	 -1063.62 	 117.88 	 390.145 	
435 	 604 	 -5916 	 -1097.22 	 157.08 	 348.11 	
242 	 193 	 -4498 	 -1063.44 	 171.5 	 205.065 	
-732 	 -1140 	 -3028 	 -995.855 	 147.14 	 96.915 	
-837 	 -1921 	 -1706 	 -861.525 	 89.425 	 70.315 	
-691 	 -2009 	 -870 	 -683.97 	 22.785 	 111.335 	
-1259 	 -2109 	 -174 	 -494.025 	 -22.715 	 204.4 	
-1008 	 -2079 	 45 	 -312.06 	 -73.78 	 228.235 	
-877 	 -1453 	 -22 	 -158.76 	 -125.65 	 104.58 	
-624 	 -281 	 -395 	 -31.605 	 -174.545 	 -67.13 	
-441 	 1135 	 -831 	 63.945 	 -199.99 	 -170.8 	
-162 	 1691 	 -1294 	 120.295 	 -206.78 	 -165.06 	
-42 	 2161 	 -1607 	 152.635 	 -199.745 	 -117.88 	
58 	 2207 	 -1765 	 156.905 	 -185.71 	 -57.75 	
174 	 2075 	 -1844 	 142.8 	 -166.95 	 -26.6 	
153 	 1989 	 -1753 	 115.36 	 -141.715 	 -31.22 	
