STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
254 	 -1040 	 -122 	 157.465 	 106.785 	 -55.02 	
283 	 -1052 	 -61 	 158.445 	 114.45 	 -57.785 	
314 	 -1057 	 20 	 159.67 	 122.71 	 -58.03 	
349 	 -1087 	 104 	 161.245 	 131.81 	 -54.46 	
340 	 -1068 	 259 	 163.765 	 143.92 	 -50.995 	
337 	 -1114 	 551 	 165.235 	 159.845 	 -43.015 	
301 	 -1296 	 1170 	 165.13 	 182.175 	 -29.26 	
237 	 -1473 	 2064 	 161.84 	 194.285 	 -15.575 	
211 	 -1181 	 3020 	 147.07 	 185.115 	 -34.09 	
-29 	 -343 	 3732 	 100.205 	 165.97 	 -72.135 	
-193 	 986 	 4006 	 11.795 	 141.19 	 -66.885 	
-526 	 2789 	 3787 	 -122.99 	 104.265 	 8.015 	
-488 	 3641 	 2900 	 -314.16 	 34.545 	 122.08 	
-591 	 4841 	 698 	 -527.135 	 -43.925 	 184.275 	
-582 	 5152 	 -1923 	 -757.33 	 -41.51 	 255.255 	
-588 	 4808 	 -3965 	 -968.345 	 1.05 	 318.115 	
-894 	 4303 	 -6162 	 -1118.36 	 18.445 	 349.58 	
-717 	 2244 	 -7263 	 -1146.74 	 36.82 	 355.565 	
-854 	 186 	 -6330 	 -1146.74 	 57.26 	 298.095 	
-1156 	 -1129 	 -3873 	 -1142.72 	 55.09 	 228.235 	
-1705 	 -1662 	 -1918 	 -1069.71 	 25.165 	 186.83 	
-1490 	 -2670 	 -1491 	 -903.28 	 -20.335 	 230.93 	
-1097 	 -2355 	 -285 	 -677.845 	 -44.835 	 275.975 	
-974 	 -2003 	 9 	 -485.73 	 -79.345 	 231.84 	
-531 	 -1912 	 10 	 -310.17 	 -104.44 	 134.96 	
-382 	 -703 	 174 	 -155.645 	 -139.44 	 -69.825 	
180 	 662 	 -488 	 -37.135 	 -170.975 	 -225.155 	
-108 	 2078 	 -823 	 44.485 	 -155.645 	 -206.045 	
-74 	 1921 	 -1210 	 85.575 	 -147.84 	 -96.6 	
-120 	 2141 	 -1470 	 108.325 	 -135.31 	 -26.845 	
-377 	 1692 	 -1444 	 100.695 	 -121.205 	 15.435 	
-267 	 1460 	 -1501 	 84.21 	 -109.515 	 17.78 	
-464 	 1202 	 -1314 	 60.41 	 -90.09 	 12.145 	
-376 	 950 	 -1220 	 36.505 	 -75.285 	 18.935 	
-554 	 703 	 -1058 	 14.525 	 -56.35 	 40.6 	
-544 	 585 	 -968 	 -4.305 	 -41.685 	 63.35 	
-632 	 414 	 -972 	 -23.275 	 -25.795 	 70.63 	
-521 	 417 	 -1022 	 -37.38 	 -13.825 	 58.065 	
-628 	 543 	 -978 	 -49.875 	 0.63 	 47.495 	
-605 	 532 	 -1000 	 -60.69 	 10.045 	 55.195 	
-614 	 523 	 -1024 	 -67.48 	 19.11 	 66.22 	
-649 	 470 	 -988 	 -72.03 	 26.04 	 70.77 	
-634 	 424 	 -955 	 -73.64 	 30.345 	 67.235 	
